set	map	mkr	phys	gen
PANY_femF1_rev	Mme_chr06	34030	13954594	94.11
PANY_femF1_rev	Mme_chr06	34031	13956283	93.38
PANY_femF1_rev	Mme_chr06	34033	13970826	95.58
PANY_femF1_rev	Mme_chr06	34038	13994944	96.31
PANY_femF1_rev	Mme_chr06	34040	14014066	96.31
PANY_femF1_rev	Mme_chr06	34042	14031889	96.31
PANY_femF1_rev	Mme_chr06	34043	14033420	96.31
PANY_femF1_rev	Mme_chr06	34045	14060955	96.31
PANY_femF1_rev	Mme_chr06	34054	14161095	96.31
PANY_femF1_rev	Mme_chr06	34066	14190031	97.04
PANY_femF1_rev	Mme_chr06	34083	14282438	97.04
PANY_femF1_rev	Mme_chr06	34088	14301189	97.04
PANY_femF1_rev	Mme_chr06	34094	14316130	97.04
PANY_femF1_rev	Mme_chr06	34100	14341263	97.04
PANY_femF1_rev	Mme_chr06	34109	14375567	97.04
PANY_femF1_rev	Mme_chr06	34110	14379372	97.04
PANY_femF1_rev	Mme_chr06	34111	14384392	97.04
PANY_femF1_rev	Mme_chr06	34121	14453263	96.31
PANY_femF1_rev	Mme_chr06	34125	14476231	97.77
PANY_femF1_rev	Mme_chr06	34129	14494803	97.77
PANY_femF1_rev	Mme_chr06	34131	14501475	97.77
PANY_femF1_rev	Mme_chr06	34140	14575581	97.77
PANY_femF1_rev	Mme_chr06	34145	14633708	97.77
PANY_femF1_rev	Mme_chr06	34149	14645747	97.77
PANY_femF1_rev	Mme_chr06	34151	14648749	97.77
PANY_femF1_rev	Mme_chr06	34152	14648856	97.04
PANY_femF1_rev	Mme_chr06	34160	14696049	97.77
PANY_femF1_rev	Mme_chr06	34164	14713701	97.77
PANY_femF1_rev	Mme_chr06	34167	14726977	97.77
PANY_femF1_rev	Mme_chr06	34168	14737225	97.77
PANY_femF1_rev	Mme_chr06	34170	14752054	97.77
PANY_femF1_rev	Mme_chr06	34177	14819963	98.5
PANY_femF1_rev	Mme_chr06	34184	14898333	99.97
PANY_femF1_rev	Mme_chr06	34190	14954389	100.7
PANY_femF1_rev	Mme_chr06	34195	14976631	100.7
PANY_femF1_rev	Mme_chr06	34198	14979443	100.7
PANY_femF1_rev	Mme_chr06	34200	14981881	100.7
PANY_femF1_rev	Mme_chr06	34204	15009349	100.7
PANY_femF1_rev	Mme_chr06	34213	15057320	100.7
PANY_femF1_rev	Mme_chr06	34220	15113205	100.7
PANY_femF1_rev	Mme_chr06	34227	15159837	100.7
PANY_femF1_rev	Mme_chr06	34228	15179045	100.7
PANY_femF1_rev	Mme_chr06	34234	15210496	100.7
PANY_femF1_rev	Mme_chr06	34235	15213336	100.7
PANY_femF1_rev	Mme_chr06	34237	15220702	100.7
PANY_femF1_rev	Mme_chr06	34245	15247442	100.7
PANY_femF1_rev	Mme_chr06	34248	15248756	100.7
PANY_femF1_rev	Mme_chr06	34254	15270605	100.7
PANY_femF1_rev	Mme_chr06	34258	15307153	101.43
PANY_femF1_rev	Mme_chr06	34262	15326504	101.43
PANY_femF1_rev	Mme_chr06	34265	15342985	101.43
PANY_femF1_rev	Mme_chr06	34285	15509112	103.65
PANY_femF1_rev	Mme_chr06	34293	15591907	103.65
PANY_femF1_rev	Mme_chr06	34295	15607260	104.38
PANY_femF1_rev	Mme_chr06	34300	15646716	104.38
PANY_femF1_rev	Mme_chr06	34301	15647032	104.38
PANY_femF1_rev	Mme_chr06	34306	15663646	104.38
PANY_femF1_rev	Mme_chr06	34313	15727195	105.85
PANY_femF1_rev	Mme_chr06	34319	15762911	107.32
PANY_femF1_rev	Mme_chr06	34332	15836309	107.32
PANY_femF1_rev	Mme_chr06	34340	15909198	108.05
PANY_femF1_rev	Mme_chr06	34349	15948711	108.05
PANY_femF1_rev	Mme_chr06	34350	15951473	108.05
PANY_femF1_rev	Mme_chr06	34357	15999611	108.05
PANY_femF1_rev	Mme_chr06	34360	16016777	108.78
PANY_femF1_rev	Mme_chr06	34362	16052803	109.51
PANY_femF1_rev	Mme_chr06	34365	16066978	109.51
PANY_femF1_rev	Mme_chr06	34368	16089436	109.51
PANY_femF1_rev	Mme_chr06	34381	16134715	108.78
PANY_femF1_rev	Mme_chr06	34389	16191799	109.51
PANY_femF1_rev	Mme_chr06	34391	16204685	109.51
PANY_femF1_rev	Mme_chr06	34405	16279690	109.51
PANY_femF1_rev	Mme_chr06	34409	16309603	110.24
PANY_femF1_rev	Mme_chr06	34412	16351765	109.51
PANY_femF1_rev	Mme_chr06	34413	16351797	109.51
PANY_femF1_rev	Mme_chr06	34416	16357748	109.51
PANY_femF1_rev	Mme_chr06	34420	16403370	110.24
PANY_femF1_rev	Mme_chr06	34421	16419304	110.24
PANY_femF1_rev	Mme_chr06	34426	16431539	110.24
PANY_femF1_rev	Mme_chr06	34431	16439883	110.24
PANY_femF1_rev	Mme_chr06	34434	16447197	110.24
PANY_femF1_rev	Mme_chr06	34437	16461871	110.24
PANY_femF1_rev	Mme_chr06	34454	16565560	110.24
PANY_femF1_rev	Mme_chr06	34455	16577303	107.32
PANY_femF1_rev	Mme_chr06	34456	16595171	110.24
PANY_femF1_rev	Mme_chr06	34457	16598640	110.24
PANY_femF1_rev	Mme_chr06	34459	16617920	110.24
PANY_femF1_rev	Mme_chr06	34480	16774956	112.47
PANY_femF1_rev	Mme_chr06	34488	16804966	112.47
PANY_femF1_rev	Mme_chr06	34495	16849280	112.47
PANY_femF1_rev	Mme_chr06	34497	16866955	112.47
PANY_femF1_rev	Mme_chr06	34498	16874443	112.47
PANY_femF1_rev	Mme_chr06	34503	16936841	112.47
PANY_femF1_rev	Mme_chr06	34504	16944294	112.47
PANY_femF1_rev	Mme_chr06	34508	16980408	113.2
PANY_femF1_rev	Mme_chr06	34509	16980531	113.2
PANY_femF1_rev	Mme_chr06	34517	17016393	113.2
PANY_femF1_rev	Mme_chr06	34518	17019911	113.2
PANY_femF1_rev	Mme_chr06	34525	17077611	113.2
PANY_femF1_rev	Mme_chr06	34527	17085371	113.2
PANY_femF1_rev	Mme_chr06	34542	17131607	113.93
PANY_femF1_rev	Mme_chr06	34548	17190392	114.65
PANY_femF1_rev	Mme_chr06	34550	17216131	114.65
PANY_femF1_rev	Mme_chr06	34551	17216188	114.65
PANY_femF1_rev	Mme_chr06	34552	17218565	114.65
PANY_femF1_rev	Mme_chr06	34554	17232752	114.65
PANY_femF1_rev	Mme_chr06	34564	17290538	114.65
PANY_femF1_rev	Mme_chr06	34574	17320754	114.65
PANY_femF1_rev	Mme_chr06	34580	17349008	115.38
PANY_femF1_rev	Mme_chr06	34581	17349142	114.65
PANY_femF1_rev	Mme_chr06	34588	17373520	114.65
PANY_femF1_rev	Mme_chr06	34591	17376644	114.65
PANY_femF1_rev	Mme_chr06	34599	17442760	114.65
PANY_femF1_rev	Mme_chr06	34605	17486403	114.65
PANY_femF1_rev	Mme_chr06	34609	17516631	114.65
PANY_femF1_rev	Mme_chr06	34610	17520110	114.65
PANY_femF1_rev	Mme_chr06	34611	17542334	114.65
PANY_femF1_rev	Mme_chr06	34613	17559626	114.65
PANY_femF1_rev	Mme_chr06	34622	17620282	114.65
PANY_femF1_rev	Mme_chr06	34632	17696691	114.65
PANY_femF1_rev	Mme_chr06	34637	17729099	114.65
PANY_femF1_rev	Mme_chr06	34638	17729642	114.65
PANY_femF1_rev	Mme_chr06	34639	17733508	115.38
PANY_femF1_rev	Mme_chr06	34645	17759182	114.65
PANY_femF1_rev	Mme_chr06	34655	17818202	114.65
PANY_femF1_rev	Mme_chr06	34657	17822441	114.65
PANY_femF1_rev	Mme_chr06	34661	17833687	114.65
PANY_femF1_rev	Mme_chr06	34663	17836995	114.65
PANY_femF1_rev	Mme_chr06	34667	17840724	114.65
PANY_femF1_rev	Mme_chr06	34668	17843114	114.65
PANY_femF1_rev	Mme_chr06	34670	17909661	115.38
PANY_femF1_rev	Mme_chr06	34674	17941500	115.38
PANY_femF1_rev	Mme_chr06	34679	17955481	115.38
PANY_femF1_rev	Mme_chr06	34680	17963260	115.38
PANY_femF1_rev	Mme_chr06	34683	17964116	115.38
PANY_femF1_rev	Mme_chr06	34694	18009429	114.65
PANY_femF1_rev	Mme_chr06	34697	18034106	115.38
PANY_femF1_rev	Mme_chr06	34699	18036203	115.38
PANY_femF1_rev	Mme_chr06	34703	18069955	114.65
PANY_femF1_rev	Mme_chr06	34704	18076639	115.38
PANY_femF1_rev	Mme_chr06	34709	18090202	114.65
PANY_femF1_rev	Mme_chr06	34710	18090258	115.38
PANY_femF1_rev	Mme_chr06	34712	18097871	115.38
PANY_femF1_rev	Mme_chr06	34730	18238629	115.38
PANY_femF1_rev	Mme_chr06	34732	18245505	116.11
PANY_femF1_rev	Mme_chr06	34750	18337550	117.59
PANY_femF1_rev	Mme_chr06	34755	18349251	117.59
PANY_femF1_rev	Mme_chr06	34767	18445478	118.32
PANY_femF1_rev	Mme_chr06	34773	18484117	118.32
PANY_femF1_rev	Mme_chr06	34783	18505416	118.32
PANY_femF1_rev	Mme_chr06	34784	18506757	118.32
PANY_femF1_rev	Mme_chr06	34786	18517041	118.32
PANY_femF1_rev	Mme_chr06	34788	18523951	118.32
PANY_femF1_rev	Mme_chr06	34789	18524179	118.32
PANY_femF1_rev	Mme_chr06	34793	18533163	118.32
PANY_femF1_rev	Mme_chr06	34795	18534322	118.32
PANY_femF1_rev	Mme_chr06	34802	18549955	119.05
PANY_femF1_rev	Mme_chr06	34815	18590776	118.32
PANY_femF1_rev	Mme_chr06	34818	18606169	119.05
PANY_femF1_rev	Mme_chr06	34819	18606745	119.05
PANY_femF1_rev	Mme_chr06	34820	18607013	119.05
PANY_femF1_rev	Mme_chr06	34824	18620470	119.05
PANY_femF1_rev	Mme_chr06	34832	18668617	119.05
PANY_femF1_rev	Mme_chr06	34843	18740230	119.78
PANY_femF1_rev	Mme_chr06	34844	18744453	119.78
PANY_femF1_rev	Mme_chr06	34848	18790936	120.51
PANY_femF1_rev	Mme_chr06	34852	18813214	119.78
PANY_femF1_rev	Mme_chr06	34864	18883682	121.98
PANY_femF1_rev	Mme_chr06	34866	18884528	121.98
PANY_femF1_rev	Mme_chr06	34875	18892647	122.71
PANY_femF1_rev	Mme_chr06	34884	18937452	122.71
PANY_femF1_rev	Mme_chr06	34894	19073696	124.17
PANY_femF1_rev	Mme_chr06	34895	19076674	124.17
PANY_femF1_rev	Mme_chr06	34900	19104133	124.17
PANY_femF1_rev	Mme_chr06	34905	19125653	124.17
PANY_femF1_rev	Mme_chr06	34910	19156161	123.44
PANY_femF1_rev	Mme_chr06	34913	19174024	124.9
PANY_femF1_rev	Mme_chr06	34923	19230733	124.9
PANY_femF1_rev	Mme_chr06	34925	19231462	124.9
PANY_femF1_rev	Mme_chr06	34928	19248756	124.9
PANY_femF1_rev	Mme_chr06	34931	19258544	125.63
PANY_femF1_rev	Mme_chr06	34941	19292973	126.36
PANY_femF1_rev	Mme_chr06	34953	19336207	127.09
PANY_femF1_rev	Mme_chr06	34955	19341724	127.09
PANY_femF1_rev	Mme_chr06	34956	19346992	127.09
PANY_femF1_rev	Mme_chr06	34961	19365287	127.82
PANY_femF1_rev	Mme_chr06	34964	19389284	127.82
PANY_femF1_rev	Mme_chr06	34975	19478897	130.02
PANY_femF1_rev	Mme_chr06	34979	19530238	128.55
PANY_femF1_rev	Mme_chr06	34981	19544905	128.55
PANY_femF1_rev	Mme_chr06	34985	19585299	128.55
PANY_femF1_rev	Mme_chr06	34992	19705326	130.02
PANY_femF1_rev	Mme_chr06	34994	19764882	130.02
PANY_femF1_rev	Mme_chr06	35006	19888220	130.75
PANY_femF1_rev	Mme_chr06	35010	19950022	130.75
PANY_femF1_rev	Mme_chr06	35015	19982586	131.48
PANY_femF1_rev	Mme_chr06	35016	19987762	130.75
PANY_femF1_rev	Mme_chr06	35020	20060870	131.48
PANY_femF1_rev	Mme_chr06	35030	20151577	131.48
PANY_femF1_rev	Mme_chr06	35037	20354462	131.48
PANY_femF1_rev	Mme_chr06	35044	20500400	132.21
PANY_femF1_rev	Mme_chr06	35048	20629251	132.21
PANY_femF1_rev	Mme_chr06	35056	21047772	132.94
PANY_femF1_rev	Mme_chr06	35075	21868957	135.14
PANY_femF1_rev	Mme_chr06	35080	22164841	139.69
PANY_femF1_rev	Mme_chr07	49011	648623	4.4
PANY_femF1_rev	Mme_chr07	49009	650035	5.13
PANY_femF1_rev	Mme_chr07	48999	680965	2.93
PANY_femF1_rev	Mme_chr07	48996	695310	2.93
PANY_femF1_rev	Mme_chr07	48994	701991	2.93
PANY_femF1_rev	Mme_chr07	48990	724815	2.93
PANY_femF1_rev	Mme_chr07	48985	747949	1.46
PANY_femF1_rev	Mme_chr07	48971	852558	22.25
PANY_femF1_rev	Mme_chr07	48961	937999	23.72
PANY_femF1_rev	Mme_chr07	48960	945580	25.19
PANY_femF1_rev	Mme_chr07	48957	1056833	91.37
PANY_femF1_rev	Mme_chr07	48955	1078121	26.66
PANY_femF1_rev	Mme_chr07	48953	1086011	26.66
PANY_femF1_rev	Mme_chr07	48951	1115180	27.39
PANY_femF1_rev	Mme_chr07	48946	1181698	28.86
PANY_femF1_rev	Mme_chr07	48944	1248266	30.33
PANY_femF1_rev	Mme_chr07	48930	1484712	34.09
PANY_femF1_rev	Mme_chr07	48928	1502324	36.31
PANY_femF1_rev	Mme_chr07	48924	1679285	44.03
PANY_femF1_rev	Mme_chr07	48920	1826565	46.23
PANY_femF1_rev	Mme_chr07	48918	1966060	46.23
PANY_femF1_rev	Mme_chr07	48917	2001041	46.23
PANY_femF1_rev	Mme_chr07	48906	2433402	46.96
PANY_femF1_rev	Mme_chr07	48900	2629637	46.23
PANY_femF1_rev	Mme_chr07	48899	2640139	46.23
PANY_femF1_rev	Mme_chr07	48896	2714989	46.23
PANY_femF1_rev	Mme_chr07	48894	2772754	46.23
PANY_femF1_rev	Mme_chr07	48889	2829817	46.23
PANY_femF1_rev	Mme_chr07	48887	2866364	43.3
PANY_femF1_rev	Mme_chr07	48881	2932645	46.23
PANY_femF1_rev	Mme_chr07	48871	3129486	46.23
PANY_femF1_rev	Mme_chr07	48870	3131339	46.23
PANY_femF1_rev	Mme_chr07	48859	3260312	46.23
PANY_femF1_rev	Mme_chr07	48857	3277182	45.5
PANY_femF1_rev	Mme_chr07	48852	3307512	46.23
PANY_femF1_rev	Mme_chr07	48851	3315960	46.23
PANY_femF1_rev	Mme_chr07	48847	3360747	46.23
PANY_femF1_rev	Mme_chr07	48835	3404749	46.23
PANY_femF1_rev	Mme_chr07	48828	3423900	46.23
PANY_femF1_rev	Mme_chr07	48826	3435763	46.23
PANY_femF1_rev	Mme_chr07	48814	3507418	46.96
PANY_femF1_rev	Mme_chr07	48810	3539971	46.96
PANY_femF1_rev	Mme_chr07	48798	3585472	46.23
PANY_femF1_rev	Mme_chr07	48788	3655482	47.69
PANY_femF1_rev	Mme_chr07	48783	3693295	46.96
PANY_femF1_rev	Mme_chr07	48782	3693340	47.69
PANY_femF1_rev	Mme_chr07	48769	3796712	43.3
PANY_femF1_rev	Mme_chr07	48766	3806578	48.42
PANY_femF1_rev	Mme_chr07	48760	3882613	49.15
PANY_femF1_rev	Mme_chr07	48755	3912273	49.15
PANY_femF1_rev	Mme_chr07	48752	3934452	49.15
PANY_femF1_rev	Mme_chr07	48749	3945336	49.15
PANY_femF1_rev	Mme_chr07	48745	3973017	49.15
PANY_femF1_rev	Mme_chr07	48743	3988138	49.15
PANY_femF1_rev	Mme_chr07	48741	3989114	49.15
PANY_femF1_rev	Mme_chr07	48733	4039019	49.15
PANY_femF1_rev	Mme_chr07	48729	4075093	49.15
PANY_femF1_rev	Mme_chr07	48727	4090971	49.15
PANY_femF1_rev	Mme_chr07	48716	4124564	49.15
PANY_femF1_rev	Mme_chr07	48712	4142281	49.15
PANY_femF1_rev	Mme_chr07	48709	4165481	49.15
PANY_femF1_rev	Mme_chr07	48708	4199181	49.15
PANY_femF1_rev	Mme_chr07	48702	4231694	49.15
PANY_femF1_rev	Mme_chr07	48701	4237896	49.15
PANY_femF1_rev	Mme_chr07	48700	4245910	49.15
PANY_femF1_rev	Mme_chr07	48694	4255545	49.15
PANY_femF1_rev	Mme_chr07	48691	4285902	50.62
PANY_femF1_rev	Mme_chr07	48689	4301022	50.62
PANY_femF1_rev	Mme_chr07	48687	4313820	50.62
PANY_femF1_rev	Mme_chr07	48669	4497806	55.9
PANY_femF1_rev	Mme_chr07	48668	4500894	55.9
PANY_femF1_rev	Mme_chr07	48665	4545311	55.17
PANY_femF1_rev	Mme_chr07	48661	4557956	55.17
PANY_femF1_rev	Mme_chr07	48660	4558007	55.17
PANY_femF1_rev	Mme_chr07	48652	4630953	55.9
PANY_femF1_rev	Mme_chr07	48651	4632513	55.9
PANY_femF1_rev	Mme_chr07	48649	4636439	55.9
PANY_femF1_rev	Mme_chr07	48648	4636525	55.9
PANY_femF1_rev	Mme_chr07	48646	4654212	55.9
PANY_femF1_rev	Mme_chr07	48645	4655848	55.9
PANY_femF1_rev	Mme_chr07	48642	4668911	55.17
PANY_femF1_rev	Mme_chr07	48625	4764712	55.9
PANY_femF1_rev	Mme_chr07	48621	4781020	55.17
PANY_femF1_rev	Mme_chr07	48617	4800353	55.9
PANY_femF1_rev	Mme_chr07	48616	4801994	55.9
PANY_femF1_rev	Mme_chr07	48611	4846741	56.63
PANY_femF1_rev	Mme_chr07	48602	4884361	56.63
PANY_femF1_rev	Mme_chr07	48601	4886268	56.63
PANY_femF1_rev	Mme_chr07	48598	4918295	56.63
PANY_femF1_rev	Mme_chr07	48597	4918349	56.63
PANY_femF1_rev	Mme_chr07	48589	4938473	58.85
PANY_femF1_rev	Mme_chr07	48584	4980896	59.58
PANY_femF1_rev	Mme_chr07	48571	5049791	59.58
PANY_femF1_rev	Mme_chr07	48565	5066439	75.08
PANY_femF1_rev	Mme_chr07	48564	5070680	59.58
PANY_femF1_rev	Mme_chr07	48546	5139522	62.57
PANY_femF1_rev	Mme_chr07	48541	5195383	64.04
PANY_femF1_rev	Mme_chr07	48530	5305297	67.76
PANY_femF1_rev	Mme_chr07	48529	5306364	67.03
PANY_femF1_rev	Mme_chr07	48528	5310385	67.76
PANY_femF1_rev	Mme_chr07	48522	5342480	67.76
PANY_femF1_rev	Mme_chr07	48520	5366030	67.76
PANY_femF1_rev	Mme_chr07	48515	5415792	69.22
PANY_femF1_rev	Mme_chr07	48513	5444084	68.49
PANY_femF1_rev	Mme_chr07	48506	5455831	69.22
PANY_femF1_rev	Mme_chr07	48485	5696590	70.69
PANY_femF1_rev	Mme_chr07	48477	5769143	72.16
PANY_femF1_rev	Mme_chr07	48467	5961461	72.16
PANY_femF1_rev	Mme_chr07	48446	6091073	72.89
PANY_femF1_rev	Mme_chr07	48444	6095234	73.62
PANY_femF1_rev	Mme_chr07	48442	6111512	72.89
PANY_femF1_rev	Mme_chr07	48441	6114864	72.89
PANY_femF1_rev	Mme_chr07	48440	6119115	72.89
PANY_femF1_rev	Mme_chr07	48432	6180304	75.08
PANY_femF1_rev	Mme_chr07	48429	6210384	74.35
PANY_femF1_rev	Mme_chr07	48408	6334485	75.08
PANY_femF1_rev	Mme_chr07	48407	6337071	75.81
PANY_femF1_rev	Mme_chr07	48399	6393861	77.28
PANY_femF1_rev	Mme_chr07	48398	6398327	75.81
PANY_femF1_rev	Mme_chr07	48395	6408338	77.28
PANY_femF1_rev	Mme_chr07	48393	6412918	78.01
PANY_femF1_rev	Mme_chr07	48390	6417190	77.28
PANY_femF1_rev	Mme_chr07	48381	6484456	77.28
PANY_femF1_rev	Mme_chr07	48379	6495169	77.28
PANY_femF1_rev	Mme_chr07	48375	6537234	77.28
PANY_femF1_rev	Mme_chr07	48374	6543220	77.28
PANY_femF1_rev	Mme_chr07	48371	6554733	77.28
PANY_femF1_rev	Mme_chr07	48357	6606127	77.28
PANY_femF1_rev	Mme_chr07	48355	6609122	77.28
PANY_femF1_rev	Mme_chr07	48345	6648016	77.28
PANY_femF1_rev	Mme_chr07	48336	6696526	77.28
PANY_femF1_rev	Mme_chr07	48326	6773233	78.01
PANY_femF1_rev	Mme_chr07	48322	6806305	78.74
PANY_femF1_rev	Mme_chr07	48320	6850653	78.74
PANY_femF1_rev	Mme_chr07	48319	6861817	78.74
PANY_femF1_rev	Mme_chr07	48316	6880951	78.74
PANY_femF1_rev	Mme_chr07	48306	7021919	83.29
PANY_femF1_rev	Mme_chr07	48300	7060311	85.51
PANY_femF1_rev	Mme_chr07	48288	7257871	86.98
PANY_femF1_rev	Mme_chr07	48287	7258225	86.98
PANY_femF1_rev	Mme_chr07	48285	7277535	86.98
PANY_femF1_rev	Mme_chr07	48279	7332350	86.98
PANY_femF1_rev	Mme_chr07	48278	7346883	86.98
PANY_femF1_rev	Mme_chr07	48277	7346995	86.98
PANY_femF1_rev	Mme_chr07	48273	7358108	86.98
PANY_femF1_rev	Mme_chr07	48272	7363012	86.98
PANY_femF1_rev	Mme_chr07	48270	7369882	87.71
PANY_femF1_rev	Mme_chr07	48265	7377967	87.71
PANY_femF1_rev	Mme_chr07	48262	7386861	87.71
PANY_femF1_rev	Mme_chr07	48256	7415880	87.71
PANY_femF1_rev	Mme_chr07	48249	7478598	86.98
PANY_femF1_rev	Mme_chr07	48241	7499587	87.71
PANY_femF1_rev	Mme_chr07	48233	7522483	87.71
PANY_femF1_rev	Mme_chr07	48231	7528024	86.98
PANY_femF1_rev	Mme_chr07	48227	7542670	87.71
PANY_femF1_rev	Mme_chr07	48226	7556484	87.71
PANY_femF1_rev	Mme_chr07	48223	7569141	87.71
PANY_femF1_rev	Mme_chr07	48222	7571213	87.71
PANY_femF1_rev	Mme_chr07	48220	7588946	87.71
PANY_femF1_rev	Mme_chr07	48217	7605730	87.71
PANY_femF1_rev	Mme_chr07	48216	7612087	87.71
PANY_femF1_rev	Mme_chr07	48213	7633225	87.71
PANY_femF1_rev	Mme_chr07	48212	7641815	87.71
PANY_femF1_rev	Mme_chr07	48206	7683296	87.71
PANY_femF1_rev	Mme_chr07	48204	7689218	87.71
PANY_femF1_rev	Mme_chr07	48200	7703703	86.98
PANY_femF1_rev	Mme_chr07	48198	7718227	87.71
PANY_femF1_rev	Mme_chr07	48195	7731751	87.71
PANY_femF1_rev	Mme_chr07	48190	7750949	88.44
PANY_femF1_rev	Mme_chr07	48179	7836171	88.44
PANY_femF1_rev	Mme_chr07	48176	7846078	88.44
PANY_femF1_rev	Mme_chr07	48172	7855949	87.71
PANY_femF1_rev	Mme_chr07	48170	7861586	88.44
PANY_femF1_rev	Mme_chr07	48167	7880763	88.44
PANY_femF1_rev	Mme_chr07	48166	7882736	88.44
PANY_femF1_rev	Mme_chr07	48165	7884243	88.44
PANY_femF1_rev	Mme_chr07	48162	7892225	88.44
PANY_femF1_rev	Mme_chr07	48161	7895741	88.44
PANY_femF1_rev	Mme_chr07	48158	7911046	88.44
PANY_femF1_rev	Mme_chr07	48156	7917118	88.44
PANY_femF1_rev	Mme_chr07	48153	7950961	88.44
PANY_femF1_rev	Mme_chr07	48151	7992116	88.44
PANY_femF1_rev	Mme_chr07	48146	8028396	89.17
PANY_femF1_rev	Mme_chr07	48137	8112616	90.64
PANY_femF1_rev	Mme_chr07	48136	8133029	90.64
PANY_femF1_rev	Mme_chr07	48131	8177186	90.64
PANY_femF1_rev	Mme_chr07	48130	8221968	91.37
PANY_femF1_rev	Mme_chr07	48129	8229426	91.37
PANY_femF1_rev	Mme_chr07	48123	8284280	91.37
PANY_femF1_rev	Mme_chr07	48112	8446163	92.1
PANY_femF1_rev	Mme_chr07	48110	8483799	92.1
PANY_femF1_rev	Mme_chr07	48109	8483894	92.1
PANY_femF1_rev	Mme_chr07	48108	8488380	92.1
PANY_femF1_rev	Mme_chr07	48105	8509043	92.83
PANY_femF1_rev	Mme_chr07	48093	8650138	92.83
PANY_femF1_rev	Mme_chr07	48092	8659122	92.83
PANY_femF1_rev	Mme_chr07	48077	8917415	92.83
PANY_femF1_rev	Mme_chr07	48076	8919889	93.56
PANY_femF1_rev	Mme_chr07	48071	8937190	92.83
PANY_femF1_rev	Mme_chr07	48066	8988538	92.83
PANY_femF1_rev	Mme_chr07	48063	9003653	92.83
PANY_femF1_rev	Mme_chr07	48060	9038552	92.83
PANY_femF1_rev	Mme_chr07	48051	9182796	92.83
PANY_femF1_rev	Mme_chr07	48046	9273554	92.83
PANY_femF1_rev	Mme_chr07	48041	9379012	92.83
PANY_femF1_rev	Mme_chr07	48038	9442805	92.83
PANY_femF1_rev	Mme_chr07	48034	9474561	92.83
PANY_femF1_rev	Mme_chr07	48031	9489419	92.83
PANY_femF1_rev	Mme_chr07	48027	9520518	92.83
PANY_femF1_rev	Mme_chr07	48025	9560735	93.56
PANY_femF1_rev	Mme_chr07	48020	9619957	93.56
PANY_femF1_rev	Mme_chr07	48012	9807810	94.29
PANY_femF1_rev	Mme_chr07	48011	9808876	94.29
PANY_femF1_rev	Mme_chr07	48010	9816828	94.29
PANY_femF1_rev	Mme_chr07	48009	9819040	94.29
PANY_femF1_rev	Mme_chr07	48008	9823710	94.29
PANY_femF1_rev	Mme_chr07	47998	9901854	94.29
PANY_femF1_rev	Mme_chr07	47996	9956025	94.29
PANY_femF1_rev	Mme_chr07	47990	10062892	94.29
PANY_femF1_rev	Mme_chr07	47989	10068295	94.29
PANY_femF1_rev	Mme_chr07	47987	10097578	94.29
PANY_femF1_rev	Mme_chr07	47986	10108277	94.29
PANY_femF1_rev	Mme_chr07	47983	10131675	94.29
PANY_femF1_rev	Mme_chr07	47982	10133561	94.29
PANY_femF1_rev	Mme_chr07	47973	10248206	94.29
PANY_femF1_rev	Mme_chr07	47972	10258979	94.29
PANY_femF1_rev	Mme_chr07	47959	10392619	96.51
PANY_femF1_rev	Mme_chr07	47949	10452218	96.51
PANY_femF1_rev	Mme_chr07	47948	10478490	96.51
PANY_femF1_rev	Mme_chr07	47928	10671868	98.73
PANY_femF1_rev	Mme_chr07	47926	10717278	98.73
PANY_femF1_rev	Mme_chr07	47921	10754076	98.73
PANY_femF1_rev	Mme_chr07	47916	10862570	100.2
PANY_femF1_rev	Mme_chr07	47910	10913313	100.93
PANY_femF1_rev	Mme_chr07	47909	10917247	100.93
PANY_femF1_rev	Mme_chr07	47904	10941913	101.66
PANY_femF1_rev	Mme_chr07	47900	10982044	101.66
PANY_femF1_rev	Mme_chr07	47896	11000547	101.66
PANY_femF1_rev	Mme_chr07	47886	11071112	102.39
PANY_femF1_rev	Mme_chr07	47875	11148204	102.39
PANY_femF1_rev	Mme_chr07	47874	11149900	102.39
PANY_femF1_rev	Mme_chr07	47872	11171498	102.39
PANY_femF1_rev	Mme_chr07	47869	11185559	102.39
PANY_femF1_rev	Mme_chr07	47867	11197508	102.39
PANY_femF1_rev	Mme_chr07	47862	11222384	102.39
PANY_femF1_rev	Mme_chr07	47860	11225392	102.39
PANY_femF1_rev	Mme_chr07	47844	11331114	102.39
PANY_femF1_rev	Mme_chr07	47841	11347491	101.66
PANY_femF1_rev	Mme_chr07	47833	11392144	102.39
PANY_femF1_rev	Mme_chr07	47832	11402448	102.39
PANY_femF1_rev	Mme_chr07	47823	11514040	103.12
PANY_femF1_rev	Mme_chr07	47820	11532360	103.85
PANY_femF1_rev	Mme_chr07	47808	11700978	103.85
PANY_femF1_rev	Mme_chr07	47804	11719997	103.85
PANY_femF1_rev	Mme_chr07	47802	11729114	103.85
PANY_femF1_rev	Mme_chr07	47796	11783200	103.85
PANY_femF1_rev	Mme_chr07	47783	11896053	104.58
PANY_femF1_rev	Mme_chr07	47781	11919464	105.31
PANY_femF1_rev	Mme_chr07	47767	12106098	105.31
PANY_femF1_rev	Mme_chr07	47763	12136703	105.31
PANY_femF1_rev	Mme_chr07	47758	12158898	105.31
