CHR	maps	lgchr	LG.x	gpos	chr	pphys	LG.y	LG_start	LG_end	n_contig	contig_type	contig_id	contig_start	contig_end	orientation	anchored
28052	GA	12	16	176.239	12	17352844	12	322771	18876109	51	W	13	1	18553339	+	1
64990	GA	12	16	176.239	12	17410161	12	322771	18876109	51	W	13	1	18553339	+	1
90285	GA	12	16	176.239	12	17497029	12	322771	18876109	51	W	13	1	18553339	+	1
80836	GA	12	16	176.239	12	17444218	12	322771	18876109	51	W	13	1	18553339	+	1
894	GA	12	16	176.239	12	17315983	12	322771	18876109	51	W	13	1	18553339	+	1
90285	GA	12	16	176.239	12	17497038	12	322771	18876109	51	W	13	1	18553339	+	1
38782	GA	12	16	176.239	12	17225460	12	322771	18876109	51	W	13	1	18553339	+	1
108562	GA	12	16	176.239	12	17286321	12	322771	18876109	51	W	13	1	18553339	+	1
894	GA	12	16	176.239	12	17315984	12	322771	18876109	51	W	13	1	18553339	+	1
90285	GA	12	16	176.239	12	17496995	12	322771	18876109	51	W	13	1	18553339	+	1
28052	GA	12	16	176.239	12	17352845	12	322771	18876109	51	W	13	1	18553339	+	1
90285	GA	12	16	176.239	12	17497028	12	322771	18876109	51	W	13	1	18553339	+	1
85085	GA	12	16	175.51	12	17216972	12	322771	18876109	51	W	13	1	18553339	+	1
52081	GA	12	16	175.51	12	17211508	12	322771	18876109	51	W	13	1	18553339	+	1
85085	GA	12	16	175.51	12	17216973	12	322771	18876109	51	W	13	1	18553339	+	1
90139	GA	12	16	172.524	12	17135656	12	322771	18876109	51	W	13	1	18553339	+	1
30781	GA	12	16	171.794	12	17071760	12	322771	18876109	51	W	13	1	18553339	+	1
81463	GA	12	16	171.064	12	17049360	12	322771	18876109	51	W	13	1	18553339	+	1
81463	GA	12	16	171.064	12	17049346	12	322771	18876109	51	W	13	1	18553339	+	1
111501	GA	12	16	171.064	12	16994003	12	322771	18876109	51	W	13	1	18553339	+	1
100439	GA	12	16	171.064	12	17119920	12	322771	18876109	51	W	13	1	18553339	+	1
1507	GA	12	16	169.59300000000002	12	16969378	12	322771	18876109	51	W	13	1	18553339	+	1
73196	GA	12	16	169.59300000000002	12	16966961	12	322771	18876109	51	W	13	1	18553339	+	1
105188	GA	12	16	169.59300000000002	12	16968200	12	322771	18876109	51	W	13	1	18553339	+	1
73196	GA	12	16	169.59300000000002	12	16966967	12	322771	18876109	51	W	13	1	18553339	+	1
104	GA	12	16	169.59300000000002	12	16966350	12	322771	18876109	51	W	13	1	18553339	+	1
40026	GA	12	16	168.863	12	16950061	12	322771	18876109	51	W	13	1	18553339	+	1
72338	GA	12	16	168.133	12	16935277	12	322771	18876109	51	W	13	1	18553339	+	1
53088	GA	12	16	168.133	12	16762689	12	322771	18876109	51	W	13	1	18553339	+	1
7771	GA	12	16	167.40300000000002	12	16758725	12	322771	18876109	51	W	13	1	18553339	+	1
647	GA	12	16	165.93200000000002	12	16753414	12	322771	18876109	51	W	13	1	18553339	+	1
647	GA	12	16	165.93200000000002	12	16753408	12	322771	18876109	51	W	13	1	18553339	+	1
27186	GA	12	16	165.93200000000002	12	16775078	12	322771	18876109	51	W	13	1	18553339	+	1
27186	GA	12	16	165.93200000000002	12	16775081	12	322771	18876109	51	W	13	1	18553339	+	1
647	GA	12	16	165.93200000000002	12	16753424	12	322771	18876109	51	W	13	1	18553339	+	1
43787	GA	12	16	165.93200000000002	12	16797176	12	322771	18876109	51	W	13	1	18553339	+	1
107699	GA	12	16	165.203	12	16712598	12	322771	18876109	51	W	13	1	18553339	+	1
7483	GA	12	16	164.473	12	16632831	12	322771	18876109	51	W	13	1	18553339	+	1
87465	GA	12	16	164.473	12	16693486	12	322771	18876109	51	W	13	1	18553339	+	1
24225	GA	12	16	164.473	12	16707319	12	322771	18876109	51	W	13	1	18553339	+	1
4346	GA	12	16	163.743	12	16597527	12	322771	18876109	51	W	13	1	18553339	+	1
4346	GA	12	16	163.743	12	16597535	12	322771	18876109	51	W	13	1	18553339	+	1
14536	GA	12	16	163.743	12	16590509	12	322771	18876109	51	W	13	1	18553339	+	1
8576	GA	12	16	163.743	12	16608434	12	322771	18876109	51	W	13	1	18553339	+	1
18912	GA	12	16	163.743	12	16553970	12	322771	18876109	51	W	13	1	18553339	+	1
54336	GA	12	16	163.013	12	15835602	12	322771	18876109	51	W	13	1	18553339	+	1
62221	GA	12	16	163.013	12	16503431	12	322771	18876109	51	W	13	1	18553339	+	1
62221	GA	12	16	163.013	12	16503462	12	322771	18876109	51	W	13	1	18553339	+	1
115465	GA	12	16	163.013	12	16463466	12	322771	18876109	51	W	13	1	18553339	+	1
4094	GA	12	16	163.013	12	16478878	12	322771	18876109	51	W	13	1	18553339	+	1
87312	GA	12	16	162.28300000000002	12	16297869	12	322771	18876109	51	W	13	1	18553339	+	1
17251	GA	12	16	162.28300000000002	12	16283361	12	322771	18876109	51	W	13	1	18553339	+	1
5391	GA	12	16	162.28300000000002	12	16421694	12	322771	18876109	51	W	13	1	18553339	+	1
5391	GA	12	16	162.28300000000002	12	16421729	12	322771	18876109	51	W	13	1	18553339	+	1
17251	GA	12	16	162.28300000000002	12	16283369	12	322771	18876109	51	W	13	1	18553339	+	1
11161	GA	12	16	162.28300000000002	12	16302253	12	322771	18876109	51	W	13	1	18553339	+	1
78252	GA	12	16	162.28300000000002	12	16316833	12	322771	18876109	51	W	13	1	18553339	+	1
87312	GA	12	16	162.28300000000002	12	16297852	12	322771	18876109	51	W	13	1	18553339	+	1
30093	GA	12	16	161.553	12	16719909	12	322771	18876109	51	W	13	1	18553339	+	1
103021	GA	12	16	159.33	12	16198001	12	322771	18876109	51	W	13	1	18553339	+	1
103021	GA	12	16	159.33	12	16197959	12	322771	18876109	51	W	13	1	18553339	+	1
108341	GA	12	16	158.60000000000002	12	16160087	12	322771	18876109	51	W	13	1	18553339	+	1
21724	GA	12	16	158.60000000000002	12	16136253	12	322771	18876109	51	W	13	1	18553339	+	1
5841	GA	12	16	158.60000000000002	12	16148014	12	322771	18876109	51	W	13	1	18553339	+	1
40353	GA	12	16	157.87	12	16032149	12	322771	18876109	51	W	13	1	18553339	+	1
33785	GA	12	16	157.87	12	16044645	12	322771	18876109	51	W	13	1	18553339	+	1
56905	GA	12	16	157.87	12	16064271	12	322771	18876109	51	W	13	1	18553339	+	1
71665	GA	12	16	157.87	12	16120103	12	322771	18876109	51	W	13	1	18553339	+	1
32389	GA	12	16	157.87	12	16017706	12	322771	18876109	51	W	13	1	18553339	+	1
96125	GA	12	16	157.87	12	16045896	12	322771	18876109	51	W	13	1	18553339	+	1
13031	GA	12	16	157.87	12	16110465	12	322771	18876109	51	W	13	1	18553339	+	1
86229	GA	12	16	157.87	12	16068111	12	322771	18876109	51	W	13	1	18553339	+	1
11581	GA	12	16	157.14000000000001	12	15938811	12	322771	18876109	51	W	13	1	18553339	+	1
35129	GA	12	16	157.14000000000001	12	15993874	12	322771	18876109	51	W	13	1	18553339	+	1
35129	GA	12	16	157.14000000000001	12	15993875	12	322771	18876109	51	W	13	1	18553339	+	1
91894	GA	12	16	157.14000000000001	12	15935515	12	322771	18876109	51	W	13	1	18553339	+	1
86662	GA	12	16	157.14000000000001	12	15939484	12	322771	18876109	51	W	13	1	18553339	+	1
40126	GA	12	16	157.14000000000001	12	15999099	12	322771	18876109	51	W	13	1	18553339	+	1
11964	GA	12	16	157.14000000000001	12	15949183	12	322771	18876109	51	W	13	1	18553339	+	1
11581	GA	12	16	157.14000000000001	12	15938783	12	322771	18876109	51	W	13	1	18553339	+	1
35129	GA	12	16	157.14000000000001	12	15993856	12	322771	18876109	51	W	13	1	18553339	+	1
5015	GA	12	16	157.14000000000001	12	15992567	12	322771	18876109	51	W	13	1	18553339	+	1
100434	GA	12	16	156.41	12	15926960	12	322771	18876109	51	W	13	1	18553339	+	1
81000	GA	12	16	156.41	12	15932791	12	322771	18876109	51	W	13	1	18553339	+	1
54530	GA	12	16	155.681	12	15899682	12	322771	18876109	51	W	13	1	18553339	+	1
54530	GA	12	16	155.681	12	15899656	12	322771	18876109	51	W	13	1	18553339	+	1
44860	GA	12	16	155.681	12	15792926	12	322771	18876109	51	W	13	1	18553339	+	1
10602	GA	12	16	154.95100000000002	12	15687915	12	322771	18876109	51	W	13	1	18553339	+	1
99101	GA	12	16	154.221	12	15577053	12	322771	18876109	51	W	13	1	18553339	+	1
66202	GA	12	16	154.221	12	15620169	12	322771	18876109	51	W	13	1	18553339	+	1
66202	GA	12	16	154.221	12	15620197	12	322771	18876109	51	W	13	1	18553339	+	1
75695	GA	12	16	154.221	12	15622171	12	322771	18876109	51	W	13	1	18553339	+	1
32620	GA	12	16	154.221	12	15676860	12	322771	18876109	51	W	13	1	18553339	+	1
75695	GA	12	16	154.221	12	15622165	12	322771	18876109	51	W	13	1	18553339	+	1
117085	GA	12	16	154.221	12	15640463	12	322771	18876109	51	W	13	1	18553339	+	1
45025	GA	12	16	154.221	12	15591299	12	322771	18876109	51	W	13	1	18553339	+	1
88977	GA	12	16	152.75	12	15383478	12	322771	18876109	51	W	13	1	18553339	+	1
71062	GA	12	16	152.75	12	15378832	12	322771	18876109	51	W	13	1	18553339	+	1
115215	GA	12	16	152.75	12	15428696	12	322771	18876109	51	W	13	1	18553339	+	1
120459	GA	12	16	152.02	12	15402935	12	322771	18876109	51	W	13	1	18553339	+	1
10514	GA	12	16	150.549	12	15220261	12	322771	18876109	51	W	13	1	18553339	+	1
121929	GA	12	16	150.549	12	15186907	12	322771	18876109	51	W	13	1	18553339	+	1
25576	GA	12	16	150.549	12	15220264	12	322771	18876109	51	W	13	1	18553339	+	1
41526	GA	12	16	149.81900000000002	12	15061648	12	322771	18876109	51	W	13	1	18553339	+	1
41526	GA	12	16	149.81900000000002	12	15061619	12	322771	18876109	51	W	13	1	18553339	+	1
2566	GA	12	16	149.81900000000002	12	15101765	12	322771	18876109	51	W	13	1	18553339	+	1
88885	GA	12	16	148.349	12	14998944	12	322771	18876109	51	W	13	1	18553339	+	1
30717	GA	12	16	148.349	12	14969142	12	322771	18876109	51	W	13	1	18553339	+	1
3549	GA	12	16	147.619	12	14948432	12	322771	18876109	51	W	13	1	18553339	+	1
3549	GA	12	16	147.619	12	14948471	12	322771	18876109	51	W	13	1	18553339	+	1
50282	GA	12	16	146.148	12	14880250	12	322771	18876109	51	W	13	1	18553339	+	1
10161	GA	12	16	145.418	12	14847416	12	322771	18876109	51	W	13	1	18553339	+	1
52448	GA	12	16	144.688	12	14828548	12	322771	18876109	51	W	13	1	18553339	+	1
115309	GA	12	16	143.958	12	14788993	12	322771	18876109	51	W	13	1	18553339	+	1
115309	GA	12	16	143.958	12	14788990	12	322771	18876109	51	W	13	1	18553339	+	1
103120	GA	12	16	142.488	12	14624894	12	322771	18876109	51	W	13	1	18553339	+	1
39082	GA	12	16	142.488	12	71180	12	61094	72037	23	W	1546	1	10944	+	1
3525	GA	12	16	142.488	12	14687015	12	322771	18876109	51	W	13	1	18553339	+	1
79893	GA	12	16	142.488	12	14685292	12	322771	18876109	51	W	13	1	18553339	+	1
39082	GA	12	16	142.488	12	71148	12	61094	72037	23	W	1546	1	10944	+	1
79893	GA	12	16	142.488	12	14685286	12	322771	18876109	51	W	13	1	18553339	+	1
3525	GA	12	16	142.488	12	14687025	12	322771	18876109	51	W	13	1	18553339	+	1
111849	GA	12	16	142.488	12	14039072	12	322771	18876109	51	W	13	1	18553339	+	1
5732	GA	12	16	142.488	12	14759465	12	322771	18876109	51	W	13	1	18553339	+	1
56632	GA	12	16	142.488	12	14670372	12	322771	18876109	51	W	13	1	18553339	+	1
79893	GA	12	16	142.488	12	14685309	12	322771	18876109	51	W	13	1	18553339	+	1
3525	GA	12	16	142.488	12	14687006	12	322771	18876109	51	W	13	1	18553339	+	1
85933	GA	12	16	141.758	12	14366525	12	322771	18876109	51	W	13	1	18553339	+	1
53679	GA	12	16	141.758	12	14523692	12	322771	18876109	51	W	13	1	18553339	+	1
79565	GA	12	16	141.758	12	14211841	12	322771	18876109	51	W	13	1	18553339	+	1
36162	GA	12	16	141.758	12	14394759	12	322771	18876109	51	W	13	1	18553339	+	1
35358	GA	12	16	141.758	12	14202844	12	322771	18876109	51	W	13	1	18553339	+	1
34108	GA	12	16	141.758	12	14535476	12	322771	18876109	51	W	13	1	18553339	+	1
113859	GA	12	16	141.758	12	14400004	12	322771	18876109	51	W	13	1	18553339	+	1
35358	GA	12	16	141.758	12	14202900	12	322771	18876109	51	W	13	1	18553339	+	1
80503	GA	12	16	141.758	12	14300906	12	322771	18876109	51	W	13	1	18553339	+	1
117074	GA	12	16	141.02800000000002	12	13998119	12	322771	18876109	51	W	13	1	18553339	+	1
32734	GA	12	16	141.02800000000002	12	14027526	12	322771	18876109	51	W	13	1	18553339	+	1
716	GA	12	16	141.02800000000002	12	14010735	12	322771	18876109	51	W	13	1	18553339	+	1
68653	GA	12	16	141.02800000000002	12	14463310	12	322771	18876109	51	W	13	1	18553339	+	1
111849	GA	12	16	141.02800000000002	12	14039047	12	322771	18876109	51	W	13	1	18553339	+	1
69219	GA	12	16	141.02800000000002	12	14054286	12	322771	18876109	51	W	13	1	18553339	+	1
121455	GA	12	16	141.02800000000002	12	14039301	12	322771	18876109	51	W	13	1	18553339	+	1
79026	GA	12	16	141.02800000000002	12	13802116	12	322771	18876109	51	W	13	1	18553339	+	1
68653	GA	12	16	141.02800000000002	12	14463305	12	322771	18876109	51	W	13	1	18553339	+	1
58675	GA	12	16	141.02800000000002	12	13833140	12	322771	18876109	51	W	13	1	18553339	+	1
69219	GA	12	16	141.02800000000002	12	14054265	12	322771	18876109	51	W	13	1	18553339	+	1
34850	GA	12	16	141.02800000000002	12	13850608	12	322771	18876109	51	W	13	1	18553339	+	1
87016	GA	12	16	140.298	12	13801798	12	322771	18876109	51	W	13	1	18553339	+	1
96335	GA	12	16	140.298	12	13754639	12	322771	18876109	51	W	13	1	18553339	+	1
86454	GA	12	16	139.568	12	13504260	12	322771	18876109	51	W	13	1	18553339	+	1
101863	GA	12	16	139.568	12	13394184	12	322771	18876109	51	W	13	1	18553339	+	1
9965	GA	12	16	139.568	12	13653302	12	322771	18876109	51	W	13	1	18553339	+	1
85287	GA	12	16	139.568	12	13691245	12	322771	18876109	51	W	13	1	18553339	+	1
79238	GA	12	16	139.568	12	13430283	12	322771	18876109	51	W	13	1	18553339	+	1
55383	GA	12	16	139.568	12	13464137	12	322771	18876109	51	W	13	1	18553339	+	1
66414	GA	12	16	139.568	12	13575671	12	322771	18876109	51	W	13	1	18553339	+	1
85287	GA	12	16	139.568	12	13691246	12	322771	18876109	51	W	13	1	18553339	+	1
86454	GA	12	16	139.568	12	13504271	12	322771	18876109	51	W	13	1	18553339	+	1
86454	GA	12	16	139.568	12	13504259	12	322771	18876109	51	W	13	1	18553339	+	1
62865	GA	12	16	139.568	12	13687341	12	322771	18876109	51	W	13	1	18553339	+	1
2040	GA	12	16	138.097	12	12954502	12	322771	18876109	51	W	13	1	18553339	+	1
24411	GA	12	16	138.097	12	13304491	12	322771	18876109	51	W	13	1	18553339	+	1
79643	GA	12	16	138.097	12	13163552	12	322771	18876109	51	W	13	1	18553339	+	1
44719	GA	12	16	138.097	12	13158087	12	322771	18876109	51	W	13	1	18553339	+	1
783	GA	12	16	138.097	12	13273881	12	322771	18876109	51	W	13	1	18553339	+	1
61103	GA	12	16	138.097	12	13208647	12	322771	18876109	51	W	13	1	18553339	+	1
24411	GA	12	16	138.097	12	13304509	12	322771	18876109	51	W	13	1	18553339	+	1
113824	GA	12	16	138.097	12	12916874	12	322771	18876109	51	W	13	1	18553339	+	1
73741	GA	12	16	138.097	12	12957507	12	322771	18876109	51	W	13	1	18553339	+	1
79643	GA	12	16	138.097	12	13163500	12	322771	18876109	51	W	13	1	18553339	+	1
13867	GA	12	16	137.36700000000002	12	13120728	12	322771	18876109	51	W	13	1	18553339	+	1
61103	GA	12	16	137.36700000000002	12	13208655	12	322771	18876109	51	W	13	1	18553339	+	1
113824	GA	12	16	137.36700000000002	12	12916893	12	322771	18876109	51	W	13	1	18553339	+	1
13867	GA	12	16	137.36700000000002	12	13120748	12	322771	18876109	51	W	13	1	18553339	+	1
106339	GA	12	16	137.36700000000002	12	13043092	12	322771	18876109	51	W	13	1	18553339	+	1
24048	GA	12	16	137.36700000000002	12	12911286	12	322771	18876109	51	W	13	1	18553339	+	1
102425	GA	12	16	137.36700000000002	12	13117111	12	322771	18876109	51	W	13	1	18553339	+	1
27322	GA	12	16	137.36700000000002	12	12946134	12	322771	18876109	51	W	13	1	18553339	+	1
79871	GA	12	16	137.36700000000002	12	12946577	12	322771	18876109	51	W	13	1	18553339	+	1
34358	GA	12	16	137.36700000000002	12	12953699	12	322771	18876109	51	W	13	1	18553339	+	1
79871	GA	12	16	137.36700000000002	12	12946545	12	322771	18876109	51	W	13	1	18553339	+	1
34358	GA	12	16	137.36700000000002	12	12953739	12	322771	18876109	51	W	13	1	18553339	+	1
77383	GA	12	16	137.36700000000002	12	12954013	12	322771	18876109	51	W	13	1	18553339	+	1
102425	GA	12	16	137.36700000000002	12	13117099	12	322771	18876109	51	W	13	1	18553339	+	1
34358	GA	12	16	137.36700000000002	12	12953686	12	322771	18876109	51	W	13	1	18553339	+	1
33932	GA	12	16	137.36700000000002	12	12866335	12	322771	18876109	51	W	13	1	18553339	+	1
110456	GA	12	16	136.637	12	12720146	12	322771	18876109	51	W	13	1	18553339	+	1
99298	GA	12	16	136.637	12	12544966	12	322771	18876109	51	W	13	1	18553339	+	1
97611	GA	12	16	136.637	12	12534540	12	322771	18876109	51	W	13	1	18553339	+	1
3279	GA	12	16	136.637	12	12647146	12	322771	18876109	51	W	13	1	18553339	+	1
122038	GA	12	16	136.637	12	12728442	12	322771	18876109	51	W	13	1	18553339	+	1
74219	GA	12	16	135.907	12	12434301	12	322771	18876109	51	W	13	1	18553339	+	1
103371	GA	12	16	135.17700000000002	12	12305491	12	322771	18876109	51	W	13	1	18553339	+	1
45402	GA	12	16	135.17700000000002	12	12348479	12	322771	18876109	51	W	13	1	18553339	+	1
34566	GA	12	16	133.707	12	12108697	12	322771	18876109	51	W	13	1	18553339	+	1
34566	GA	12	16	133.707	12	12108695	12	322771	18876109	51	W	13	1	18553339	+	1
28873	GA	12	16	133.707	12	12243381	12	322771	18876109	51	W	13	1	18553339	+	1
39722	GA	12	16	133.707	12	12389416	12	322771	18876109	51	W	13	1	18553339	+	1
34566	GA	12	16	133.707	12	12108715	12	322771	18876109	51	W	13	1	18553339	+	1
34566	GA	12	16	133.707	12	12108672	12	322771	18876109	51	W	13	1	18553339	+	1
2997	GA	12	16	132.977	12	12088217	12	322771	18876109	51	W	13	1	18553339	+	1
107448	GA	12	16	132.977	12	11784221	12	322771	18876109	51	W	13	1	18553339	+	1
36201	GA	12	16	132.977	12	12092835	12	322771	18876109	51	W	13	1	18553339	+	1
38282	GA	12	16	132.977	12	11986033	12	322771	18876109	51	W	13	1	18553339	+	1
36201	GA	12	16	132.977	12	12092888	12	322771	18876109	51	W	13	1	18553339	+	1
2997	GA	12	16	132.977	12	12088209	12	322771	18876109	51	W	13	1	18553339	+	1
2997	GA	12	16	132.977	12	12088189	12	322771	18876109	51	W	13	1	18553339	+	1
5333	GA	12	16	132.247	12	11986386	12	322771	18876109	51	W	13	1	18553339	+	1
76669	GA	12	16	132.247	12	11975025	12	322771	18876109	51	W	13	1	18553339	+	1
38282	GA	12	16	132.247	12	11986016	12	322771	18876109	51	W	13	1	18553339	+	1
107448	GA	12	16	132.247	12	11784175	12	322771	18876109	51	W	13	1	18553339	+	1
35216	GA	12	16	132.247	12	11847460	12	322771	18876109	51	W	13	1	18553339	+	1
63242	GA	12	16	132.247	12	11694259	12	322771	18876109	51	W	13	1	18553339	+	1
12696	GA	12	16	132.247	12	11667307	12	322771	18876109	51	W	13	1	18553339	+	1
2440	GA	12	16	132.247	12	11739407	12	322771	18876109	51	W	13	1	18553339	+	1
79989	GA	12	16	132.247	12	11832454	12	322771	18876109	51	W	13	1	18553339	+	1
39736	GA	12	16	132.247	12	11945026	12	322771	18876109	51	W	13	1	18553339	+	1
196	GA	12	16	132.247	12	11831341	12	322771	18876109	51	W	13	1	18553339	+	1
45084	GA	12	16	132.247	12	11721065	12	322771	18876109	51	W	13	1	18553339	+	1
12696	GA	12	16	132.247	12	11667308	12	322771	18876109	51	W	13	1	18553339	+	1
80646	GA	12	16	132.247	12	11696055	12	322771	18876109	51	W	13	1	18553339	+	1
117109	GA	12	16	132.247	12	11792952	12	322771	18876109	51	W	13	1	18553339	+	1
108781	GA	12	16	132.247	12	11881182	12	322771	18876109	51	W	13	1	18553339	+	1
2440	GA	12	16	132.247	12	11739439	12	322771	18876109	51	W	13	1	18553339	+	1
2440	GA	12	16	132.247	12	11739433	12	322771	18876109	51	W	13	1	18553339	+	1
5333	GA	12	16	132.247	12	11986387	12	322771	18876109	51	W	13	1	18553339	+	1
64720	GA	12	16	132.247	12	11701542	12	322771	18876109	51	W	13	1	18553339	+	1
5245	GA	12	16	130.776	12	11547565	12	322771	18876109	51	W	13	1	18553339	+	1
5245	GA	12	16	130.776	12	11547563	12	322771	18876109	51	W	13	1	18553339	+	1
63719	GA	12	16	130.046	12	11502825	12	322771	18876109	51	W	13	1	18553339	+	1
43000	GA	12	16	130.046	12	11456463	12	322771	18876109	51	W	13	1	18553339	+	1
2772	GA	12	16	129.316	12	11404238	12	322771	18876109	51	W	13	1	18553339	+	1
2772	GA	12	16	129.316	12	11404210	12	322771	18876109	51	W	13	1	18553339	+	1
119477	GA	12	16	129.316	12	11374573	12	322771	18876109	51	W	13	1	18553339	+	1
103428	GA	12	16	128.586	12	11287217	12	322771	18876109	51	W	13	1	18553339	+	1
37549	GA	12	16	128.586	12	11259876	12	322771	18876109	51	W	13	1	18553339	+	1
5135	GA	12	16	128.586	12	11266472	12	322771	18876109	51	W	13	1	18553339	+	1
77713	GA	12	16	128.586	12	11266111	12	322771	18876109	51	W	13	1	18553339	+	1
88706	GA	12	16	128.586	12	11257567	12	322771	18876109	51	W	13	1	18553339	+	1
59655	GA	12	16	127.85600000000001	12	11179023	12	322771	18876109	51	W	13	1	18553339	+	1
49735	GA	12	16	127.85600000000001	12	11236417	12	322771	18876109	51	W	13	1	18553339	+	1
49735	GA	12	16	127.85600000000001	12	11236385	12	322771	18876109	51	W	13	1	18553339	+	1
20381	GA	12	16	127.126	12	11166097	12	322771	18876109	51	W	13	1	18553339	+	1
113305	GA	12	16	126.396	12	11329491	12	322771	18876109	51	W	13	1	18553339	+	1
806	GA	12	16	125.66600000000001	12	11093737	12	322771	18876109	51	W	13	1	18553339	+	1
100079	GA	12	16	125.66600000000001	12	11121498	12	322771	18876109	51	W	13	1	18553339	+	1
95256	GA	12	16	124.93700000000001	12	11103144	12	322771	18876109	51	W	13	1	18553339	+	1
107014	GA	12	16	124.93700000000001	12	11022338	12	322771	18876109	51	W	13	1	18553339	+	1
95256	GA	12	16	124.20700000000001	12	11103111	12	322771	18876109	51	W	13	1	18553339	+	1
117403	GA	12	16	123.477	12	10929337	12	322771	18876109	51	W	13	1	18553339	+	1
64	GA	12	16	123.477	12	10873277	12	322771	18876109	51	W	13	1	18553339	+	1
106521	GA	12	16	123.477	12	11003810	12	322771	18876109	51	W	13	1	18553339	+	1
16747	GA	12	16	123.477	12	10991541	12	322771	18876109	51	W	13	1	18553339	+	1
106521	GA	12	16	123.477	12	11003799	12	322771	18876109	51	W	13	1	18553339	+	1
64	GA	12	16	123.477	12	10873280	12	322771	18876109	51	W	13	1	18553339	+	1
41441	GA	12	16	122.747	12	10735425	12	322771	18876109	51	W	13	1	18553339	+	1
78349	GA	12	16	122.747	12	10700578	12	322771	18876109	51	W	13	1	18553339	+	1
41441	GA	12	16	122.747	12	10735438	12	322771	18876109	51	W	13	1	18553339	+	1
116621	GA	12	16	122.01700000000001	12	10577834	12	322771	18876109	51	W	13	1	18553339	+	1
2372	GA	12	16	122.01700000000001	12	10664724	12	322771	18876109	51	W	13	1	18553339	+	1
3162	GA	12	16	122.01700000000001	12	10573533	12	322771	18876109	51	W	13	1	18553339	+	1
113598	GA	12	16	121.287	12	10481066	12	322771	18876109	51	W	13	1	18553339	+	1
106030	GA	12	16	121.287	12	10561034	12	322771	18876109	51	W	13	1	18553339	+	1
97033	GA	12	16	121.287	12	10565377	12	322771	18876109	51	W	13	1	18553339	+	1
97033	GA	12	16	121.287	12	10565378	12	322771	18876109	51	W	13	1	18553339	+	1
60341	GA	12	16	121.287	12	10518645	12	322771	18876109	51	W	13	1	18553339	+	1
97033	GA	12	16	121.287	12	10565362	12	322771	18876109	51	W	13	1	18553339	+	1
37809	GA	12	16	120.557	12	10434370	12	322771	18876109	51	W	13	1	18553339	+	1
87442	GA	12	16	120.557	12	10471969	12	322771	18876109	51	W	13	1	18553339	+	1
113308	GA	12	16	120.557	12	10465885	12	322771	18876109	51	W	13	1	18553339	+	1
4299	GA	12	16	120.557	12	10469164	12	322771	18876109	51	W	13	1	18553339	+	1
79848	GA	12	16	119.827	12	10364541	12	322771	18876109	51	W	13	1	18553339	+	1
21331	GA	12	16	119.09700000000001	12	10329955	12	322771	18876109	51	W	13	1	18553339	+	1
4723	GA	12	16	119.09700000000001	12	10231872	12	322771	18876109	51	W	13	1	18553339	+	1
45319	GA	12	16	119.09700000000001	12	10334015	12	322771	18876109	51	W	13	1	18553339	+	1
54334	GA	12	16	118.367	12	10228811	12	322771	18876109	51	W	13	1	18553339	+	1
69446	GA	12	16	118.367	12	10222952	12	322771	18876109	51	W	13	1	18553339	+	1
4723	GA	12	16	118.367	12	10231845	12	322771	18876109	51	W	13	1	18553339	+	1
4723	GA	12	16	118.367	12	10231855	12	322771	18876109	51	W	13	1	18553339	+	1
79937	GA	12	16	118.367	12	10110180	12	322771	18876109	51	W	13	1	18553339	+	1
786	GA	12	16	118.367	12	10272459	12	322771	18876109	51	W	13	1	18553339	+	1
122039	GA	12	16	118.367	12	10214995	12	322771	18876109	51	W	13	1	18553339	+	1
79022	GA	12	16	118.367	12	10333123	12	322771	18876109	51	W	13	1	18553339	+	1
32717	GA	12	16	118.367	12	10231818	12	322771	18876109	51	W	13	1	18553339	+	1
786	GA	12	16	118.367	12	10272456	12	322771	18876109	51	W	13	1	18553339	+	1
32717	GA	12	16	118.367	12	10231858	12	322771	18876109	51	W	13	1	18553339	+	1
78920	GA	12	16	118.367	12	10177648	12	322771	18876109	51	W	13	1	18553339	+	1
40502	GA	12	16	118.367	12	10228169	12	322771	18876109	51	W	13	1	18553339	+	1
32141	GA	12	16	118.367	12	10219650	12	322771	18876109	51	W	13	1	18553339	+	1
786	GA	12	16	118.367	12	10272470	12	322771	18876109	51	W	13	1	18553339	+	1
76678	GA	12	16	117.637	12	10108484	12	322771	18876109	51	W	13	1	18553339	+	1
450	GA	12	16	117.637	12	10063392	12	322771	18876109	51	W	13	1	18553339	+	1
121282	GA	12	16	117.637	12	10182738	12	322771	18876109	51	W	13	1	18553339	+	1
116219	GA	12	16	117.637	12	10210401	12	322771	18876109	51	W	13	1	18553339	+	1
76678	GA	12	16	117.637	12	10108472	12	322771	18876109	51	W	13	1	18553339	+	1
19158	GA	12	16	117.637	12	10160722	12	322771	18876109	51	W	13	1	18553339	+	1
36283	GA	12	16	117.637	12	10079963	12	322771	18876109	51	W	13	1	18553339	+	1
36283	GA	12	16	117.637	12	10079962	12	322771	18876109	51	W	13	1	18553339	+	1
450	GA	12	16	117.637	12	10063343	12	322771	18876109	51	W	13	1	18553339	+	1
43018	GA	12	16	116.90700000000001	12	10036534	12	322771	18876109	51	W	13	1	18553339	+	1
77900	GA	12	16	116.90700000000001	12	10013257	12	322771	18876109	51	W	13	1	18553339	+	1
