LG	ogchr	ogphys	lgchr	pos
LG03	3	15438049	3	60.912
LG03	3	15439070	3	60.912
LG03	3	15439070	3	60.912
LG03	3	15459504	3	60.182
LG03	3	15494309	3	60.182
LG03	3	15494309	3	60.182
LG03	3	15494309	3	60.182
LG03	3	15503330	3	60.182
LG03	3	15503330	3	60.182
LG03	3	15503330	3	60.182
LG03	3	15503330	3	60.182
LG03	3	15544526	3	59.452
LG03	3	15638579	3	57.992
LG03	3	15638579	3	58.722
LG03	3	15641749	3	59.452
LG03	3	15651277	3	58.722
LG03	3	15651277	3	58.722
LG03	3	15695751	3	57.992
LG03	3	15711507	3	57.262
LG03	3	15715796	3	57.262
LG03	3	15722256	3	55.791
LG03	3	15724806	3	55.061
LG03	3	15734956	3	55.061
LG03	3	15734956	3	55.061
LG03	3	15745228	3	55.061
LG03	3	15776777	3	55.061
LG03	3	15806967	3	55.061
LG03	3	15806967	3	55.061
LG03	3	15806967	3	55.061
LG03	3	15806967	3	55.061
LG03	3	15815723	3	55.061
LG03	3	15833162	3	55.061
LG03	3	15833162	3	55.061
LG03	3	15840495	3	55.061
LG03	3	15904874	3	54.331
LG03	3	15912961	3	53.602
LG03	3	15912961	3	53.602
LG03	3	15925534	3	52.872
LG03	3	15933719	3	52.872
LG03	3	15939733	3	52.872
LG03	3	15946532	3	52.872
LG03	3	15946532	3	52.872
LG03	3	15954314	3	52.142
LG03	3	15994904	3	52.142
LG03	3	15994904	3	52.142
LG03	3	16058545	3	51.412
LG03	3	16058545	3	51.412
LG03	3	16058545	3	51.412
LG03	3	16077945	3	50.682
LG03	3	16077945	3	50.682
LG03	3	16129818	3	50.682
LG03	3	16292341	3	49.211
LG03	3	16292341	3	49.211
LG03	3	16414404	3	48.481
LG03	3	16420146	3	48.481
LG03	3	16420146	3	48.481
LG03	3	16433613	3	48.481
LG03	3	16473196	3	47.01
LG03	3	16476541	3	47.01
LG03	3	16476541	3	47.01
LG03	3	16501402	3	47.01
LG03	3	16542670	3	47.01
LG03	3	16555694	3	47.01
LG03	3	16557939	3	47.01
LG03	3	16570208	3	46.28
LG03	3	16593734	3	46.28
LG03	3	16605013	3	46.28
LG03	3	16640535	3	44.81
LG03	3	16640535	3	44.81
LG03	3	16772856	3	44.08
LG03	3	16789474	3	44.08
LG03	3	16790494	3	44.08
LG03	3	16817564	3	44.08
LG03	3	16833587	3	44.08
LG03	3	16833587	3	44.08
LG03	3	16833587	3	44.08
LG03	3	16869532	3	43.35
LG03	3	16869532	3	43.35
LG03	3	16876464	3	43.35
LG03	3	16876464	3	43.35
LG03	3	16878279	3	43.35
LG03	3	16878279	3	43.35
LG03	3	16878279	3	43.35
LG03	3	16878279	3	43.35
LG03	3	16946539	3	42.62
LG03	3	16946539	3	42.62
LG03	3	16946539	3	42.62
LG03	3	16975545	3	42.62
LG03	3	16991166	3	42.62
LG03	3	17001882	3	41.89
LG03	3	17011493	3	42.62
LG03	3	17011496	3	41.89
LG03	3	17011496	3	42.62
LG03	3	17072626	3	41.16
LG03	3	17084040	3	40.43
LG03	3	17094384	3	40.43
LG03	3	17094384	3	40.43
LG03	3	17110208	3	40.43
LG03	3	17120290	3	39.7
LG03	3	17125339	3	39.7
LG03	3	17135696	3	39.7
LG03	3	17175798	3	38.97
LG03	3	17213117	3	38.97
LG03	3	17213644	3	38.97
LG03	3	17238444	3	38.97
LG03	3	17238444	3	38.97
LG03	3	17240861	3	38.97
LG03	3	17242145	3	38.97
LG03	3	17287552	3	38.97
LG03	3	17313909	3	38.97
LG03	3	17313909	3	38.97
LG03	3	17344011	3	38.97
LG03	3	17369442	3	38.97
LG03	3	17371761	3	38.97
LG03	3	17373105	3	38.97
LG03	3	17373108	3	38.97
LG03	3	17432098	3	38.97
LG03	3	17465219	3	38.97
LG03	3	17554735	3	37.5
LG03	3	17562900	3	37.5
LG03	3	17563339	3	37.5
LG03	3	17563339	3	37.5
LG03	3	17563339	3	37.5
LG03	3	17564834	3	37.5
LG03	3	17591954	3	37.5
LG03	3	17592204	3	37.5
LG03	3	17628238	3	37.5
LG03	3	17691827	3	36.04
LG03	3	17699892	3	35.31
LG03	3	17713890	3	34.58
LG03	3	17713890	3	34.58
LG03	3	17740028	3	34.58
LG03	3	17740734	3	34.58
LG03	3	17753992	3	34.58
LG03	3	17754212	3	34.58
LG03	3	17755420	3	34.58
LG03	3	17770644	3	34.58
LG03	3	17770644	3	34.58
LG03	3	17799879	3	33.85
LG03	3	17799879	3	34.58
LG03	3	17799879	3	34.58
LG03	3	17799879	3	34.58
LG03	3	17799879	3	34.58
LG03	3	17810716	3	34.58
LG03	3	17810716	3	34.58
LG03	3	17810716	3	34.58
LG03	3	17810716	3	34.58
LG03	3	17816604	3	34.58
LG03	3	17816604	3	34.58
LG03	3	17817455	3	34.58
LG03	3	17826347	3	34.58
LG03	3	17830319	3	34.58
LG03	3	17838205	3	34.58
LG03	3	17838205	3	34.58
LG03	3	17950353	3	33.85
LG03	3	17950592	3	33.85
LG03	3	17958635	3	33.85
LG03	3	17958635	3	33.85
LG03	3	17958635	3	33.85
LG03	3	17959109	3	33.85
LG03	3	17959109	3	33.85
LG03	3	17972914	3	33.85
LG03	3	17982290	3	33.85
LG03	3	18029361	3	33.85
LG03	3	18085313	3	33.12
LG03	3	18095052	3	33.12
LG03	3	18123931	3	33.12
LG03	3	18124369	3	33.12
LG03	3	18133386	3	33.12
LG03	3	18133386	3	33.12
LG03	3	18135651	3	33.12
LG03	3	18181704	3	32.39
LG03	3	18186312	3	31.66
LG03	3	18186312	3	32.39
LG03	3	18230136	3	32.39
LG03	3	18233316	3	32.39
LG03	3	18233628	3	32.39
LG03	3	18233628	3	32.39
LG03	3	18257135	3	32.39
LG03	3	18260955	3	31.66
LG03	3	18287838	3	32.39
LG03	3	18301306	3	31.66
LG03	3	18301306	3	32.39
LG03	3	18350450	3	31.66
LG03	3	18350450	3	31.66
LG03	3	18350450	3	31.66
LG03	3	18358771	3	32.39
LG03	3	18383545	3	33.12
LG03	3	18383545	3	33.12
LG03	3	18383545	3	33.12
LG03	3	18388299	3	33.12
LG03	3	18479147	3	29.459
LG03	3	18479147	3	29.459
LG03	3	18479147	3	29.459
LG03	3	18479147	3	29.459
LG03	3	18481661	3	29.459
LG03	3	18481661	3	29.459
LG03	3	18482612	3	29.459
LG03	3	18497413	3	29.459
LG03	3	18498249	3	28.729
LG03	3	18500408	3	29.459
LG03	3	18500783	3	29.459
LG03	3	18547088	3	29.459
LG03	3	18572575	3	28.729
LG03	3	18572575	3	28.729
LG03	3	18572575	3	28.729
LG03	3	18601250	3	28.729
LG03	3	18613374	3	28.729
LG03	3	18613374	3	28.729
LG03	3	18613374	3	28.729
LG03	3	18617565	3	28.729
LG03	3	18699813	3	27.259
LG03	3	18699813	3	27.259
LG03	3	18699813	3	27.259
LG03	3	18741777	3	25.799
LG03	3	18768716	3	28.729
LG03	3	18845268	3	25.799
LG03	3	18845268	3	26.529
LG03	3	18879628	3	25.799
LG03	3	18879628	3	25.799
LG03	3	18894723	3	25.069
LG03	3	18894723	3	25.069
LG03	3	18894723	3	25.069
LG03	3	18906074	3	25.069
LG03	3	18922433	3	25.069
LG03	3	19036531	3	23.598
LG03	3	19107439	3	23.598
LG03	3	19107439	3	23.598
LG03	3	19107439	3	23.598
LG03	3	19195916	3	22.128
LG03	3	19203743	3	22.128
LG03	3	19203743	3	22.128
LG03	3	19203743	3	22.128
LG03	3	19203746	3	22.128
LG03	3	19203746	3	22.128
LG03	3	19203746	3	22.128
LG03	3	19210313	3	22.128
LG03	3	19225145	3	22.128
LG03	3	19225849	3	22.128
LG03	3	19253571	3	22.128
LG03	3	19268309	3	22.128
LG03	3	19273633	3	22.128
LG03	3	19313486	3	21.398
LG03	3	19333922	3	21.398
LG03	3	19342098	3	21.398
LG03	3	19342098	3	21.398
LG03	3	19344853	3	21.398
LG03	3	19384297	3	20.668
LG03	3	19384297	3	20.668
LG03	3	19384297	3	20.668
LG03	3	19389937	3	20.668
LG03	3	19412339	3	20.668
LG03	3	19429474	3	20.668
LG03	3	19429474	3	21.398
LG03	3	19555822	3	19.197
LG03	3	19555822	3	19.197
LG03	3	19557553	3	19.197
LG03	3	19580299	3	19.197
LG03	3	19808082	3	17.726
LG03	3	19962860	3	16.256
LG03	3	19971721	3	16.256
LG03	3	19971721	3	16.256
LG03	3	19971721	3	16.256
LG03	3	19971724	3	16.256
LG03	3	20057581	3	16.256
LG03	3	20057584	3	16.256
LG03	3	20206166	3	15.526
LG03	3	20235850	3	15.526
LG03	3	20235850	3	15.526
LG03	3	20349604	3	14.055
LG03	3	20628515	3	11.832
LG03	3	20628515	3	11.832
LG03	3	20920690	3	9.61
LG03	3	20920690	3	9.61
LG03	3	20920690	3	9.61
LG03	3	20920852	3	9.61
LG03	3	20920852	3	9.61
LG03	3	20921891	3	9.61
LG03	3	21712261	3	6.657
LG03	3	22009442	3	2.201
LG04	3	22140962	10	142.009
LG04	3	22144915	10	143.479
LG04	3	22144915	10	143.479
LG03	3	22271221	3	2.201
LG03	3	22332735	3	2.201
LG03	3	22332735	3	2.201
LG03	3	22332735	3	2.201
LG03	3	23022230	3	2.201
LG03	3	23022230	3	2.201
LG05	4	35081	4	161.639
LG05	4	35081	4	161.639
LG05	4	75852	4	158.686
LG05	4	75852	4	159.416
LG05	4	75852	4	159.416
LG05	4	95758	4	159.416
LG05	4	672007	4	163.84
LG11	4	736402	14	126.906
LG07	4	828677	6	15.55
LG05	4	892053	4	154.296
LG05	4	900771	4	154.296
LG05	4	900771	4	155.026
LG05	4	995431	4	156.497
LG05	4	1007678	4	156.497
LG05	4	1024401	4	157.227
LG05	4	1098532	4	156.497
LG05	4	1098532	4	156.497
LG05	4	1111427	4	156.497
LG05	4	1119437	4	156.497
LG05	4	1119437	4	157.227
LG05	4	1119437	4	157.227
LG05	4	1212680	4	156.497
LG05	4	1214160	4	157.227
LG05	4	1215330	4	157.227
LG05	4	1215330	4	157.227
LG05	4	1230543	4	156.497
LG05	4	1230543	4	156.497
LG05	4	1231875	4	156.497
LG05	4	1231875	4	156.497
LG05	4	1282232	4	156.497
LG05	4	1282232	4	156.497
LG05	4	1317113	4	156.497
LG05	4	1367940	4	156.497
LG05	4	1367940	4	156.497
LG05	4	1369974	4	156.497
LG05	4	1383203	4	157.227
LG05	4	1383203	4	157.227
LG05	4	1383203	4	157.227
LG05	4	1450951	4	157.956
LG05	4	1450951	4	157.956
LG05	4	1618272	4	153.566
LG05	4	1618272	4	153.566
LG05	4	1785814	4	153.566
LG05	4	1785814	4	153.566
LG05	4	1785814	4	153.566
LG05	4	1785814	4	153.566
LG05	4	1871427	4	153.566
LG05	4	1871427	4	153.566
LG05	4	1871430	4	153.566
LG05	4	1872958	4	153.566
LG05	4	1954580	4	153.566
LG05	4	1997521	4	154.296
LG05	4	2190013	4	152.836
LG05	4	2206068	4	152.836
LG05	4	2206068	4	152.836
LG05	4	2250124	4	152.836
LG05	4	2250124	4	152.836
LG05	4	2250124	4	152.836
LG20	4	2278457	16	14
LG20	4	2278457	16	14
LG20	4	2278457	16	14.73
LG05	4	2336651	4	152.836
LG05	4	2336651	4	152.836
LG05	4	2404679	4	152.836
LG05	4	2404679	4	152.836
LG05	4	2404679	4	152.836
LG05	4	2448693	4	152.836
LG05	4	2448693	4	152.836
LG05	4	2519484	4	152.106
LG05	4	2529195	4	152.106
LG05	4	2529195	4	152.106
LG05	4	2529195	4	152.106
LG05	4	2540862	4	152.106
LG05	4	2540862	4	152.106
LG05	4	2581461	4	151.376
LG05	4	2581461	4	151.376
LG05	4	2581461	4	151.376
LG05	4	2736646	4	150.646
LG05	4	2736646	4	150.646
LG05	4	2751933	4	149.916
LG05	4	2751933	4	149.916
LG05	4	2758502	4	149.916
LG05	4	2764646	4	149.916
LG05	4	2824865	4	150.646
LG05	4	2824865	4	150.646
LG05	4	2827964	4	149.916
LG05	4	2827964	4	149.916
LG05	4	2838447	4	149.916
LG05	4	2873962	4	149.186
LG05	4	2902651	4	148.456
LG05	4	2917426	4	148.456
LG05	4	2917426	4	148.456
LG05	4	3025079	4	148.456
LG05	4	3025079	4	148.456
LG05	4	3051517	4	148.456
LG05	4	3054871	4	148.456
LG05	4	3054871	4	148.456
LG05	4	3063513	4	148.456
LG05	4	3067172	4	148.456
LG05	4	3067172	4	148.456
LG05	4	3094033	4	148.456
LG05	4	3142443	4	146.256
LG05	4	3189589	4	145.526
LG05	4	3189589	4	145.526
LG05	4	3208386	4	145.526
LG05	4	3242576	4	144.796
LG05	4	3242576	4	144.796
LG05	4	3275586	4	144.066
LG05	4	3309899	4	144.796
LG05	4	3309899	4	144.796
LG05	4	3309899	4	144.796
LG05	4	3361062	4	144.066
LG05	4	3361062	4	144.066
LG05	4	3361062	4	144.066
LG05	4	3368297	4	144.066
LG05	4	3386935	4	144.066
LG05	4	3475613	4	143.336
LG05	4	3475613	4	143.336
LG05	4	3475613	4	143.336
LG05	4	3533852	4	143.336
LG05	4	3533852	4	143.336
LG05	4	3533852	4	144.066
LG05	4	3540152	4	143.336
LG05	4	3544085	4	143.336
LG05	4	3544085	4	143.336
LG05	4	3590202	4	143.336
LG05	4	3590202	4	143.336
LG05	4	3706587	4	141.876
LG05	4	3712262	4	141.876
LG05	4	3712262	4	141.876
LG05	4	3791109	4	141.876
LG05	4	3838916	4	141.146
LG05	4	3925717	4	141.146
LG05	4	3925720	4	141.146
LG05	4	3941378	4	141.146
LG05	4	3941378	4	141.146
LG05	4	3941378	4	141.146
LG05	4	4019697	4	141.146
LG05	4	4019697	4	141.146
LG05	4	4031976	4	141.146
LG05	4	4043684	4	141.146
LG05	4	4043684	4	141.146
LG05	4	4043684	4	141.146
LG05	4	4059372	4	141.876
LG05	4	4172543	4	141.146
LG05	4	4172543	4	141.876
LG05	4	4229985	4	140.416
LG05	4	4229985	4	141.146
LG05	4	4229985	4	141.146
LG05	4	4229985	4	141.146
LG05	4	4253726	4	141.146
LG05	4	4272987	4	141.146
LG05	4	4273348	4	141.146
LG05	4	4273351	4	141.146
LG05	4	4273351	4	141.146
LG05	4	4311314	4	142.606
LG05	4	4312249	4	141.146
LG05	4	4470404	4	138.946
LG05	4	4496133	4	138.946
LG05	4	4533027	4	138.946
LG05	4	4732370	4	138.216
LG05	4	4732370	4	138.216
LG05	4	4775261	4	136.745
LG05	4	4818015	4	136.745
LG05	4	4883313	4	136.745
LG05	4	4883313	4	136.745
LG05	4	4895935	4	136.015
LG05	4	4903455	4	136.745
LG05	4	4903455	4	136.745
LG05	4	4917620	4	136.745
LG05	4	4991708	4	136.745
LG05	4	4992913	4	136.745
LG05	4	5034708	4	136.015
LG05	4	5035914	4	136.015
LG05	4	5155019	4	135.285
LG05	4	5160557	4	135.285
LG05	4	5195536	4	135.285
LG05	4	5272293	4	133.814
LG05	4	5315085	4	132.344
LG05	4	5315616	4	132.344
LG05	4	5315616	4	132.344
LG05	4	5315616	4	132.344
LG05	4	5322735	4	132.344
LG05	4	5362089	4	132.344
LG05	4	5439729	4	132.344
LG05	4	5439729	4	132.344
LG05	4	5439729	4	132.344
LG05	4	5457853	4	132.344
LG05	4	5457853	4	132.344
LG05	4	5493797	4	131.614
LG05	4	5515126	4	132.344
LG05	4	5552243	4	131.614
LG05	4	5655604	4	130.143
LG05	4	5672771	4	130.143
LG05	4	5672771	4	130.143
LG05	4	5672771	4	130.143
LG05	4	5691972	4	130.143
LG05	4	5691972	4	130.143
LG05	4	5692719	4	130.143
LG05	4	5708413	4	129.413
LG05	4	5720664	4	129.413
LG05	4	5720664	4	129.413
LG05	4	5720664	4	129.413
LG05	4	5720664	4	129.413
LG05	4	5725422	4	129.413
LG05	4	5806070	4	129.413
LG05	4	5812529	4	129.413
LG05	4	5818773	4	129.413
LG05	4	5828168	4	129.413
LG05	4	5828168	4	129.413
LG05	4	5828168	4	129.413
LG05	4	5900655	4	127.953
LG05	4	5900658	4	127.953
LG05	4	5914378	4	127.953
LG05	4	5914378	4	127.953
LG05	4	5951329	4	127.953
LG05	4	5951329	4	127.953
LG05	4	5996020	4	127.953
LG05	4	5996020	4	127.953
LG05	4	5996020	4	127.953
LG05	4	5996020	4	127.953
LG05	4	5996020	4	127.953
LG05	4	6022437	4	127.953
LG05	4	6022656	4	128.683
LG05	4	6024328	4	127.953
LG05	4	6037638	4	127.953
LG05	4	6204306	4	127.223
LG05	4	6208638	4	127.223
LG05	4	6213640	4	127.223
LG05	4	6235601	4	127.223
LG05	4	6318080	4	127.953
LG05	4	6354714	4	127.223
LG05	4	6354714	4	127.223
LG05	4	6362957	4	127.223
LG05	4	6364707	4	127.223
LG05	4	6367271	4	127.223
LG05	4	6367274	4	127.223
LG05	4	6368511	4	127.223
LG05	4	6368511	4	127.223
LG05	4	6433958	4	127.223
LG05	4	6469927	4	127.223
LG05	4	6480093	4	127.223
LG05	4	6480093	4	127.223
LG05	4	6484359	4	127.223
LG05	4	6501371	4	127.223
LG05	4	6501371	4	127.223
LG05	4	6501371	4	127.223
LG05	4	6532889	4	126.493
LG05	4	6538786	4	126.493
LG05	4	6544292	4	126.493
LG05	4	6652147	4	126.493
LG05	4	6718419	4	126.493
LG05	4	6718419	4	126.493
LG05	4	6767888	4	126.493
LG05	4	6767888	4	126.493
LG05	4	6797267	4	126.493
LG05	4	6849996	4	126.493
LG05	4	6849996	4	126.493
LG05	4	6853135	4	126.493
LG05	4	6886287	4	126.493
LG05	4	6893211	4	126.493
LG05	4	6893211	4	126.493
LG05	4	6893211	4	126.493
LG05	4	6908504	4	125.763
LG05	4	6913165	4	125.763
LG05	4	6913165	4	125.763
LG05	4	6913165	4	125.763
LG05	4	6941173	4	125.763
LG05	4	6962121	4	125.763
LG05	4	6964859	4	125.763
LG05	4	7064946	4	125.763
LG05	4	7085270	4	125.033
LG05	4	7097388	4	125.033
LG05	4	7115324	4	125.033
LG05	4	7115324	4	125.033
LG05	4	7208041	4	125.033
LG05	4	7276638	4	125.033
LG05	4	7311238	4	125.033
LG05	4	7335843	4	124.304
LG05	4	7351778	4	124.304
LG05	4	7351778	4	124.304
LG05	4	7373248	4	124.304
LG05	4	7373248	4	124.304
LG05	4	7427342	4	122.833
LG05	4	7443811	4	122.833
LG05	4	7455823	4	122.833
LG05	4	7475361	4	122.833
LG05	4	7475361	4	122.833
LG05	4	7475361	4	122.833
LG05	4	7475361	4	122.833
LG05	4	7805511	4	121.362
LG05	4	7866697	4	119.891
LG05	4	7876611	4	119.162
LG05	4	7916288	4	118.432
LG05	4	7916741	4	119.162
LG05	4	7936461	4	119.162
LG05	4	7951200	4	119.162
LG05	4	7957175	4	119.162
LG05	4	7977283	4	119.162
LG05	4	7987673	4	119.162
LG05	4	8001996	4	119.162
LG05	4	8093682	4	118.432
LG05	4	8096333	4	118.432
LG05	4	8104310	4	118.432
LG05	4	8163908	4	118.432
LG05	4	8163908	4	118.432
LG05	4	8173555	4	118.432
LG05	4	8226543	4	118.432
LG05	4	8283620	4	118.432
LG05	4	8283620	4	118.432
LG05	4	8303972	4	118.432
LG05	4	8404860	4	116.961
LG05	4	8423891	4	116.961
LG05	4	8423891	4	116.961
LG05	4	8450119	4	116.961
LG05	4	8477901	4	116.961
LG05	4	8488127	4	116.961
LG05	4	8518463	4	116.961
LG05	4	8576293	4	116.231
LG05	4	8636614	4	116.231
LG05	4	8642287	4	116.231
LG05	4	8740121	4	116.231
LG05	4	8740121	4	116.231
LG05	4	8745698	4	116.231
LG05	4	8761311	4	116.231
LG05	4	8924244	4	116.231
LG05	4	8961966	4	116.961
LG05	4	8990819	4	116.231
LG05	4	9006837	4	116.231
LG05	4	9049308	4	116.231
LG05	4	9063277	4	116.231
LG05	4	9063277	4	116.231
LG05	4	9063277	4	116.231
LG05	4	9081994	4	116.231
LG05	4	9145355	4	116.231
LG05	4	9150901	4	116.231
LG05	4	9150901	4	116.231
LG05	4	9205487	4	115.501
LG05	4	9205487	4	115.501
LG05	4	9205487	4	115.501
LG05	4	9214542	4	115.501
LG05	4	9214542	4	115.501
LG05	4	9248790	4	115.501
LG05	4	9323351	4	115.501
LG05	4	9383287	4	114.03
LG05	4	9383522	4	114.03
LG05	4	9422153	4	113.3
LG05	4	9485049	4	113.3
LG05	4	9520064	4	113.3
LG05	4	9599768	4	113.3
LG05	4	9626064	4	113.3
LG05	4	9667031	4	112.57
LG05	4	9695781	4	112.57
LG05	4	9719771	4	112.57
LG05	4	9721574	4	112.57
LG05	4	9722432	4	112.57
LG05	4	9722432	4	112.57
LG05	4	9741031	4	112.57
LG05	4	9764059	4	112.57
LG05	4	9801069	4	112.57
LG05	4	9808024	4	112.57
LG05	4	9809256	4	112.57
LG05	4	9809256	4	112.57
LG05	4	9809256	4	112.57
LG05	4	9879484	4	112.57
LG05	4	9893672	4	112.57
LG05	4	9897178	4	112.57
LG05	4	9897178	4	112.57
LG05	4	9897475	4	111.84
LG05	4	9904874	4	111.84
LG05	4	9904874	4	111.84
LG05	4	9923837	4	111.84
LG05	4	9939484	4	111.84
LG05	4	9939484	4	112.57
LG05	4	9999287	4	109.618
LG05	4	10019914	4	109.618
LG05	4	10051562	4	109.618
LG05	4	10052502	4	109.618
LG05	4	10074494	4	109.618
LG05	4	10115515	4	109.618
LG05	4	10115515	4	109.618
LG05	4	10177143	4	109.618
LG05	4	10177143	4	109.618
LG05	4	10278957	4	108.147
LG05	4	10384969	4	107.417
LG05	4	10419826	4	107.417
LG05	4	10455231	4	107.417
LG05	4	10455231	4	107.417
LG05	4	10463494	4	107.417
LG05	4	10463494	4	107.417
LG05	4	10507582	4	107.417
LG05	4	10565988	4	107.417
LG05	4	10565988	4	107.417
LG05	4	10565988	4	107.417
LG05	4	10601343	4	107.417
LG05	4	10608396	4	107.417
LG05	4	10608396	4	107.417
LG05	4	10663726	4	106.687
LG05	4	10863518	4	105.217
LG05	4	10863518	4	105.217
LG05	4	10880908	4	104.487
LG05	4	10910118	4	103.757
LG05	4	11074780	4	102.286
LG05	4	11159751	4	102.286
LG05	4	11165320	4	102.286
LG05	4	11177026	4	102.286
LG05	4	11261973	4	102.286
LG05	4	11296055	4	102.286
LG05	4	11298667	4	102.286
LG05	4	11302508	4	102.286
LG05	4	11302508	4	102.286
LG05	4	11333681	4	102.286
LG05	4	11342400	4	102.286
LG05	4	11395520	4	102.286
LG05	4	11425215	4	102.286
LG05	4	11443476	4	102.286
LG05	4	11443476	4	102.286
LG05	4	11443476	4	102.286
LG05	4	11461531	4	102.286
LG05	4	11461531	4	102.286
LG05	4	11546863	4	102.286
LG05	4	11717656	4	101.556
LG05	4	11737488	4	101.556
LG05	4	11737488	4	101.556
LG05	4	11737488	4	101.556
LG05	4	11788775	4	100.826
LG05	4	11788775	4	100.826
LG05	4	11788775	4	100.826
LG05	4	11805138	4	101.556
LG05	4	11805138	4	101.556
LG05	4	11872526	4	101.556
LG05	4	11919596	4	101.556
LG05	4	11972837	4	101.556
LG05	4	11978354	4	101.556
LG05	4	12021141	4	101.556
LG05	4	12026636	4	101.556
LG05	4	12029709	4	101.556
LG05	4	12066418	4	101.556
LG05	4	12069424	4	101.556
LG05	4	12076726	4	101.556
LG05	4	12076726	4	101.556
LG05	4	12076726	4	101.556
LG05	4	12097315	4	101.556
LG05	4	12170908	4	100.096
LG05	4	12235478	4	98.626
LG05	4	12235478	4	98.626
LG05	4	12235478	4	98.626
LG05	4	12238538	4	98.626
LG05	4	12247861	4	98.626
LG05	4	12269783	4	97.896
LG05	4	12269783	4	97.896
LG05	4	12301611	4	97.896
LG05	4	12352697	4	96.436
LG05	4	12369056	4	96.436
LG05	4	12385003	4	96.436
LG05	4	12385050	4	97.166
LG05	4	12389327	4	96.436
LG05	4	12389327	4	96.436
LG05	4	12389327	4	96.436
LG05	4	12411170	4	95.706
LG05	4	12437999	4	94.976
LG05	4	12440822	4	94.976
LG05	4	12459692	4	94.976
LG05	4	12459692	4	94.976
LG05	4	12491381	4	94.976
LG05	4	12491381	4	94.976
LG05	4	12491381	4	94.976
LG05	4	12565864	4	94.976
LG05	4	12569949	4	94.976
LG05	4	12806528	4	94.246
LG05	4	12859031	4	93.516
LG05	4	12894530	4	93.516
LG05	4	12894530	4	93.516
LG05	4	12912674	4	94.246
LG05	4	12927992	4	92.786
LG05	4	12927992	4	92.786
LG05	4	12927992	4	92.786
LG05	4	12974590	4	92.786
LG05	4	12991198	4	92.786
LG05	4	13015136	4	92.786
LG05	4	13057995	4	92.786
LG05	4	13111721	4	91.315
LG05	4	13125008	4	90.585
LG05	4	13183653	4	89.855
LG05	4	13183653	4	89.855
LG05	4	13227849	4	89.855
LG05	4	13249766	4	89.126
LG05	4	13266533	4	89.126
LG05	4	13266533	4	89.126
LG05	4	13274946	4	89.126
LG05	4	13370181	4	89.126
LG05	4	13370181	4	89.126
LG05	4	13508061	4	88.396
LG05	4	13512424	4	88.396
LG05	4	13512424	4	88.396
LG05	4	13512424	4	88.396
LG05	4	13512424	4	88.396
LG05	4	13529782	4	88.396
LG05	4	13546329	4	88.396
LG05	4	13550902	4	88.396
LG05	4	13550902	4	88.396
LG05	4	13569153	4	88.396
LG05	4	13601429	4	88.396
LG05	4	13614500	4	88.396
LG05	4	13622670	4	88.396
LG05	4	13640132	4	88.396
LG05	4	13640132	4	88.396
LG05	4	13640132	4	88.396
LG05	4	13673182	4	88.396
LG05	4	13673182	4	88.396
LG05	4	13707605	4	88.396
LG05	4	13707605	4	88.396
LG05	4	13720188	4	88.396
LG05	4	13730915	4	88.396
LG05	4	13755908	4	88.396
LG05	4	13762923	4	88.396
LG05	4	13762923	4	88.396
LG05	4	13774985	4	88.396
LG05	4	13797018	4	88.396
LG05	4	13811740	4	88.396
LG05	4	13820836	4	88.396
LG05	4	13833941	4	88.396
LG05	4	13851473	4	88.396
LG05	4	13875463	4	88.396
LG05	4	13883230	4	88.396
LG05	4	13883230	4	88.396
LG05	4	14021780	4	88.396
LG05	4	14043474	4	88.396
LG05	4	14052743	4	88.396
LG05	4	14055111	4	88.396
LG05	4	14055111	4	89.126
LG05	4	14062042	4	88.396
LG05	4	14105647	4	88.396
LG05	4	14105647	4	88.396
LG05	4	14111739	4	89.126
LG05	4	14131204	4	88.396
LG05	4	14140796	4	87.666
LG05	4	14140796	4	88.396
LG05	4	14140796	4	88.396
LG05	4	14152399	4	88.396
LG05	4	14152399	4	88.396
LG05	4	14152399	4	88.396
LG05	4	14152399	4	88.396
LG05	4	14182351	4	88.396
LG05	4	14228095	4	88.396
LG05	4	14228095	4	88.396
LG05	4	14263293	4	87.666
LG05	4	14268329	4	87.666
LG05	4	14308493	4	87.666
LG05	4	14331698	4	88.396
LG05	4	14332320	4	87.666
LG05	4	14372360	4	87.666
LG05	4	14375649	4	87.666
LG05	4	14375649	4	87.666
LG05	4	14385790	4	87.666
LG05	4	14385793	4	87.666
LG05	4	14453223	4	87.666
LG05	4	14470657	4	87.666
LG05	4	14638356	4	84.68
LG05	4	14695859	4	82.457
LG05	4	14788587	4	81.727
LG05	4	14795199	4	81.727
LG05	4	14857696	4	81.727
LG05	4	14928087	4	81.727
LG05	4	14953801	4	81.727
LG05	4	14990927	4	81.727
LG05	4	15010082	4	81.727
LG05	4	15022151	4	81.727
LG05	4	15022151	4	81.727
LG05	4	15031377	4	81.727
LG05	4	15042748	4	81.727
LG05	4	15042748	4	81.727
LG05	4	15042748	4	81.727
LG05	4	15057987	4	81.727
LG05	4	15057987	4	81.727
LG05	4	15078130	4	81.727
LG05	4	15107028	4	81.727
LG05	4	15107028	4	81.727
LG05	4	15110559	4	81.727
LG05	4	15110559	4	81.727
LG05	4	15113653	4	81.727
LG05	4	15173808	4	81.727
LG05	4	15173808	4	81.727
LG05	4	15173808	4	81.727
LG05	4	15269651	4	80.256
