set	map	mkr	phys	gen
PAxJI_femF2	Mme_chr04	3639	229130	0.909
PAxJI_femF2	Mme_chr04	3642	234254	0.909
PAxJI_femF2	Mme_chr04	3643	234952	0.909
PAxJI_femF2	Mme_chr04	3658	276508	0.909
PAxJI_femF2	Mme_chr04	3667	304635	0.909
PAxJI_femF2	Mme_chr04	3622	143908	1.364
PAxJI_femF2	Mme_chr04	3661	286383	1.364
PAxJI_femF2	Mme_chr04	3654	254249	1.818
PAxJI_femF2	Mme_chr04	3659	282377	1.818
PAxJI_femF2	Mme_chr04	3662	286464	1.818
PAxJI_femF2	Mme_chr04	3668	309785	2.273
PAxJI_femF2	Mme_chr04	3669	312822	2.273
PAxJI_femF2	Mme_chr04	3672	319368	2.273
PAxJI_femF2	Mme_chr04	3674	319916	2.273
PAxJI_femF2	Mme_chr04	3677	322556	2.273
PAxJI_femF2	Mme_chr04	3679	324983	2.273
PAxJI_femF2	Mme_chr04	3689	361376	2.273
PAxJI_femF2	Mme_chr04	3692	370701	2.273
PAxJI_femF2	Mme_chr04	3696	376120	2.273
PAxJI_femF2	Mme_chr04	3698	384596	2.273
PAxJI_femF2	Mme_chr04	3715	445825	2.727
PAxJI_femF2	Mme_chr04	3716	448457	2.727
PAxJI_femF2	Mme_chr04	3719	456677	2.727
PAxJI_femF2	Mme_chr04	3731	514555	3.641
PAxJI_femF2	Mme_chr04	3738	532561	3.641
PAxJI_femF2	Mme_chr04	3739	538519	3.641
PAxJI_femF2	Mme_chr04	3742	541664	3.641
PAxJI_femF2	Mme_chr04	3746	556005	3.641
PAxJI_femF2	Mme_chr04	3747	566345	3.641
PAxJI_femF2	Mme_chr04	3751	573842	3.641
PAxJI_femF2	Mme_chr04	3753	576459	3.641
PAxJI_femF2	Mme_chr04	3754	578260	3.641
PAxJI_femF2	Mme_chr04	3756	578858	3.641
PAxJI_femF2	Mme_chr04	3759	583178	3.641
PAxJI_femF2	Mme_chr04	3769	607892	3.641
PAxJI_femF2	Mme_chr04	3775	624177	3.641
PAxJI_femF2	Mme_chr04	3779	634629	3.641
PAxJI_femF2	Mme_chr04	3780	638493	3.641
PAxJI_femF2	Mme_chr04	3784	644623	3.641
PAxJI_femF2	Mme_chr04	3789	655701	3.641
PAxJI_femF2	Mme_chr04	3791	662420	3.641
PAxJI_femF2	Mme_chr04	3793	662784	3.641
PAxJI_femF2	Mme_chr04	3797	674659	3.641
PAxJI_femF2	Mme_chr04	3801	678934	3.641
PAxJI_femF2	Mme_chr04	3802	679025	3.641
PAxJI_femF2	Mme_chr04	3808	732140	4.554
PAxJI_femF2	Mme_chr04	3809	732192	4.554
PAxJI_femF2	Mme_chr04	3810	733042	4.554
PAxJI_femF2	Mme_chr04	3814	750607	4.554
PAxJI_femF2	Mme_chr04	3818	780436	5.008
PAxJI_femF2	Mme_chr04	3822	791213	5.008
PAxJI_femF2	Mme_chr04	3823	798503	5.008
PAxJI_femF2	Mme_chr04	3825	812297	5.008
PAxJI_femF2	Mme_chr04	3827	820905	5.008
PAxJI_femF2	Mme_chr04	3829	823850	5.008
PAxJI_femF2	Mme_chr04	3830	837460	5.008
PAxJI_femF2	Mme_chr04	3835	863759	5.008
PAxJI_femF2	Mme_chr04	3841	869925	5.922
PAxJI_femF2	Mme_chr04	3845	879630	5.922
PAxJI_femF2	Mme_chr04	3851	889537	5.922
PAxJI_femF2	Mme_chr04	3853	894886	5.922
PAxJI_femF2	Mme_chr04	3854	895138	5.922
PAxJI_femF2	Mme_chr04	3865	926877	5.922
PAxJI_femF2	Mme_chr04	3870	941763	5.922
PAxJI_femF2	Mme_chr04	3881	993638	7.765
PAxJI_femF2	Mme_chr04	3885	1013303	7.765
PAxJI_femF2	Mme_chr04	3886	1021613	8.22
PAxJI_femF2	Mme_chr04	3888	1024116	8.22
PAxJI_femF2	Mme_chr04	3890	1049014	8.674
PAxJI_femF2	Mme_chr04	3893	1074874	9.129
PAxJI_femF2	Mme_chr04	3895	1085731	9.583
PAxJI_femF2	Mme_chr04	3896	1085824	9.583
PAxJI_femF2	Mme_chr04	3902	1136616	10.038
PAxJI_femF2	Mme_chr04	3909	1155395	10.038
PAxJI_femF2	Mme_chr04	3910	1168534	10.038
PAxJI_femF2	Mme_chr04	3918	1236352	11.414
PAxJI_femF2	Mme_chr04	3914	1204878	11.869
PAxJI_femF2	Mme_chr04	3928	1289563	13.245
PAxJI_femF2	Mme_chr04	3930	1299060	13.245
PAxJI_femF2	Mme_chr04	3934	1307061	13.245
PAxJI_femF2	Mme_chr04	3925	1280515	13.699
PAxJI_femF2	Mme_chr04	3945	1357510	13.699
PAxJI_femF2	Mme_chr04	3947	1371687	13.699
PAxJI_femF2	Mme_chr04	3941	1349856	14.154
PAxJI_femF2	Mme_chr04	3951	1424735	14.609
PAxJI_femF2	Mme_chr04	3957	1469355	15.522
PAxJI_femF2	Mme_chr04	3960	1503590	16.435
PAxJI_femF2	Mme_chr04	3963	1515091	16.89
PAxJI_femF2	Mme_chr04	3965	1526944	16.89
PAxJI_femF2	Mme_chr04	3966	1527630	16.89
PAxJI_femF2	Mme_chr04	3967	1527837	16.89
PAxJI_femF2	Mme_chr04	3968	1530126	16.89
PAxJI_femF2	Mme_chr04	3977	1588874	18.266
PAxJI_femF2	Mme_chr04	3984	1608499	19.642
PAxJI_femF2	Mme_chr04	3987	1617306	19.642
PAxJI_femF2	Mme_chr04	3989	1627974	19.642
PAxJI_femF2	Mme_chr04	3990	1628567	19.642
PAxJI_femF2	Mme_chr04	3991	1637244	20.097
PAxJI_femF2	Mme_chr04	3999	1653123	20.097
PAxJI_femF2	Mme_chr04	4000	1653188	20.097
PAxJI_femF2	Mme_chr04	4002	1664140	20.097
PAxJI_femF2	Mme_chr04	4006	1689934	21.473
PAxJI_femF2	Mme_chr04	4010	1738702	21.927
PAxJI_femF2	Mme_chr04	4014	1775565	22.382
PAxJI_femF2	Mme_chr04	4016	1787378	22.382
PAxJI_femF2	Mme_chr04	4022	1841536	24.226
PAxJI_femF2	Mme_chr04	4025	1872214	24.68
PAxJI_femF2	Mme_chr04	4028	1881735	24.68
PAxJI_femF2	Mme_chr04	4029	1893066	25.135
PAxJI_femF2	Mme_chr04	4034	1934951	26.978
PAxJI_femF2	Mme_chr04	4037	1969399	29.293
PAxJI_femF2	Mme_chr04	4039	1988687	29.293
PAxJI_femF2	Mme_chr04	4043	2001556	29.293
PAxJI_femF2	Mme_chr04	4044	2012151	29.293
PAxJI_femF2	Mme_chr04	4046	2018556	29.748
PAxJI_femF2	Mme_chr04	4045	2016429	30.202
PAxJI_femF2	Mme_chr04	4050	2057433	31.116
PAxJI_femF2	Mme_chr04	4055	2068450	31.116
PAxJI_femF2	Mme_chr04	4056	2069888	31.116
PAxJI_femF2	Mme_chr04	4064	2110638	32.029
PAxJI_femF2	Mme_chr04	4066	2112763	32.029
PAxJI_femF2	Mme_chr04	4069	2127965	32.942
PAxJI_femF2	Mme_chr04	4073	2168375	33.856
PAxJI_femF2	Mme_chr04	4078	2208254	34.769
PAxJI_femF2	Mme_chr04	4103	2517780	37.084
PAxJI_femF2	Mme_chr04	4081	2267154	37.997
PAxJI_femF2	Mme_chr04	4084	2277549	37.997
PAxJI_femF2	Mme_chr04	4086	2307698	37.997
PAxJI_femF2	Mme_chr04	4089	2326615	37.997
PAxJI_femF2	Mme_chr04	4090	2345732	37.997
PAxJI_femF2	Mme_chr04	4101	2494638	39.374
PAxJI_femF2	Mme_chr04	4102	2516562	39.374
PAxJI_femF2	Mme_chr04	4109	2545989	39.374
PAxJI_femF2	Mme_chr04	4114	2616391	40.75
PAxJI_femF2	Mme_chr04	4117	2618606	40.75
PAxJI_femF2	Mme_chr04	4126	2723105	40.75
PAxJI_femF2	Mme_chr04	4127	2725002	40.75
PAxJI_femF2	Mme_chr04	4134	2842612	41.204
PAxJI_femF2	Mme_chr04	4135	2842723	41.204
PAxJI_femF2	Mme_chr04	4137	2863736	41.204
PAxJI_femF2	Mme_chr04	4138	2879190	41.204
PAxJI_femF2	Mme_chr04	4139	2880869	41.204
PAxJI_femF2	Mme_chr04	4143	2966806	41.659
PAxJI_femF2	Mme_chr04	4146	3101028	42.113
PAxJI_femF2	Mme_chr04	4148	3144134	42.113
PAxJI_femF2	Mme_chr04	4151	3269958	42.113
PAxJI_femF2	Mme_chr04	4272	4805761	42.113
PAxJI_femF2	Mme_chr04	4142	2949178	42.568
PAxJI_femF2	Mme_chr04	4155	3307054	42.568
PAxJI_femF2	Mme_chr04	4173	3901930	42.568
PAxJI_femF2	Mme_chr04	4174	4001886	42.568
PAxJI_femF2	Mme_chr04	4176	4010878	42.568
PAxJI_femF2	Mme_chr04	4178	4015454	42.568
PAxJI_femF2	Mme_chr04	4179	4015638	42.568
PAxJI_femF2	Mme_chr04	4183	4100859	42.568
PAxJI_femF2	Mme_chr04	4184	4100976	42.568
PAxJI_femF2	Mme_chr04	4188	4145346	42.568
PAxJI_femF2	Mme_chr04	4189	4153434	42.568
PAxJI_femF2	Mme_chr04	4191	4174825	42.568
PAxJI_femF2	Mme_chr04	4197	4235787	42.568
PAxJI_femF2	Mme_chr04	4202	4308461	42.568
PAxJI_femF2	Mme_chr04	4206	4355936	42.568
PAxJI_femF2	Mme_chr04	4207	4371036	42.568
PAxJI_femF2	Mme_chr04	4209	4380016	42.568
PAxJI_femF2	Mme_chr04	4215	4410586	42.568
PAxJI_femF2	Mme_chr04	4217	4420406	43.023
PAxJI_femF2	Mme_chr04	4218	4431311	43.023
PAxJI_femF2	Mme_chr04	4219	4453277	43.023
PAxJI_femF2	Mme_chr04	4223	4480530	43.023
PAxJI_femF2	Mme_chr04	4226	4500251	43.023
PAxJI_femF2	Mme_chr04	4231	4525629	43.023
PAxJI_femF2	Mme_chr04	4233	4574356	43.023
PAxJI_femF2	Mme_chr04	4235	4577285	43.023
PAxJI_femF2	Mme_chr04	4210	4401035	43.477
PAxJI_femF2	Mme_chr04	4227	4505349	43.477
PAxJI_femF2	Mme_chr04	4236	4578587	43.477
PAxJI_femF2	Mme_chr04	4241	4616133	43.477
PAxJI_femF2	Mme_chr04	4249	4692073	43.477
PAxJI_femF2	Mme_chr04	4250	4699669	43.477
PAxJI_femF2	Mme_chr04	4257	4736115	43.477
PAxJI_femF2	Mme_chr04	4211	4401096	43.932
PAxJI_femF2	Mme_chr04	4264	4786711	43.932
PAxJI_femF2	Mme_chr04	4266	4794665	43.932
PAxJI_femF2	Mme_chr04	4267	4795405	43.932
PAxJI_femF2	Mme_chr04	4275	4819715	43.932
PAxJI_femF2	Mme_chr04	4276	4824694	43.932
PAxJI_femF2	Mme_chr04	4277	4844323	43.932
PAxJI_femF2	Mme_chr04	4286	4886669	44.386
PAxJI_femF2	Mme_chr04	4289	4935379	44.386
PAxJI_femF2	Mme_chr04	4291	4939001	44.386
PAxJI_femF2	Mme_chr04	4269	4802524	44.841
PAxJI_femF2	Mme_chr04	4285	4886591	44.841
PAxJI_femF2	Mme_chr04	4294	5023608	44.841
PAxJI_femF2	Mme_chr04	4296	5039674	44.841
PAxJI_femF2	Mme_chr04	4302	5069484	44.841
PAxJI_femF2	Mme_chr04	4305	5080661	44.841
PAxJI_femF2	Mme_chr04	4307	5086881	44.841
PAxJI_femF2	Mme_chr04	4308	5086911	44.841
PAxJI_femF2	Mme_chr04	4309	5088534	44.841
PAxJI_femF2	Mme_chr04	4311	5100266	45.295
PAxJI_femF2	Mme_chr04	4320	5160781	45.295
PAxJI_femF2	Mme_chr04	4333	5203945	45.295
PAxJI_femF2	Mme_chr04	4350	5265565	45.295
PAxJI_femF2	Mme_chr04	4385	5420622	45.295
PAxJI_femF2	Mme_chr04	4389	5424508	45.295
PAxJI_femF2	Mme_chr04	4321	5162519	45.75
PAxJI_femF2	Mme_chr04	4322	5164438	45.75
PAxJI_femF2	Mme_chr04	4324	5165841	45.75
PAxJI_femF2	Mme_chr04	4327	5179131	45.75
PAxJI_femF2	Mme_chr04	4332	5203889	45.75
PAxJI_femF2	Mme_chr04	4334	5210584	45.75
PAxJI_femF2	Mme_chr04	4342	5229679	45.75
PAxJI_femF2	Mme_chr04	4386	5423229	45.75
PAxJI_femF2	Mme_chr04	4347	5253194	46.204
PAxJI_femF2	Mme_chr04	4357	5290251	46.204
PAxJI_femF2	Mme_chr04	4360	5293818	46.204
PAxJI_femF2	Mme_chr04	4361	5296668	46.204
PAxJI_femF2	Mme_chr04	4365	5329280	46.204
PAxJI_femF2	Mme_chr04	4366	5329352	46.204
PAxJI_femF2	Mme_chr04	4369	5330702	46.204
PAxJI_femF2	Mme_chr04	4370	5330800	46.204
PAxJI_femF2	Mme_chr04	4371	5340548	46.204
PAxJI_femF2	Mme_chr04	4377	5370480	46.204
PAxJI_femF2	Mme_chr04	4380	5398882	46.204
PAxJI_femF2	Mme_chr04	4381	5399319	46.204
PAxJI_femF2	Mme_chr04	4395	5442547	46.204
PAxJI_femF2	Mme_chr04	4403	5460588	46.204
PAxJI_femF2	Mme_chr04	4404	5460730	46.204
PAxJI_femF2	Mme_chr04	4405	5465022	46.204
PAxJI_femF2	Mme_chr04	4411	5477708	46.204
PAxJI_femF2	Mme_chr04	4428	5552276	46.659
PAxJI_femF2	Mme_chr04	4436	5585834	46.659
PAxJI_femF2	Mme_chr04	4441	5626365	46.659
PAxJI_femF2	Mme_chr04	4443	5638378	46.659
PAxJI_femF2	Mme_chr04	4445	5638882	46.659
PAxJI_femF2	Mme_chr04	4448	5644124	46.659
PAxJI_femF2	Mme_chr04	4457	5677298	46.659
PAxJI_femF2	Mme_chr04	4432	5558099	47.113
PAxJI_femF2	Mme_chr04	4450	5653584	47.568
PAxJI_femF2	Mme_chr04	4480	5755908	47.568
PAxJI_femF2	Mme_chr04	4455	5674142	48.023
PAxJI_femF2	Mme_chr04	4466	5724621	48.023
PAxJI_femF2	Mme_chr04	4467	5725381	48.023
PAxJI_femF2	Mme_chr04	4469	5726440	48.023
PAxJI_femF2	Mme_chr04	4470	5734885	48.023
PAxJI_femF2	Mme_chr04	4471	5734967	48.023
PAxJI_femF2	Mme_chr04	4473	5743065	48.023
PAxJI_femF2	Mme_chr04	4474	5743143	48.023
PAxJI_femF2	Mme_chr04	4479	5755813	48.023
PAxJI_femF2	Mme_chr04	4481	5757175	48.023
PAxJI_femF2	Mme_chr04	4499	5813661	48.023
PAxJI_femF2	Mme_chr04	4526	5969899	48.023
PAxJI_femF2	Mme_chr04	4485	5770238	48.477
PAxJI_femF2	Mme_chr04	4486	5770332	48.477
PAxJI_femF2	Mme_chr04	4490	5777851	48.477
PAxJI_femF2	Mme_chr04	4492	5801391	48.477
PAxJI_femF2	Mme_chr04	4493	5803795	48.477
PAxJI_femF2	Mme_chr04	4496	5806872	48.477
PAxJI_femF2	Mme_chr04	4504	5860064	48.477
PAxJI_femF2	Mme_chr04	4508	5870928	48.477
PAxJI_femF2	Mme_chr04	4509	5884456	48.477
PAxJI_femF2	Mme_chr04	4511	5892050	48.477
PAxJI_femF2	Mme_chr04	4514	5899791	48.477
PAxJI_femF2	Mme_chr04	4515	5925573	48.477
PAxJI_femF2	Mme_chr04	4516	5925650	48.477
PAxJI_femF2	Mme_chr04	4517	5937601	48.477
PAxJI_femF2	Mme_chr04	4520	5941446	48.477
PAxJI_femF2	Mme_chr04	4523	5943844	48.477
PAxJI_femF2	Mme_chr04	4524	5943956	48.477
PAxJI_femF2	Mme_chr04	4525	5945137	48.477
PAxJI_femF2	Mme_chr04	4527	5970906	48.477
PAxJI_femF2	Mme_chr04	4529	5990171	48.477
PAxJI_femF2	Mme_chr04	4533	6004928	48.477
PAxJI_femF2	Mme_chr04	4537	6016224	48.477
PAxJI_femF2	Mme_chr04	4538	6016364	48.477
PAxJI_femF2	Mme_chr04	4539	6022570	48.477
PAxJI_femF2	Mme_chr04	4549	6054466	48.477
PAxJI_femF2	Mme_chr04	4552	6066240	48.477
PAxJI_femF2	Mme_chr04	4555	6071892	48.477
PAxJI_femF2	Mme_chr04	4557	6078380	48.477
PAxJI_femF2	Mme_chr04	4559	6081454	48.477
PAxJI_femF2	Mme_chr04	4560	6089220	48.477
PAxJI_femF2	Mme_chr04	4563	6101534	48.477
PAxJI_femF2	Mme_chr04	4565	6105553	48.477
PAxJI_femF2	Mme_chr04	4570	6128922	48.932
PAxJI_femF2	Mme_chr04	4574	6139363	48.932
PAxJI_femF2	Mme_chr04	4576	6142739	48.932
PAxJI_femF2	Mme_chr04	4577	6154929	48.932
PAxJI_femF2	Mme_chr04	4579	6155604	48.932
PAxJI_femF2	Mme_chr04	4581	6159659	48.932
PAxJI_femF2	Mme_chr04	4584	6185274	49.386
PAxJI_femF2	Mme_chr04	4587	6193754	49.386
PAxJI_femF2	Mme_chr04	4590	6204027	49.386
PAxJI_femF2	Mme_chr04	4592	6207335	49.386
PAxJI_femF2	Mme_chr04	4591	6204092	49.841
PAxJI_femF2	Mme_chr04	4600	6227211	50.295
PAxJI_femF2	Mme_chr04	4603	6241134	50.295
PAxJI_femF2	Mme_chr04	4606	6250595	50.295
PAxJI_femF2	Mme_chr04	4607	6259411	50.295
PAxJI_femF2	Mme_chr04	4608	6271521	50.295
PAxJI_femF2	Mme_chr04	4609	6276028	50.75
PAxJI_femF2	Mme_chr04	4622	6328896	51.204
PAxJI_femF2	Mme_chr04	4624	6338095	51.204
PAxJI_femF2	Mme_chr04	4625	6356490	51.204
PAxJI_femF2	Mme_chr04	4627	6361476	51.204
PAxJI_femF2	Mme_chr04	4629	6363596	51.204
PAxJI_femF2	Mme_chr04	4630	6376950	51.204
PAxJI_femF2	Mme_chr04	4634	6400467	51.204
PAxJI_femF2	Mme_chr04	4637	6423467	51.204
PAxJI_femF2	Mme_chr04	4639	6431637	51.204
PAxJI_femF2	Mme_chr04	4623	6333564	51.659
PAxJI_femF2	Mme_chr04	4646	6456926	51.659
PAxJI_femF2	Mme_chr04	4654	6475193	51.659
PAxJI_femF2	Mme_chr04	4656	6480936	51.659
PAxJI_femF2	Mme_chr04	4657	6481004	51.659
PAxJI_femF2	Mme_chr04	4645	6450737	52.113
PAxJI_femF2	Mme_chr04	4673	6559231	52.113
PAxJI_femF2	Mme_chr04	4667	6525034	52.568
PAxJI_femF2	Mme_chr04	4675	6561219	53.481
PAxJI_femF2	Mme_chr04	4677	6582116	53.481
PAxJI_femF2	Mme_chr04	4687	6614392	53.936
PAxJI_femF2	Mme_chr04	4689	6631802	53.936
PAxJI_femF2	Mme_chr04	4690	6632345	53.936
PAxJI_femF2	Mme_chr04	4696	6650836	53.936
PAxJI_femF2	Mme_chr04	4699	6651558	53.936
PAxJI_femF2	Mme_chr04	4692	6634863	54.39
PAxJI_femF2	Mme_chr04	4703	6679682	54.39
PAxJI_femF2	Mme_chr04	4706	6681577	54.39
PAxJI_femF2	Mme_chr04	4708	6690212	54.845
PAxJI_femF2	Mme_chr04	4710	6693663	54.845
PAxJI_femF2	Mme_chr04	4711	6694704	54.845
PAxJI_femF2	Mme_chr04	4715	6709837	54.845
PAxJI_femF2	Mme_chr04	4717	6732733	54.845
PAxJI_femF2	Mme_chr04	4719	6740957	54.845
PAxJI_femF2	Mme_chr04	4721	6756145	54.845
PAxJI_femF2	Mme_chr04	4723	6756307	54.845
PAxJI_femF2	Mme_chr04	4728	6778963	55.3
PAxJI_femF2	Mme_chr04	4729	6784978	55.3
PAxJI_femF2	Mme_chr04	4735	6793215	55.3
PAxJI_femF2	Mme_chr04	4739	6810190	55.3
PAxJI_femF2	Mme_chr04	4764	6975236	55.3
PAxJI_femF2	Mme_chr04	4772	7006763	55.3
PAxJI_femF2	Mme_chr04	4745	6842121	55.754
PAxJI_femF2	Mme_chr04	4746	6843181	55.754
PAxJI_femF2	Mme_chr04	4748	6866694	55.754
PAxJI_femF2	Mme_chr04	4751	6881852	55.754
PAxJI_femF2	Mme_chr04	4752	6883968	55.754
PAxJI_femF2	Mme_chr04	4759	6918287	55.754
PAxJI_femF2	Mme_chr04	4763	6971508	55.754
PAxJI_femF2	Mme_chr04	4765	6975293	55.754
PAxJI_femF2	Mme_chr04	4769	6990919	55.754
PAxJI_femF2	Mme_chr04	4775	7022328	55.754
PAxJI_femF2	Mme_chr04	4778	7027511	56.209
PAxJI_femF2	Mme_chr04	4779	7039627	56.209
PAxJI_femF2	Mme_chr04	4785	7055273	56.209
PAxJI_femF2	Mme_chr04	4786	7056333	56.209
PAxJI_femF2	Mme_chr04	4787	7061579	56.209
PAxJI_femF2	Mme_chr04	4788	7064694	57.585
PAxJI_femF2	Mme_chr04	4790	7073542	57.585
PAxJI_femF2	Mme_chr04	4792	7077638	57.585
PAxJI_femF2	Mme_chr04	4793	7080308	57.585
PAxJI_femF2	Mme_chr04	4801	7108295	57.585
PAxJI_femF2	Mme_chr04	4808	7127070	57.585
PAxJI_femF2	Mme_chr04	4811	7145765	57.585
PAxJI_femF2	Mme_chr04	4813	7148765	57.585
PAxJI_femF2	Mme_chr04	4817	7154137	58.039
PAxJI_femF2	Mme_chr04	4823	7171340	58.039
PAxJI_femF2	Mme_chr04	4832	7191234	58.039
PAxJI_femF2	Mme_chr04	4835	7192650	58.039
PAxJI_femF2	Mme_chr04	4836	7195702	58.039
PAxJI_femF2	Mme_chr04	4845	7217066	58.953
PAxJI_femF2	Mme_chr04	4850	7225030	59.407
PAxJI_femF2	Mme_chr04	4857	7259032	59.862
PAxJI_femF2	Mme_chr04	4858	7283845	60.775
PAxJI_femF2	Mme_chr04	4859	7301182	60.775
PAxJI_femF2	Mme_chr04	4860	7303368	60.775
PAxJI_femF2	Mme_chr04	4861	7305622	60.775
PAxJI_femF2	Mme_chr04	4862	7306947	60.775
PAxJI_femF2	Mme_chr04	4864	7313593	60.775
PAxJI_femF2	Mme_chr04	4866	7327016	60.775
PAxJI_femF2	Mme_chr04	4868	7341187	60.775
PAxJI_femF2	Mme_chr04	4872	7366363	60.775
PAxJI_femF2	Mme_chr04	4884	7413776	61.23
PAxJI_femF2	Mme_chr04	4890	7423484	61.23
PAxJI_femF2	Mme_chr04	4883	7412414	61.684
PAxJI_femF2	Mme_chr04	4901	7457995	62.139
PAxJI_femF2	Mme_chr04	4906	7469296	62.139
PAxJI_femF2	Mme_chr04	4908	7469661	62.139
PAxJI_femF2	Mme_chr04	4911	7474181	62.139
PAxJI_femF2	Mme_chr04	4915	7489838	62.139
PAxJI_femF2	Mme_chr04	4918	7503484	62.139
PAxJI_femF2	Mme_chr04	4903	7461246	63.052
PAxJI_femF2	Mme_chr04	4922	7513958	63.052
PAxJI_femF2	Mme_chr04	4924	7523281	63.052
PAxJI_femF2	Mme_chr04	4925	7527602	63.052
PAxJI_femF2	Mme_chr04	4933	7546166	63.052
PAxJI_femF2	Mme_chr04	4947	7582856	63.506
PAxJI_femF2	Mme_chr04	4948	7584469	63.506
PAxJI_femF2	Mme_chr04	4950	7585140	63.506
PAxJI_femF2	Mme_chr04	4952	7599638	63.506
PAxJI_femF2	Mme_chr04	4954	7606317	63.506
PAxJI_femF2	Mme_chr04	4955	7611520	63.506
PAxJI_femF2	Mme_chr04	4960	7633634	63.506
PAxJI_femF2	Mme_chr04	4961	7633895	63.506
PAxJI_femF2	Mme_chr04	4964	7647164	63.961
PAxJI_femF2	Mme_chr04	4965	7648300	63.961
PAxJI_femF2	Mme_chr04	4967	7652666	64.416
PAxJI_femF2	Mme_chr04	5009	7744788	64.416
PAxJI_femF2	Mme_chr04	4971	7658425	64.87
PAxJI_femF2	Mme_chr04	4978	7681446	64.87
PAxJI_femF2	Mme_chr04	4987	7700842	64.87
PAxJI_femF2	Mme_chr04	4993	7713520	64.87
PAxJI_femF2	Mme_chr04	4998	7719268	64.87
PAxJI_femF2	Mme_chr04	5005	7730969	64.87
PAxJI_femF2	Mme_chr04	5010	7747028	64.87
PAxJI_femF2	Mme_chr04	5024	7794453	64.87
PAxJI_femF2	Mme_chr04	5025	7796306	64.87
PAxJI_femF2	Mme_chr04	5026	7807039	64.87
PAxJI_femF2	Mme_chr04	5029	7814702	64.87
PAxJI_femF2	Mme_chr04	5033	7820887	64.87
PAxJI_femF2	Mme_chr04	5035	7821500	64.87
PAxJI_femF2	Mme_chr04	5038	7831402	64.87
PAxJI_femF2	Mme_chr04	5040	7834355	64.87
PAxJI_femF2	Mme_chr04	5069	7926236	64.87
PAxJI_femF2	Mme_chr04	5020	7781825	65.325
PAxJI_femF2	Mme_chr04	5036	7825922	65.325
PAxJI_femF2	Mme_chr04	5046	7870435	65.325
PAxJI_femF2	Mme_chr04	5050	7880541	65.325
PAxJI_femF2	Mme_chr04	5051	7881418	65.325
PAxJI_femF2	Mme_chr04	5052	7882920	65.325
PAxJI_femF2	Mme_chr04	5054	7886297	65.325
PAxJI_femF2	Mme_chr04	5057	7887669	65.325
PAxJI_femF2	Mme_chr04	5059	7899680	65.325
PAxJI_femF2	Mme_chr04	5065	7909562	65.325
PAxJI_femF2	Mme_chr04	5067	7919089	65.325
PAxJI_femF2	Mme_chr04	5068	7920648	65.325
PAxJI_femF2	Mme_chr04	5071	7929694	65.325
PAxJI_femF2	Mme_chr04	5078	7942177	65.325
PAxJI_femF2	Mme_chr04	5082	7949814	65.325
PAxJI_femF2	Mme_chr04	5053	7883212	65.779
PAxJI_femF2	Mme_chr04	5089	7972922	65.779
PAxJI_femF2	Mme_chr04	5091	7976766	65.779
PAxJI_femF2	Mme_chr04	5151	8156618	65.779
PAxJI_femF2	Mme_chr04	5098	7993444	66.234
PAxJI_femF2	Mme_chr04	5099	7999132	66.234
PAxJI_femF2	Mme_chr04	5100	8001718	66.234
PAxJI_femF2	Mme_chr04	5101	8024382	66.234
PAxJI_femF2	Mme_chr04	5104	8039431	66.234
PAxJI_femF2	Mme_chr04	5105	8039999	66.234
PAxJI_femF2	Mme_chr04	5108	8046932	66.234
PAxJI_femF2	Mme_chr04	5109	8049731	66.234
PAxJI_femF2	Mme_chr04	5111	8055689	66.234
PAxJI_femF2	Mme_chr04	5112	8062453	66.234
PAxJI_femF2	Mme_chr04	5113	8062818	66.234
PAxJI_femF2	Mme_chr04	5114	8067556	66.234
PAxJI_femF2	Mme_chr04	5120	8080219	66.234
PAxJI_femF2	Mme_chr04	5122	8087196	66.234
PAxJI_femF2	Mme_chr04	5123	8096216	66.234
PAxJI_femF2	Mme_chr04	5125	8107899	66.234
PAxJI_femF2	Mme_chr04	5132	8119603	66.234
PAxJI_femF2	Mme_chr04	5133	8122599	66.234
PAxJI_femF2	Mme_chr04	5137	8127610	66.234
PAxJI_femF2	Mme_chr04	5139	8134288	66.234
PAxJI_femF2	Mme_chr04	5141	8137157	66.234
PAxJI_femF2	Mme_chr04	5148	8149257	66.234
PAxJI_femF2	Mme_chr04	5157	8187054	66.234
PAxJI_femF2	Mme_chr04	5165	8211538	66.688
PAxJI_femF2	Mme_chr04	5172	8234328	66.688
PAxJI_femF2	Mme_chr04	5174	8253262	66.688
PAxJI_femF2	Mme_chr04	5175	8253432	66.688
PAxJI_femF2	Mme_chr04	5179	8266355	66.688
PAxJI_femF2	Mme_chr04	5182	8290830	66.688
PAxJI_femF2	Mme_chr04	5184	8302484	66.688
PAxJI_femF2	Mme_chr04	5186	8307289	66.688
PAxJI_femF2	Mme_chr04	5188	8326658	66.688
PAxJI_femF2	Mme_chr04	5191	8349164	66.688
PAxJI_femF2	Mme_chr04	5196	8367401	66.688
PAxJI_femF2	Mme_chr04	5197	8374551	66.688
PAxJI_femF2	Mme_chr04	5198	8374652	66.688
PAxJI_femF2	Mme_chr04	5199	8378644	66.688
PAxJI_femF2	Mme_chr04	5200	8394518	66.688
PAxJI_femF2	Mme_chr04	5204	8428482	66.688
PAxJI_femF2	Mme_chr04	5271	8662783	66.688
PAxJI_femF2	Mme_chr04	5212	8465799	67.143
