set map mb cm regFn regDr
F1 24 8.462853 47.391 47.245927816214 0
F1 24 8.502432 46.482 47.2783093426808 0
F1 24 8.516668 45.573 47.2934949891998 0
F1 24 8.573539 46.936 47.3615830421113 0
F1 24 8.581652 48.755 47.3712138602725 0
F1 24 8.617644 46.936 47.4096610506362 0
F1 24 8.628468 48.755 47.4191578070614 0
F1 24 8.6324 46.936 47.422297120656 0
F1 24 8.63927 47.846 47.4273445927691 0
F1 24 8.642996 46.482 47.4298349280005 0
F1 24 8.673536 48.755 47.4560635978681 0
F1 24 8.726794 46.027 47.5214624267971 0
F1 24 8.76441 49.209 47.569695889035 0
F1 24 8.773016 48.755 47.5797277181444 0
F1 24 8.789765 45.573 47.5973419406518 0
F1 24 8.795439 46.027 47.6026131083325 0
F1 24 8.807793 47.391 47.6126288522751 0
F1 24 8.809129 48.755 47.6135808865922 0
F1 24 8.823562 48.755 47.6220337604833 0
F1 24 8.826661 48.755 47.6233792221519 0
F1 24 8.831144 48.755 47.6252290259427 0
F1 24 8.831724 46.027 47.6254727160227 0
F1 24 8.877334 45.573 47.6464341501998 0
F1 24 8.88706 49.209 47.6509871456288 0
F1 24 8.89002 47.391 47.6523512304222 0
F1 24 8.902156 45.573 47.6577818917227 0
F1 24 8.905871 47.391 47.6593783459427 0
F1 24 8.918544 49.209 47.6645176865023 0
F1 24 8.919032 47.846 47.6647047492213 0
F1 24 8.976841 49.209 47.6781870547734 0
F1 24 9.102235 49.209 47.6607325901951 0.04
F1 24 9.111104 46.482 47.6580742803102 0.04
F1 24 9.122301 46.027 47.6545107208101 0.04
F1 24 9.147992 49.209 47.6455403202759 0.05
F1 24 9.155712 47.391 47.642650201784 0.05
F1 24 9.163062 47.846 47.639823497019 0.06
F1 24 9.175422 46.482 47.6349173438677 0.06
F1 24 9.196942 47.391 47.6259745712848 0.07
F1 24 9.199481 46.936 47.624890068156 0.07
F1 24 9.202671 49.209 47.6235196327485 0.07
F1 24 9.218784 48.755 47.6153068862839 0.07
F1 24 9.261372 47.846 47.5826886983426 0.09
F1 24 9.358742 46.482 47.4675867270385 0.11
F1 24 9.413152 46.027 47.3930130095966 0.1
F1 24 9.499224 48.755 47.285656609057 0.09
F1 24 9.510393 46.027 47.2741466350488 0.09
F1 24 9.51076 48.755 47.2737815507322 0.09
F1 24 9.568731 47.846 47.2286879053087 0.07
F1 24 9.569641 47.391 47.2282075661757 0.07
F1 24 9.581275 45.573 47.2227779929701 0.07
F1 24 9.60779 46.482 47.2105690605621 0.06
F1 24 9.686812 48.755 47.1657917086068 0.04
F1 24 9.702791 47.846 47.1568636075511 0.03
F1 24 9.705184 45.573 47.1555685884376 0.03
F1 24 9.737152 47.391 47.1398147047632 0.01
F1 24 9.756166 45.573 47.1322729563935 0
F1 24 9.769031 46.482 47.1281784643944 0
F1 24 9.776226 46.482 47.1262939454921 0
F1 24 9.778609 46.482 47.1257384910106 0
F1 24 9.792608 49.209 47.123214229895 0
F1 24 9.850682 47.846 47.123949934995 0
F1 24 9.859974 47.391 47.125317451173 0
F1 24 9.865323 46.482 47.1262175364622 0
F1 24 9.909446 46.482 47.13580828965 0
F1 24 9.912686 46.482 47.1366030416437 0
F1 24 9.919275 45.573 47.1382307843385 0
F1 24 9.925918 48.755 47.139876418446 0
F1 24 9.950823 47.846 47.1458578038327 0
F1 24 9.960944 46.482 47.1480908045456 0
F1 24 9.980073 49.209 47.1517676929575 0
F1 24 10.009179 46.936 47.161670488109 0
F1 24 10.036356 45.573 47.1776523101909 0
F1 24 10.03989 48.755 47.1800391719042 0
F1 24 10.065788 45.573 47.1985732986154 0
F1 24 10.082157 49.209 47.2104081257495 0
F1 24 10.096957 48.755 47.2205023667157 0
F1 24 10.115829 49.209 47.2317097730361 0
F1 24 10.116147 45.573 47.2318772331931 0
F1 24 10.12158 46.027 47.2346087029184 0
F1 24 10.132018 46.482 47.2390995559957 0
F1 24 10.169795 49.209 47.2563794479724 0
F1 24 10.169798 46.936 47.2563810362111 0
F1 24 10.170227 45.573 47.2566084718009 0
F1 24 10.174073 47.391 47.2586752478887 0
F1 24 10.181409 45.573 47.2627514281423 0
F1 24 10.189759 48.755 47.2675919787101 0
F1 24 10.247798 45.573 47.305716303519 0.03
F1 24 10.349624 49.209 47.3777123803804 0.1
F1 24 10.417181 46.482 47.4159434017776 0.15
F1 24 10.419254 49.209 47.4168874608005 0.15
F1 24 10.467028 47.391 47.4419410261233 0.18
F1 24 10.467481 45.573 47.4422020002258 0.18
F1 24 10.497941 46.936 47.4602984060289 0.19
F1 24 10.583024 47.391 47.5094802931576 0.22
F1 24 10.609924 47.846 47.5219427797259 0.22
F1 24 10.614822 49.209 47.5239391660618 0.22
F1 24 10.630065 47.391 47.5295245278302 0.22
F1 24 10.633774 46.936 47.5307294719499 0.22
F1 24 10.633825 47.391 47.5307455972553 0.22
F1 24 10.704065 47.846 47.544962564587 0.23
F1 24 10.71848 46.936 47.5463844326966 0.23
F1 24 10.7245 49.209 47.5468791424153 0.23
F1 24 10.782324 46.936 47.5499963736168 0.23
F1 24 10.803442 46.936 47.5510531538034 0.23
F1 24 10.810396 49.209 47.5514692982123 0.22
F1 24 10.852102 46.482 47.5553299561342 0.21
F1 24 10.873821 48.755 47.5587162442905 0.2
F1 24 10.876089 45.573 47.5591407549681 0.2
F1 24 10.895573 46.482 47.5634253717767 0.19
F1 24 10.9163 47.391 47.568332935556 0.18
F1 24 10.942279 49.209 47.5737637768277 0.17
F1 24 10.942881 47.846 47.5738817760204 0.17
F1 24 10.997856 45.573 47.5837026860757 0.15
F1 24 11.024752 47.846 47.5882154215729 0.14
F1 24 11.036201 47.391 47.5901675205221 0.13
F1 24 11.045878 48.755 47.5918533976421 0.12
F1 24 11.056335 48.755 47.5937266494389 0.11
F1 24 11.056903 48.755 47.5938302142977 0.11
F1 24 11.074115 46.936 47.5970760263052 0.09
F1 24 11.138061 46.936 47.6167660206405 0.05
F1 24 11.172594 47.846 47.6307415605132 0
F1 24 11.187495 48.755 47.6368357876992 0
F1 24 11.188461 47.391 47.6372260841974 0
F1 24 11.218058 47.391 47.6485771370868 0
F1 24 11.234859 48.755 47.6542056068881 0
F1 24 11.278149 45.573 47.6641440210209 0
F1 24 11.281727 45.573 47.6645868329754 0
F1 24 11.295481 46.482 47.6656365706613 0
F1 24 11.298961 47.391 47.665792506959 0
F1 24 11.340329 49.209 47.6709093402832 0
F1 24 11.341148 45.573 47.6710522576192 0
F1 24 11.341326 49.209 47.6710834414883 0
F1 24 11.352148 47.391 47.6730444208745 0
F1 24 11.355012 48.755 47.6735782144923 0
F1 24 11.379607 46.027 47.6781038558847 0
F1 24 11.38932 49.209 47.6797119186069 0
F1 24 11.432669 47.846 47.6834831744994 0
F1 24 11.442042 45.573 47.6831924025418 0
F1 24 11.444229 48.755 47.6830589099068 0
F1 24 11.502736 48.755 47.6750508540249 0
F1 24 11.5307 47.391 47.6686916724143 0
F1 24 11.54962 48.755 47.6636739519777 0
F1 24 11.572135 47.391 47.6570984986084 0
F1 24 11.619615 49.209 47.641754167106 0
F1 24 11.648067 46.482 47.6320842074384 0.1
F1 24 11.64807 49.209 47.6320831838666 0.1
F1 24 11.733719 49.209 47.6044316385884 0.65
F1 24 11.744037 46.027 47.6015295924796 0.74
F1 24 11.752186 48.755 47.5990562253019 0.82
F1 24 11.809399 47.391 47.5708944807457 1.4
F1 24 11.818619 47.391 47.5650562839156 1.51
F1 24 11.838331 49.209 47.5518680253313 1.74
F1 24 11.849412 45.573 47.5441716885283 1.87
F1 24 11.86448 46.027 47.5335651452021 2.06
F1 24 11.873434 46.027 47.5272627715417 2.17
F1 24 11.89827 47.846 47.5102039682021 2.49
F1 24 11.99209 49.209 47.4659347953752 3.74
F1 24 11.994364 49.209 47.4655287852052 3.77
F1 24 12.000699 47.391 47.4637210518351 3.86
F1 24 12.009742 48.755 47.4588346106506 3.98
F1 24 12.023017 46.936 47.4477024384834 4.16
F1 24 12.082449 46.482 47.3798152882293 4.94
F1 24 12.086059 46.027 47.3766927116698 4.99
F1 24 12.105296 46.482 47.3660495702557 5.23
F1 24 12.105426 47.391 47.3660184967519 5.23
F1 24 12.105989 46.482 47.365891128785 5.23
F1 24 12.114693 47.846 47.3654965529902 5.34
F1 24 12.122929 45.573 47.3640391657605 5.44
F1 24 12.134274 46.936 47.3541071011557 5.57
F1 24 12.161235 49.209 47.2986675886286 5.94
F1 24 12.167959 48.755 47.2789210861906 6.04
F1 24 12.265069 47.391 46.8675156434347 7.72
F1 24 12.26801 46.482 46.8546443495727 7.77
F1 24 12.392217 46.936 46.6577371008262 9.66
F1 24 12.400718 46.936 46.6849608810185 9.79
F1 24 12.405473 47.846 46.7033646562215 9.87
F1 24 12.410107 49.209 46.7235736090393 9.94
F1 24 12.417687 45.573 46.7572199429708 10.06
F1 24 12.442805 45.573 46.8528451159018 10.49
F1 24 12.455169 46.482 46.8928483539716 10.7
F1 24 12.456253 47.846 46.8961841053946 10.72
F1 24 12.522136 47.846 47.0786551982712 11.86
F1 24 12.527027 47.846 47.0928593381605 11.94
F1 24 12.543358 48.755 47.1436739617727 12.2
F1 24 12.547086 48.755 47.1561732596752 12.26
F1 24 12.698008 49.209 48.3036034968908 14.02
F1 24 12.699322 45.573 48.3219106244885 14.03
F1 24 12.790961 47.846 49.9589832927519 14.87
F1 24 12.791596 46.936 49.9724928246549 14.87
F1 24 12.810424 49.209 50.3843260061467 15.03
F1 24 12.871052 46.936 51.8370766160159 15.54
F1 24 12.898737 48.755 52.5500843603592 15.76
F1 24 12.905512 49.209 52.7280687700527 15.82
F1 24 12.91788 45.573 53.0559147350304 15.92
F1 24 12.930614 46.027 53.3968480608213 16.02
F1 24 13.122055 55.265 58.4636532013128 17.3
F1 24 13.125781 55.719 58.5527314865223 17.32
F1 24 13.179488 58.511 60.0830865973995 17.64
F1 24 13.243867 62.269 62.3270661780151 18.12
F1 24 13.270081 62.723 63.2723304344202 18.33
F1 24 13.310194 65.038 64.6563379404677 18.6
F1 24 13.322389 65.493 65.0480393859329 18.67
F1 24 13.345406 66.406 65.7332516648263 18.79
F1 24 13.345827 66.406 65.7450273436109 18.79
F1 24 13.351543 66.861 65.9019277671013 18.82
F1 24 13.361888 68.228 66.171004972906 18.87
F1 24 13.366547 68.228 66.2896454200879 18.89
F1 24 13.438812 69.142 68.5176490097897 19.15
F1 24 13.444912 69.142 68.7276599450019 19.17
F1 24 13.446463 70.51 68.7813299616378 19.17
F1 24 13.474832 70.055 69.7736767329238 19.27
F1 24 13.516504 72.825 71.2080372182103 19.41
F1 24 13.526608 73.279 71.539589580434 19.45
F1 24 13.531074 73.279 71.6830663713 19.46
F1 24 13.53135 73.279 71.6918659343913 19.46
F1 24 13.579381 75.11 73.0686417786709 19.61
F1 24 13.598627 75.11 73.5355616623308 19.67
F1 24 13.637341 76.954 74.4159445545146 19.74
F1 24 13.658791 77.408 74.8728694337458 19.75
F1 24 13.807835 78.784 77.5946396234415 19.3
F1 24 13.834767 79.239 78.0291477763588 19.14
F1 24 13.920864 79.239 79.3746675218783 18.54
F1 24 13.925687 79.694 79.4495822239758 18.5
F1 24 13.927914 79.694 79.4841998615694 18.49
F1 24 13.957703 80.148 79.9498617077484 18.26
F1 24 13.968442 80.148 80.1194642048945 18.18
F1 24 14.008352 80.148 80.7004495289651 17.89
F1 24 14.021557 80.148 80.8724420034796 17.8
F1 24 14.069788 80.603 81.4349091454315 17.47
F1 24 14.078253 81.057 81.5251891641566 17.41
F1 24 14.103437 82.433 81.7834464660257 17.26
F1 24 14.172929 82.888 82.4605206296098 16.77
F1 24 14.174393 82.888 82.4748806742241 16.76
F1 24 14.228679 83.343 83.0351058078695 16.16
F1 24 14.235819 83.343 83.1146261527146 16.08
F1 24 14.253277 83.797 83.3170055538399 15.86
F1 24 14.277017 83.797 83.5792183968551 15.58
F1 24 14.285288 83.797 83.6621049415316 15.48
F1 24 14.295738 83.797 83.7620912317781 15.36
F1 24 14.303803 83.797 83.8363743178076 15.27
F1 24 14.309658 83.797 83.8890918746788 15.21
F1 24 14.333707 83.797 84.0999446731956 14.98
F1 24 14.334112 83.797 84.1034722740327 14.97
F1 24 14.345802 83.797 84.2058965298791 14.87
F1 24 14.393257 83.797 84.6642434732771 14.51
F1 24 14.397991 83.797 84.7155101533182 14.46
F1 24 14.400652 83.797 84.7440742567345 14.44
F1 24 14.452722 85.165 85.2737881904415 13.87
F1 24 14.464876 84.252 85.3917170919114 13.73
F1 24 14.479597 84.252 85.5330262067825 13.55
F1 24 14.565304 86.533 86.3650080533523 12.65
F1 24 14.566179 86.078 86.3739200176053 12.64
F1 24 14.567607 86.078 86.3884951841662 12.63
F1 24 14.576371 86.078 86.4788277008482 12.57
F1 24 14.590047 86.078 86.6231373933898 12.48
F1 24 14.596034 86.078 86.6870317522476 12.44
F1 24 14.617265 86.078 86.910048839123 12.3
F1 24 14.690019 88.831 87.6555570950186 11.91
F1 24 14.704516 88.831 87.8053511983227 11.84
F1 24 14.7291 88.831 88.0640025248047 11.74
F1 24 14.742584 89.285 88.2092689674771 11.69
F1 24 14.742587 88.831 88.2093016080252 11.69
F1 24 14.745676 89.285 88.2429916539891 11.67
F1 24 14.761301 88.831 88.4160775248863 11.61
F1 24 14.761669 88.376 88.4202116863559 11.61
F1 24 14.764181 88.831 88.4484255161803 11.6
F1 24 14.799313 89.74 88.8405399281611 11.48
F1 24 14.811056 89.285 88.9710411443014 11.44
F1 24 14.812639 89.74 88.9886290690511 11.43
F1 24 14.836302 89.74 89.2517985707985 11.36
F1 24 14.849982 89.74 89.4045059000298 11.31
F1 24 14.850842 89.74 89.4141279186321 11.31
F1 24 14.861515 89.285 89.5338113310168 11.28
F1 24 14.88843 89.74 89.8385097857316 11.2
F1 24 14.916776 90.194 90.1656407017161 11.11
F1 24 14.968676 90.194 90.7919666301238 10.94
F1 24 14.968679 90.194 90.7920038590561 10.94
F1 24 15.003225 90.194 91.2268031495134 10.84
F1 24 15.024902 90.194 91.5046862917095 10.79
F1 24 15.057708 90.194 91.9299301219172 10.74
F1 24 15.139835 92.038 92.9972664471413 10.66
F1 24 15.178126 92.492 93.4841935178472 10.63
F1 24 15.186331 92.492 93.5868082996743 10.62
F1 24 15.246338 94.791 94.3113365028383 10.53
F1 24 15.250537 94.791 94.3602132825017 10.53
F1 24 15.251647 94.336 94.3731561276214 10.52
F1 24 15.25165 94.791 94.3731911206743 10.52
F1 24 15.302055 95.245 94.968611255137 10.45
F1 24 15.4237 95.7 96.4135281475064 10.29
F1 24 15.423703 95.245 96.413562985332 10.29
F1 24 15.439279 95.245 96.5934152435927 10.26
F1 24 15.486588 97.067 97.1243179162638 10.18
F1 24 15.486591 97.067 97.1243507164148 10.18
F1 24 15.494759 97.977 97.2131922646696 10.17
F1 24 15.501743 97.522 97.2891916975914 10.16
F1 24 15.519852 98.431 97.4896881484276 10.13
F1 24 15.529045 98.886 97.5928798393674 10.11
F1 24 15.529048 97.522 97.5929136267678 10.11
F1 24 15.52956 99.34 97.5986809382142 10.11
F1 24 15.53443 98.886 97.6536222765345 10.1
F1 24 15.539981 98.886 97.7163965869999 10.09
F1 24 15.575307 99.34 98.1158931753638 10.02
F1 24 15.598661 99.34 98.3750203729971 9.96
F1 24 15.623526 99.34 98.6408815885772 9.9
F1 24 15.627002 99.34 98.6770661299518 9.9
F1 24 15.658877 99.795 99.0067859765021 9.82
F1 24 15.810273 100.704 100.518932548409 9.39
F1 24 15.960274 102.068 101.922393574222 8.86
F1 24 15.992143 101.613 102.2075387333 8.72
F1 24 16.000464 102.522 102.281209102968 8.68
F1 24 16.061065 102.068 102.807794998671 8.4
F1 24 16.064548 102.522 102.837521135084 8.38
F1 24 16.118455 102.522 103.289959495387 8.03
F1 24 16.397779 104.803 105.390146560001 6.34
F1 24 16.423016 106.647 105.558727663882 6.19
F1 24 16.481862 106.647 105.939382259369 5.86
F1 24 16.589388 106.647 106.590220755483 5.26
F1 24 16.60446 108.465 106.676854321677 5.17
F1 24 16.625042 107.101 106.793341701412 5.06
F1 24 16.987091 108.01 108.503117233851 3.31
F1 24 16.995288 108.01 108.534476253389 3.28
F1 24 17.035793 108.465 108.684712794098 3.1
F1 24 17.066748 108.465 108.794244509332 2.97
GA 1 0.000956999999999986 0 -10.3068136138245 14.82
GA 1 0.106808 0.73 -6.65434929523882 16.12
GA 1 0.333831 3.682 0.825601294550847 18.72
GA 1 0.335853 2.952 0.889960118023798 18.74
GA 1 0.380076 3.682 2.28721686207704 19.22
GA 1 0.518058 3.682 6.51703691846306 20.65
GA 1 0.531867 3.682 6.92927572469369 20.79
GA 1 0.635596 5.153 9.9595705062606 21.8
GA 1 0.706679 5.883 11.9710007156991 22.46
GA 1 0.80078 5.883 14.5585629717032 23.31
GA 1 0.801352 5.883 14.5740304653947 23.32
GA 1 0.83675 5.883 15.5251039299514 23.63
GA 1 0.907628 6.613 17.3932827988915 24.23
GA 1 1.013746 7.343 20.1004739642654 25.09
GA 1 1.054492 9.565 21.1114479579985 24.7
GA 1 1.255627 29.793 25.8426777980955 22.77
GA 1 1.268696 29.793 26.1360185014807 22.65
GA 1 1.271596 30.523 26.2008972899876 22.62
GA 1 1.29562 29.793 26.7354338601141 22.39
GA 1 1.367993 32.745 28.3155078477933 21.7
GA 1 1.380517 34.946 28.5845546372684 21.58
GA 1 1.409144 34.216 29.1949400413939 21.31
GA 1 1.444721 34.946 29.944947455341 20.98
GA 1 1.460037 34.946 30.2643715027913 20.83
GA 1 1.477765 34.946 30.630476694593 20.66
GA 1 1.598373 35.676 33.0280820967069 19.54
GA 1 1.615241 35.676 33.3518811105865 19.38
GA 1 1.632325 36.406 33.6772959321003 19.22
GA 1 1.719153 37.877 35.2961092898282 18.4
GA 1 1.746048 38.607 35.787217399067 18.14
GA 1 1.788735 39.337 36.554701024985 17.72
GA 1 1.789219 39.337 36.5633042560887 17.71
GA 1 1.804449 40.067 36.8328932539259 17.57
GA 1 2.224208 44.512 43.4184337368305 13.56
GA 1 2.389723 48.902 45.578883312907 11.83
GA 1 2.396317 48.902 45.6599795927141 11.75
GA 1 2.410361 48.902 45.8314402127058 11.6
GA 1 2.601282 49.632 47.9940039507922 9.63
GA 1 2.764673 49.632 49.4846877692472 8.21
GA 1 2.778091 49.632 49.5897613955693 8.11
GA 1 2.788912 50.362 49.672914195123 8.03
GA 1 2.998919 50.362 51.0801531664107 6.45
GA 1 3.015589 50.362 51.1811066513737 6.32
GA 1 3.088245 50.362 51.6158036151494 5.78
GA 1 3.118201 50.362 51.7949981826589 5.56
GA 1 3.135541 50.362 51.8938143906168 5.43
GA 1 3.40855 50.362 52.4282347444974 3.49
GA 1 3.409483 51.092 52.4279547879845 3.48
GA 1 3.416098 50.362 52.4257817556863 3.43
GA 1 3.47098 50.362 52.3983954845851 3.06
GA 1 3.486787 50.362 52.3887869839409 2.95
GA 1 3.546964 50.362 52.3547065346559 2.56
GA 1 3.76123 50.362 52.5376251699881 1.28
GA 1 3.96229 50.362 52.9386609599018 0.3
GA 1 4.274136 49.632 52.9507563101803 0
GA 1 4.860528 50.362 51.7434064464132 0
GA 1 5.253373 50.362 50.7038490899726 0
GA 1 5.298928 50.362 50.5988365549958 0
GA 1 5.688349 50.362 50.0214319666374 0
GA 1 5.864037 50.362 50.0301647449796 0
GA 1 5.990688 50.362 50.1030368192163 0
GA 1 5.992949 50.362 50.1042011907197 0
GA 1 6.092776 50.362 50.1543883283476 0.18
GA 1 6.196039 50.362 50.210352023183 0.43
GA 1 6.209387 50.362 50.2183999858909 0.46
GA 1 6.348709 51.092 50.3218218030634 0.83
GA 1 6.374938 49.632 50.3464405825419 0.89
GA 1 6.387445 50.362 50.3588856569193 0.92
GA 1 6.408582 50.362 50.3800828492115 0.97
GA 1 6.408842 50.362 50.3803409451981 0.97
GA 1 6.45094 50.362 50.4215622216934 1.06
GA 1 6.462587 50.362 50.4328504784311 1.08
GA 1 6.552491 50.362 50.5215246013131 1.28
GA 1 6.602107 50.362 50.5742092875444 1.39
GA 1 6.695478 51.092 50.688249458242 1.58
GA 1 6.858907 51.092 50.9704981179047 1.84
GA 1 6.927857 51.092 51.1134974325747 1.9
GA 1 6.996926 51.092 51.261546159297 2.02
GA 1 7.007553 51.092 51.2843386406382 2.04
GA 1 7.019306 51.092 51.3094714369234 2.06
GA 1 7.06566 51.822 51.4072231838853 2.13
GA 1 7.098227 51.822 51.4738265507905 2.16
GA 1 7.108682 51.822 51.4947133634605 2.17
GA 1 7.130555 51.822 51.5406383249706 2.19
GA 1 7.246079 51.822 51.8441038891743 2.25
GA 1 7.341244 51.822 52.1231150032402 2.27
GA 1 7.345982 51.822 52.1366436178351 2.28
GA 1 7.380159 51.822 52.2313795094158 2.28
GA 1 7.401449 51.822 52.2871316056972 2.28
GA 1 7.432752 51.822 52.3630891019294 2.28
GA 1 7.455207 51.822 52.4171390197095 2.28
GA 1 7.491612 51.822 52.514494148703 2.27
GA 1 7.51282 51.822 52.5760248660842 2.27
GA 1 7.514313 51.822 52.5804751223276 2.27
GA 1 7.641243 51.822 52.9976522663357 2.23
GA 1 7.692663 51.822 53.1761792849257 2.2
GA 1 7.719106 51.822 53.2669768657346 2.18
GA 1 7.89828 54.023 53.7933859023098 1.98
GA 1 7.966674 54.023 54.0181028495244 1.88
GA 1 7.969591 54.023 54.0298446596861 1.88
GA 1 7.969594 54.023 54.0298567822196 1.88
GA 1 7.975355 54.752 54.0532924063533 1.87
GA 1 8.031918 54.752 54.2844245555552 1.78
GA 1 8.03859 54.752 54.3097505914045 1.77
GA 1 8.09604 54.752 54.4794208672399 1.67
GA 1 8.198804 55.482 54.662928681353 1.47
GA 1 8.324168 56.212 54.8436272783885 1.08
GA 1 8.325957 56.212 54.8458554365676 1.08
GA 1 8.406415 56.212 54.935680347413 0.82
GA 1 8.642283 56.942 55.0786903049783 0.17
GA 1 8.767962 56.942 55.0788729153785 0
GA 1 8.855926 56.212 55.0464065896363 0
GA 1 8.875886 56.212 55.0352347275944 0
GA 1 8.953267 55.482 54.9784285669072 0
GA 1 8.97917 55.482 54.9545746545073 0
GA 1 9.123847 55.482 54.7758758043338 0
GA 1 9.154498 54.752 54.727968663035 0
GA 1 9.156573 54.752 54.7245968451234 0
GA 1 9.165591 54.752 54.7097527984992 0
GA 1 9.171468 54.752 54.6995633991103 0
GA 1 9.224966 54.752 54.573241932378 0
GA 1 9.254775 54.023 54.4819929487523 0
GA 1 9.269432 54.752 54.4332016549871 0
GA 1 9.272678 54.023 54.4221135611747 0
GA 1 9.307809 54.023 54.2972899904762 0
GA 1 9.485375 51.822 53.7295179066923 0
GA 1 9.486597 51.822 53.7271111095037 0
GA 1 9.812339 51.822 52.7993903874449 0
GA 1 9.875861 51.822 52.6008755845588 0
GA 1 9.875889 51.822 52.6007904211484 0
GA 1 9.877548 51.822 52.5957491204546 0
GA 1 9.885114 51.822 52.5728767348379 0
GA 1 9.885252 51.822 52.5724614165085 0
GA 1 10.056425 51.822 52.1359890057777 0
GA 1 10.061047 51.822 52.1268445995611 0
GA 1 10.163881 51.822 51.840742741836 0
GA 1 10.234038 51.092 51.5807324062812 0
GA 1 10.241134 51.092 51.5526945157059 0
GA 1 10.441703 51.092 50.7673776419411 0
GA 1 10.541542 51.092 50.4926754755042 0
GA 1 10.575335 51.092 50.4353641933268 0
GA 1 10.611738 50.362 50.3990414690646 0
GA 1 10.847801 50.362 50.2476517225487 0.23
GA 1 10.975895 50.362 50.2280565903087 0.79
GA 1 11.002546 50.362 50.2361266531908 0.9
GA 1 11.015329 50.362 50.2418288042988 0.95
GA 1 11.070205 50.362 50.2812341722203 1.18
GA 1 11.112668 50.362 50.3302115694514 1.36
GA 1 11.112671 50.362 50.330215650369 1.36
GA 1 11.288211 50.362 50.6927924577248 2.24
GA 1 11.303073 50.362 50.7342173868168 2.32
GA 1 11.522568 50.362 51.5159788641963 3.39
GA 1 11.566867 50.362 51.7084983556351 3.57
GA 1 11.65755 51.092 52.1338361437336 3.88
GA 1 11.800295 50.362 52.8774050404994 4.36
GA 1 12.680153 59.132 58.2700474714607 5.86
GA 1 12.685829 59.132 58.3032176400529 5.86
GA 1 12.745543 59.132 58.6579965585634 5.88
GA 1 12.773336 59.132 58.8261668963831 5.89
GA 1 12.774806 59.132 58.8350931384431 5.89
GA 1 12.839287 59.132 59.2274357124466 5.91
GA 1 12.84078 59.132 59.2364998062815 5.91
GA 1 12.871917 59.132 59.4247509086348 5.91
GA 1 12.883602 59.862 59.4948821880078 5.92
GA 1 12.885593 59.862 59.5068057827829 5.92
GA 1 12.932631 60.592 59.790443615623 5.93
GA 1 12.933254 60.592 59.7942223378827 5.93
GA 1 12.933525 60.592 59.7958662086705 5.93
GA 1 12.959539 60.592 59.9540721788999 5.93
GA 1 12.967846 60.592 60.0047417633456 5.93
GA 1 12.967849 60.592 60.0047600736417 5.93
GA 1 12.97301 60.592 60.0362713858892 5.93
GA 1 12.973013 60.592 60.0362897093958 5.93
GA 1 13.111491 60.592 60.8847181966977 5.95
GA 1 13.138779 60.592 61.0510426733658 5.95
GA 1 13.1718 60.592 61.2511469595539 5.95
GA 1 13.184739 60.592 61.3291224497023 5.95
GA 1 13.20553 60.592 61.4538131164747 5.95
GA 1 13.256533 60.592 61.7407227400534 5.95
GA 1 13.299146 60.592 61.9585199733798 5.95
GA 1 13.302906 60.592 61.9770374433285 5.96
GA 1 13.342645 62.063 62.1680661122268 5.96
GA 1 13.383138 62.063 62.3580663257713 5.98
GA 1 13.434057 62.063 62.5995901086959 6.02
GA 1 13.506916 63.533 62.9727197247542 6.09
GA 1 13.521301 63.533 63.0528540921556 6.1
GA 1 13.546438 63.533 63.1954521060958 6.13
GA 1 13.546987 63.533 63.1985717523705 6.13
GA 1 13.68503 64.263 63.9920354668895 6.33
GA 1 13.862073 65.734 65.0467744603752 6.56
GA 1 13.862503 65.734 65.0494016315415 6.56
GA 1 13.991494 65.734 65.8549296138366 6.68
GA 1 14.048292 66.464 66.2218400016411 6.74
GA 1 14.084331 67.194 66.4541976509945 6.78
GA 1 14.162884 67.194 66.9475316697414 6.85
GA 1 14.203966 67.194 67.2043251321566 6.88
GA 1 14.205502 67.194 67.2139718796502 6.89
GA 1 14.223208 67.194 67.3255705032516 6.9
GA 1 14.364639 67.924 68.2713822101125 7.09
GA 1 14.37464 67.924 68.3439170404162 7.11
GA 1 14.374643 67.924 68.343938946104 7.11
GA 1 14.410081 68.654 68.6096053129014 7.16
GA 1 14.454854 69.384 68.963024641354 7.23
GA 1 14.457389 69.384 68.9835606942637 7.23
GA 1 14.482127 69.384 69.1865902829481 7.27
GA 1 14.519937 69.384 69.5050631721487 7.31
GA 1 14.728657 70.854 71.345487397132 7.53
GA 1 14.886394 70.854 72.6696281159023 7.65
GA 1 14.953436 70.854 73.205354636032 7.69
GA 1 14.991577 73.077 73.5169238576289 7.71
GA 1 15.048071 73.077 73.9802367208746 7.72
GA 1 15.082443 73.077 74.2598199871933 7.72
GA 1 15.10779 73.807 74.463405913634 7.73
GA 1 15.11275 73.807 74.5029061537839 7.73
GA 1 15.122404 73.807 74.5794236847871 7.73
GA 1 15.132828 73.807 74.6614595662065 7.73
GA 1 15.218796 76.793 75.3288310463731 7.76
GA 1 15.22463 76.793 75.3737923032199 7.76
GA 1 15.24454 76.793 75.5270891095575 7.77
GA 1 15.266272 78.264 75.6942856451621 7.78
GA 1 15.334175 78.264 76.2178068208556 7.83
GA 1 15.340342 78.264 76.2655656943042 7.84
GA 1 15.387481 78.264 76.6326907214481 7.87
GA 1 15.39129 78.264 76.6625343936575 7.88
GA 1 15.452342 78.264 77.1413971102318 7.89
GA 1 15.582378 78.264 78.1610760153776 7.77
