LG	CHR	POS	MALE	FEMALE
3	45405	9	0	72.482
3	33923	29	0	72.482
3	18220	29	0	72.482
3	1545	67	0	72.482
3	16162	41	0	74.657
3	101032	23	0	75.382
3	99636	49	0	75.382
3	61257	59	0	75.382
3	37996	74	0	75.382
3	37996	69	0	75.382
3	37172	61	0	75.382
3	30452	73	0	75.382
3	30452	70	0	75.382
3	25876	11	0	75.382
3	25876	6	0	75.382
3	11379	8	0	75.382
3	80277	64	0	76.106
3	80277	30	0	76.106
3	51793	22	0	76.106
3	45189	45	0	76.106
3	5531	75	0	76.831
3	5531	74	0	76.831
3	112608	45	0	77.556
3	112608	43	0	77.556
3	112608	33	0	77.556
3	112608	35	0	77.556
3	54602	73	0	77.556
3	102544	24	0	78.28
3	99612	21	0	78.28
3	18815	21	0	78.28
3	55205	11	0	79.005
3	29041	52	0	79.005
3	29041	74	0	79.005
3	52630	39	0	79.73
3	106075	11	0	80.454
3	33410	32	0	81.179
3	101108	48	0	82.629
3	101108	69	0	82.629
3	101108	61	0	82.629
3	99104	64	0	82.629
3	89476	23	0	82.629
3	89476	17	0	82.629
3	89476	19	0	82.629
3	64657	30	0	82.629
3	64657	43	0	82.629
3	64657	35	0	82.629
3	64657	33	0	82.629
3	53984	6	0	82.629
3	53984	19	0	82.629
3	50947	23	0	82.629
3	50947	34	0	82.629
3	34924	49	0	82.629
3	34924	68	0	82.629
3	19747	6	0	82.629
3	19747	66	0	82.629
3	19747	44	0	82.629
3	19747	72	0	82.629
3	8710	76	0	82.629
3	8710	50	0	82.629
3	8710	71	0	82.629
3	3245	76	0	82.629
3	2039	74	0	82.629
3	14046	53	0	83.353
3	1786	26	0	83.353
3	68614	63	0	84.078
3	68614	57	0	84.078
3	49017	58	0	84.078
3	49017	35	0	84.078
3	46500	72	0	84.078
3	26676	10	0	84.078
3	26676	47	0	84.078
3	17924	51	0	84.078
3	4475	75	0	84.078
3	4475	77	0	84.078
3	82715	43	0	84.803
3	82715	57	0	84.803
3	82715	6	0	84.803
3	51015	41	0	84.803
3	22912	21	0	84.803
3	9070	37	0	84.803
3	9070	32	0	84.803
3	9070	29	0	84.803
3	2030	51	0	84.803
3	55133	32	0	85.528
3	48446	36	0	85.528
3	45650	8	0	85.528
3	2584	48	0	85.528
3	109782	13	0	86.252
3	109782	24	0	86.252
3	101630	33	0	86.252
3	81534	10	0	86.252
3	76784	74	0	86.252
3	19452	15	0	86.252
3	114578	17	0	86.977
3	114578	58	0	86.977
3	74459	59	0	86.977
3	64020	7	0	86.977
3	46379	14	0	86.977
3	46379	40	0	86.977
3	45590	28	0	86.977
3	43926	62	0	86.977
3	247	69	0	86.977
3	43926	63	0	88.427
3	43926	29	0	88.427
3	37989	49	0	88.427
3	104372	15	0	89.151
3	104372	18	0	89.151
3	47778	52	0	89.151
3	118772	61	0	90.601
3	109459	42	0	91.326
3	66680	61	0	91.326
3	66680	36	0	91.326
3	13993	47	0	91.326
3	13993	63	0	91.326
3	24524	54	0	92.775
3	23806	59	0	92.775
3	19037	37	0	92.775
3	19037	30	0	92.775
3	2787	62	0	92.775
3	2787	77	0	92.775
3	2787	66	0	92.775
3	99758	46	0	93.5
3	77926	7	0	93.5
3	77926	6	0	93.5
3	54455	12	0	93.5
3	43246	69	0	93.5
3	43246	70	0	93.5
3	35377	42	0	93.5
3	30425	52	0	93.5
3	111581	34	0	94.225
3	106663	65	0	94.225
3	105352	53	0	94.225
3	104220	54	0	94.225
3	104220	60	0	94.225
3	104220	55	0	94.225
3	104220	51	0	94.225
3	99435	25	0	94.225
3	71315	71	0	94.225
3	71300	58	0	94.225
3	71300	42	0	94.225
3	61172	43	0	94.225
3	61172	39	0	94.225
3	54777	46	0	94.225
3	53968	66	0	94.225
3	51956	10	0	94.225
3	48705	39	0	94.225
3	48017	63	0	94.225
3	45333	75	0	94.225
3	44631	31	0	94.225
3	44631	49	0	94.225
3	39677	14	0	94.225
3	37559	56	0	94.225
3	37559	57	0	94.225
3	37559	74	0	94.225
3	28434	57	0	94.225
3	657	27	0	94.949
3	657	11	0	94.949
3	657	20	0	94.949
3	657	19	0	94.949
3	120266	46	0	95.674
3	121285	36	0	96.399
3	121285	23	0	96.399
3	116166	23	0	96.399
3	116166	69	0	96.399
3	114122	37	0	96.399
3	114122	60	0	96.399
3	90334	70	0	96.399
3	83222	60	0	96.399
3	74374	22	0	96.399
3	37393	15	0	96.399
3	36562	18	0	96.399
3	35227	37	0	96.399
3	29653	30	0	96.399
3	20416	67	0	96.399
3	83070	17	0	97.848
3	20392	48	0	97.848
3	1436	18	0	97.848
3	1436	28	0	97.848
3	112169	62	0	98.573
3	112169	68	0	98.573
3	112016	6	0	98.573
3	101623	38	0	98.573
3	90185	10	0	98.573
3	79043	30	0	98.573
3	76622	56	0	98.573
3	76622	42	0	98.573
3	57780	35	0	98.573
3	56613	36	0	98.573
3	42580	74	0	98.573
3	37272	45	0	98.573
3	22374	39	0	98.573
3	21809	13	0	98.573
3	5708	63	0	98.573
3	5708	40	0	98.573
3	2678	77	0	98.573
3	121427	27	0	100.023
3	121057	43	0	100.023
3	120775	72	0	100.023
3	119773	34	0	100.023
3	119619	14	0	100.023
3	118246	59	0	100.023
3	116684	33	0	100.023
3	116684	37	0	100.023
3	116684	38	0	100.023
3	115248	62	0	100.023
3	113339	60	0	100.023
3	112725	12	0	100.023
3	112337	40	0	100.023
3	111315	13	0	100.023
3	108820	66	0	100.023
3	108774	6	0	100.023
3	108774	13	0	100.023
3	108639	16	0	100.023
3	107116	23	0	100.023
3	105792	8	0	100.023
3	105423	17	0	100.023
3	105423	48	0	100.023
3	105423	39	0	100.023
3	105310	67	0	100.023
3	104819	57	0	100.023
3	103888	76	0	100.023
3	103440	13	0	100.023
3	103399	67	0	100.023
3	103343	37	0	100.023
3	102535	34	0	100.023
3	102535	55	0	100.023
3	102092	50	0	100.023
3	101997	35	0	100.023
3	100932	68	0	100.023
3	100932	69	0	100.023
3	100382	72	0	100.023
3	100032	65	0	100.023
3	98586	12	0	100.023
3	98586	66	0	100.023
3	95475	73	0	100.023
3	95475	66	0	100.023
3	94775	14	0	100.023
3	94462	58	0	100.023
3	90041	37	0	100.023
3	88139	40	0	100.023
3	84513	73	0	100.023
3	84371	62	0	100.023
3	82105	41	0	100.023
3	79414	61	0	100.023
3	79255	66	0	100.023
3	78537	40	0	100.023
3	77262	51	0	100.023
3	77262	12	0	100.023
3	76709	74	0	100.023
3	75007	61	0	100.023
3	75007	23	0	100.023
3	75007	41	0	100.023
3	72301	24	0	100.023
3	71663	23	0	100.023
3	70835	22	0	100.023
3	70340	39	0	100.023
3	63220	67	0	100.023
3	63131	57	0	100.023
3	61252	14	0	100.023
3	60916	12	0	100.023
3	60916	21	0	100.023
3	60916	9	0	100.023
3	59613	45	0	100.023
3	52767	58	0	100.023
3	52767	27	0	100.023
3	52767	35	0	100.023
3	51496	74	0	100.023
3	49900	24	0	100.023
3	49900	36	0	100.023
3	49900	28	0	100.023
3	49900	27	0	100.023
3	49900	23	0	100.023
3	47652	24	0	100.023
3	47589	63	0	100.023
3	46109	55	0	100.023
3	46003	50	0	100.023
3	44402	12	0	100.023
3	44126	52	0	100.023
3	44126	33	0	100.023
3	44126	57	0	100.023
3	44126	51	0	100.023
3	44126	34	0	100.023
3	43220	47	0	100.023
3	42983	68	0	100.023
3	42349	13	0	100.023
3	42349	69	0	100.023
3	41038	52	0	100.023
3	38912	36	0	100.023
3	38794	67	0	100.023
3	38649	65	0	100.023
3	38649	8	0	100.023
3	38649	68	0	100.023
3	38450	23	0	100.023
3	38450	22	0	100.023
3	37578	52	0	100.023
3	36896	37	0	100.023
3	36896	42	0	100.023
3	36861	73	0	100.023
3	36740	20	0	100.023
3	35900	61	0	100.023
3	35576	41	0	100.023
3	35486	11	0	100.023
3	34779	41	0	100.023
3	34779	40	0	100.023
3	34779	23	0	100.023
3	34779	49	0	100.023
3	33154	14	0	100.023
3	32285	18	0	100.023
3	32285	30	0	100.023
3	32248	65	0	100.023
3	31942	67	0	100.023
3	31562	74	0	100.023
3	31520	46	0	100.023
3	31463	45	0	100.023
3	30764	7	0	100.023
3	30764	24	0	100.023
3	30764	34	0	100.023
3	29921	17	0	100.023
3	29489	7	0	100.023
3	28419	6	0	100.023
3	28130	59	0	100.023
3	28130	29	0	100.023
3	28059	55	0	100.023
3	25948	14	0	100.023
3	25935	37	0	100.023
3	25683	27	0	100.023
3	24648	69	0	100.023
3	24298	17	0	100.023
3	24041	74	0	100.023
3	23610	47	0	100.023
3	23610	44	0	100.023
3	23610	45	0	100.023
3	23170	43	0	100.023
3	20605	69	0	100.023
3	19622	17	0	100.023
3	19622	26	0	100.023
3	19167	19	0	100.023
3	19167	16	0	100.023
3	18871	36	0	100.023
3	16966	51	0	100.023
3	16966	57	0	100.023
3	16164	17	0	100.023
3	16164	42	0	100.023
3	16164	23	0	100.023
3	16164	57	0	100.023
3	15548	28	0	100.023
3	15205	65	0	100.023
3	15205	64	0	100.023
3	15205	35	0	100.023
3	14562	7	0	100.023
3	14562	22	0	100.023
3	14352	68	0	100.023
3	12549	36	0	100.023
3	10324	49	0	100.023
3	9131	62	0	100.023
3	7546	7	0	100.023
3	5993	19	0	100.023
3	4994	19	0	100.023
3	4541	73	0	100.023
3	4541	60	0	100.023
3	4541	75	0	100.023
3	4479	77	0	100.023
3	4479	48	0	100.023
3	4070	29	0	100.023
3	3895	76	0	100.023
3	3895	8	0	100.023
3	3427	77	0	100.023
3	2852	42	0	100.023
3	2852	41	0	100.023
3	1203	21	0	100.023
3	670	11	0	100.023
3	646	23	0	100.023
3	631	29	0	100.023
3	71438	7	0	100.748
3	69192	37	0	100.748
3	41659	50	0	100.748
3	9210	45	0	100.748
3	9210	69	0	100.748
3	9210	33	0	100.748
3	17177	68	0	102.197
3	101515	39	0	102.922
3	76753	51	0	115.5
3	47118	65	0	115.5
3	85634	50	0	119.129
3	12592	75	0	121.304
3	83942	77	0	122.029
3	25016	18	0	122.029
3	24465	14	0	122.029
3	109649	8	0	122.754
3	36307	63	0	123.478
3	36307	67	0	123.478
3	107402	11	0	125.654
3	3933	55	0	125.654
3	82424	47	0	126.378
3	82424	18	0	126.378
3	82424	51	0	126.378
3	82424	9	0	126.378
3	113293	71	0	130.737
3	113293	21	0	130.737
3	99975	72	0	130.737
3	111122	69	0	131.462
3	104060	15	0	131.462
3	104060	17	0	131.462
3	51276	56	0	131.462
3	39451	23	0	131.462
3	34221	28	0	131.462
3	34221	16	0	131.462
3	114876	64	0	133.637
3	85979	48	0	135.812
3	85979	23	0	135.812
3	66626	8	0	135.812
3	61638	46	0	135.812
3	61638	22	0	135.812
3	55774	59	0	135.812
3	4221	31	0	135.812
3	4221	46	0	135.812
3	119858	38	0	137.262
3	100390	21	0	137.262
3	36949	6	0	137.262
3	23076	13	0	137.262
3	5969	77	0	137.262
3	2766	76	0	137.262
3	118234	38	0	139.437
3	118234	39	0	139.437
3	118234	10	0	139.437
3	107585	34	0	139.437
3	107585	48	0	139.437
3	75874	40	0	139.437
3	61320	45	0	139.437
3	61320	65	0	139.437
3	32615	52	0	139.437
3	55991	67	0	140.162
3	111807	44	0	140.887
3	121271	23	0	142.336
3	112668	12	0	142.336
3	109351	46	0	142.336
3	99972	54	0	142.336
3	99972	40	0	142.336
3	99972	64	0	142.336
3	58016	41	0	142.336
3	58016	32	0	142.336
3	120820	64	0	145.966
3	120820	49	0	145.966
3	120820	53	0	145.966
3	99672	34	0	145.966
3	87270	54	0	145.966
3	87270	29	0	145.966
3	83010	77	0	145.966
3	83010	26	0	145.966
3	80868	15	0	145.966
3	77032	55	0	145.966
3	57048	66	0	145.966
3	54053	9	0	145.966
3	53450	29	0	145.966
3	53450	34	0	145.966
3	38764	40	0	145.966
3	36331	67	0	145.966
3	34995	30	0	145.966
3	34995	70	0	145.966
3	4437	77	0	145.966
3	3120	75	0	145.966
3	1595	27	0	145.966
3	1112	25	0	145.966
3	1112	77	0	145.966
3	1112	73	0	145.966
3	1112	37	0	145.966
3	122120	9	0	146.691
3	119201	27	0	146.691
3	119201	24	0	146.691
3	116483	32	0	146.691
3	115133	59	0	146.691
3	113237	50	0	146.691
3	104991	22	0	146.691
3	79869	42	0	146.691
3	79869	72	0	146.691
3	79869	46	0	146.691
3	55649	64	0	146.691
3	55649	53	0	146.691
3	55649	25	0	146.691
3	40572	67	0	146.691
3	31007	14	0	146.691
3	15248	41	0	146.691
3	13062	75	0	146.691
3	13062	60	0	146.691
3	117762	39	0	147.415
3	117762	38	0	147.415
3	117762	42	0	147.415
3	101236	72	0	148.865
3	120575	60	0	149.59
3	118117	19	0	149.59
3	111732	26	0	149.59
3	111488	70	0	149.59
3	104644	42	0	149.59
3	102658	66	0	149.59
3	102658	9	0	149.59
3	101844	50	0	149.59
3	101130	68	0	149.59
3	87092	57	0	149.59
3	79863	69	0	149.59
3	79863	46	0	149.59
3	79863	67	0	149.59
3	66025	26	0	149.59
3	62538	74	0	149.59
3	49720	73	0	149.59
3	45889	20	0	149.59
3	45445	55	0	149.59
3	43315	17	0	149.59
3	36231	69	0	149.59
3	36043	58	0	149.59
3	29093	46	0	149.59
3	25144	29	0	149.59
3	25144	30	0	149.59
3	15491	52	0	149.59
3	4120	71	0	149.59
3	4120	75	0	149.59
3	97154	16	0	151.039
4	121767	20	0	0
4	119398	59	0	0
4	115762	12	0	0
4	115762	20	0	0
4	115762	9	0	0
4	115762	8	0	0
4	107562	7	0	0
4	89281	53	0	0
4	82772	11	0	0
4	73011	36	0	0
4	62897	31	0	0
4	43563	41	0	0
4	22355	17	0	0
4	22355	63	0	0
4	16402	47	0	0
4	16402	77	0	0
4	13687	18	0	0
4	5388	57	0	0
4	5388	76	0	0
4	5388	54	0	0
4	52337	21	0	2.902
4	52337	68	0	2.902
4	104519	45	0	7.261
4	46626	71	0	7.985
4	72188	61	0	8.71
4	118007	34	0	10.16
4	118007	66	0	10.16
4	37126	68	0	11.609
4	120606	39	0	13.059
4	86621	22	0	13.059
4	78335	17	0	13.059
4	100089	47	0	13.784
4	120301	18	0	18.143
4	101816	37	0	18.143
4	101816	36	0	18.143
4	101816	39	0	18.143
4	81825	51	0	18.143
4	78019	72	0	18.867
4	78019	73	0	18.867
4	78019	69	0	18.867
4	23682	9	0	18.867
4	73643	59	0	21.769
4	73643	64	0	21.769
4	120884	33	0	23.219
4	109679	13	0	26.121
4	109679	32	0	26.121
4	109679	65	0	26.121
4	26436	26	0	29.022
4	5074	60	0	29.747
4	74934	16	0	33.377
4	17705	45	0	33.377
4	88040	68	0	41.416
4	66188	20	0	41.416
4	66188	22	0	41.416
4	32746	39	0	42.866
4	32746	29	0	42.866
4	22982	34	0	42.866
4	21816	66	0	42.866
4	17700	62	0	42.866
4	97040	13	0	43.591
4	83491	51	0	43.591
4	67492	19	0	43.591
4	66505	48	0	43.591
4	33283	28	0	43.591
4	32746	66	0	43.591
4	32746	65	0	43.591
4	6285	15	0	43.591
4	112332	62	0	44.315
4	105534	66	0	44.315
4	103611	59	0	44.315
4	83575	28	0	44.315
4	81309	59	0	44.315
4	77266	9	0	44.315
4	65227	20	0	44.315
4	65227	69	0	44.315
4	46647	10	0	44.315
4	32281	48	0	44.315
4	32281	73	0	44.315
4	32281	20	0	44.315
4	32281	63	0	44.315
4	22870	17	0	44.315
4	22870	11	0	44.315
4	18984	61	0	44.315
4	101782	59	0	45.04
4	73917	7	0	45.04
4	73917	17	0	45.04
4	105325	41	0	45.765
4	104724	72	0	46.489
4	104724	69	0	46.489
4	31344	65	0	46.489
4	12364	65	0	46.489
4	115699	30	0	49.391
4	87214	42	0	49.391
4	81968	25	0	49.391
4	81152	56	0	49.391
4	50200	25	0	49.391
4	40934	54	0	49.391
4	39183	69	0	49.391
4	29344	34	0	49.391
4	4951	53	0	49.391
4	4951	32	0	49.391
4	4951	77	0	49.391
4	4951	51	0	49.391
4	103839	10	0	50.116
4	59337	57	0	50.116
4	59337	41	0	50.116
4	59337	19	0	50.116
4	59337	37	0	50.116
4	5922	44	0	50.116
4	5922	14	0	50.116
4	5922	33	0	50.116
4	5922	75	0	50.116
4	103839	21	0	50.84
4	100213	63	0	50.84
4	79262	35	0	50.84
4	62727	72	0	50.84
4	57253	65	0	50.84
4	25844	22	0	50.84
4	3471	43	0	50.84
4	3378	47	0	50.84
4	3378	45	0	50.84
4	108471	62	0	51.565
4	105553	70	0	51.565
4	100213	73	0	51.565
4	96732	18	0	51.565
4	96732	51	0	51.565
4	77511	7	0	51.565
4	77511	16	0	51.565
4	43147	70	0	51.565
4	21378	12	0	51.565
4	21378	74	0	51.565
4	4817	57	0	51.565
4	4817	76	0	51.565
4	3471	77	0	51.565
4	42481	22	0	52.29
4	1259	39	0	53.015
4	87332	28	0	55.916
4	62510	13	0	55.916
4	119580	18	0	56.641
4	119580	34	0	56.641
4	68044	22	0	57.366
4	59768	59	0	57.366
4	14726	71	0	57.366
4	14726	75	0	57.366
4	113291	36	0	58.815
4	18910	26	0	58.815
4	119271	50	0	60.265
4	101977	67	0	60.265
4	101977	60	0	60.265
4	55820	38	0	60.265
4	49496	48	0	60.265
4	40332	56	0	60.265
4	36618	65	0	60.265
4	29496	19	0	60.265
4	112822	71	0	61.715
4	102954	63	0	61.715
4	66344	13	0	61.715
4	66344	8	0	61.715
4	16383	70	0	61.715
4	16383	45	0	61.715
4	16383	39	0	61.715
4	3002	77	0	61.715
4	112929	33	0	62.439
4	112929	25	0	62.439
4	76556	25	0	62.439
4	52019	11	0	62.439
4	52019	6	0	62.439
4	45689	64	0	62.439
4	8317	46	0	62.439
4	4153	12	0	62.439
4	1391	24	0	63.164
4	115050	7	0	64.614
4	106235	55	0	64.614
4	27067	55	0	64.614
4	27067	44	0	64.614
4	6741	71	0	64.614
4	3795	18	0	64.614
4	3795	77	0	64.614
4	390	75	0	64.614
4	390	28	0	64.614
4	21833	70	0	65.339
4	116844	46	0	66.063
4	116844	44	0	66.063
4	72432	26	0	66.063
4	38633	43	0	66.063
4	17948	50	0	66.063
4	3326	76	0	66.063
4	107629	69	0	67.513
4	107629	68	0	67.513
4	50399	37	0	67.513
4	117421	66	0	68.238
4	85545	23	0	68.238
4	99812	69	0	68.962
4	99812	27	0	68.962
4	35875	35	0	68.962
4	35875	31	0	68.962
4	112886	61	0	69.687
4	39816	29	0	69.687
4	5904	32	0	69.687
4	45339	58	0	70.412
4	42199	34	0	70.412
4	17903	35	0	70.412
4	17903	55	0	70.412
4	1077	72	0	70.412
4	38521	41	0	71.861
4	38521	17	0	71.861
4	38521	47	0	71.861
4	38521	44	0	71.861
4	38521	42	0	71.861
4	115171	41	0	72.586
4	115171	48	0	72.586
4	115171	17	0	72.586
4	115171	40	0	72.586
4	101912	70	0	72.586
4	81116	21	0	72.586
4	105528	44	0	73.311
4	59567	68	0	73.311
4	59567	29	0	73.311
4	59567	60	0	73.311
4	50838	40	0	73.311
4	112614	21	0	75.486
4	112614	50	0	75.486
4	102756	61	0	75.486
4	102021	63	0	75.486
4	80821	9	0	75.486
4	80821	61	0	75.486
4	80691	26	0	75.486
4	76735	72	0	75.486
4	62669	11	0	75.486
4	62669	12	0	75.486
4	62669	44	0	75.486
4	39534	39	0	75.486
4	39534	49	0	75.486
4	39534	7	0	75.486
4	27020	19	0	75.486
4	27020	53	0	75.486
4	27020	42	0	75.486
4	5025	77	0	75.486
4	118821	47	0	76.211
4	109378	44	0	76.211
4	109378	35	0	76.211
4	83421	28	0	76.211
4	64254	7	0	76.211
4	56897	10	0	76.211
4	46530	70	0	76.211
4	46238	23	0	76.211
4	45535	23	0	76.211
4	3955	76	0	76.211
4	3955	51	0	76.211
4	3335	75	0	76.211
4	118821	39	0	76.935
4	64134	29	0	76.935
4	37310	17	0	76.935
4	34985	48	0	76.935
4	31870	59	0	76.935
4	46703	67	0	77.66
4	976	76	0	77.66
4	113440	23	0	79.11
4	113057	45	0	79.11
4	109397	47	0	79.11
4	109397	42	0	79.11
4	72018	45	0	79.11
4	45641	57	0	79.11
4	27051	51	0	79.11
4	13637	48	0	79.11
4	2877	69	0	79.11
4	105685	18	0	79.834
4	78679	59	0	79.834
4	78217	39	0	79.834
4	47369	60	0	79.834
4	47369	42	0	79.834
4	42628	57	0	79.834
4	42628	29	0	79.834
4	32719	26	0	79.834
4	32719	14	0	79.834
4	32671	11	0	79.834
4	32671	10	0	79.834
4	19008	52	0	79.834
4	18505	54	0	79.834
4	18505	42	0	79.834
4	4551	27	0	79.834
4	4551	13	0	79.834
4	4551	60	0	79.834
4	4370	76	0	79.834
4	3310	77	0	79.834
4	3186	77	0	79.834
4	1735	59	0	79.834
4	1316	75	0	79.834
4	1301	70	0	79.834
4	1104	77	0	79.834
4	1104	32	0	79.834
4	1028	21	0	79.834
4	105688	63	0	81.284
4	96205	8	0	81.284
4	96205	15	0	81.284
4	81928	7	0	81.284
4	81928	8	0	81.284
4	81928	29	0	81.284
4	73855	30	0	81.284
4	73855	45	0	81.284
4	47578	27	0	81.284
4	41208	74	0	81.284
4	41208	20	0	81.284
4	39878	25	0	81.284
4	35423	69	0	81.284
4	32994	15	0	81.284
4	28564	64	0	81.284
4	28564	63	0	81.284
4	28564	39	0	81.284
4	20145	40	0	81.284
4	14705	30	0	81.284
4	13336	75	0	81.284
4	5483	70	0	81.284
4	5483	76	0	81.284
4	5240	70	0	81.284
4	572	76	0	81.284
4	22225	10	0	82.009
4	117609	8	0	84.184
4	116834	54	0	87.086
4	111628	33	0	87.086
4	101218	45	0	87.086
4	98555	22	0	87.086
4	98555	8	0	87.086
4	98555	17	0	87.086
4	96463	39	0	87.086
4	96463	48	0	87.086
4	72860	13	0	87.086
4	72860	56	0	87.086
4	60944	23	0	87.086
4	44972	41	0	87.086
4	36508	64	0	87.086
4	35231	34	0	87.086
4	34151	33	0	87.086
4	28407	47	0	87.086
4	24176	22	0	87.086
4	2673	43	0	87.086
4	661	60	0	87.086
4	119327	76	0	87.811
4	116757	36	0	87.811
4	114820	76	0	87.811
4	114820	25	0	87.811
4	108027	39	0	87.811
4	108027	9	0	87.811
4	106306	49	0	87.811
4	99494	13	0	87.811
4	95120	44	0	87.811
4	94522	12	0	87.811
4	87394	34	0	87.811
4	86077	47	0	87.811
4	86077	26	0	87.811
4	86077	38	0	87.811
4	85878	67	0	87.811
4	70887	42	0	87.811
4	59798	21	0	87.811
4	58747	18	0	87.811
4	44592	46	0	87.811
4	43833	23	0	87.811
4	43833	14	0	87.811
4	41824	57	0	87.811
4	37076	10	0	87.811
4	37076	25	0	87.811
4	36724	69	0	87.811
4	29875	62	0	87.811
4	29425	40	0	87.811
4	29072	15	0	87.811
4	29072	38	0	87.811
4	29072	51	0	87.811
4	29072	30	0	87.811
4	24495	56	0	87.811
4	24286	70	0	87.811
4	24286	39	0	87.811
4	21793	46	0	87.811
4	21793	66	0	87.811
4	20670	48	0	87.811
4	19292	49	0	87.811
4	18722	16	0	87.811
4	18722	18	0	87.811
4	18722	69	0	87.811
4	18722	12	0	87.811
4	13989	11	0	87.811
4	8931	30	0	87.811
4	6783	52	0	87.811
4	6783	28	0	87.811
4	5526	39	0	87.811
4	4330	66	0	87.811
4	4330	64	0	87.811
4	2870	72	0	87.811
4	2870	73	0	87.811
4	2530	50	0	87.811
4	117825	46	0	88.535
4	101985	53	0	88.535
4	80175	31	0	88.535
4	80175	38	0	88.535
4	61127	36	0	88.535
4	61127	26	0	88.535
4	43862	60	0	88.535
4	121345	15	0	89.26
4	67762	66	0	89.26
4	67762	65	0	89.26
4	101093	8	0	89.985
4	83448	14	0	90.709
4	113827	58	0	92.159
4	111374	48	0	92.159
4	87475	64	0	92.159
4	87475	66	0	92.159
4	87475	67	0	92.159
4	34018	74	0	92.159
4	31807	48	0	92.159
4	118490	15	0	92.884
4	2426	15	0	92.884
4	2426	14	0	92.884
4	37858	59	0	93.608
4	36137	37	0	93.608
4	83692	51	0	94.333
4	83692	52	0	94.333
4	52619	17	0	94.333
4	45238	38	0	94.333
4	43695	16	0	94.333
4	40549	45	0	94.333
4	72203	63	0	95.058
4	103260	49	0	95.782
4	100672	10	0	95.782
4	100672	37	0	95.782
4	100672	68	0	95.782
4	28441	56	0	95.782
4	888	24	0	95.782
4	888	26	0	95.782
4	888	30	0	95.782
4	113618	32	0	96.507
4	63966	64	0	96.507
4	114230	11	0	97.232
4	58441	40	0	97.232
4	58441	41	0	97.232
4	107719	72	0	97.957
4	60592	57	0	97.957
4	58526	27	0	97.957
4	58526	72	0	97.957
4	58526	28	0	97.957
4	19365	62	0	99.406
4	68889	26	0	100.131
4	68889	27	0	100.131
4	68889	10	0	100.131
4	62565	71	0	100.131
4	106556	28	0	100.856
4	101703	66	0	100.856
4	94021	72	0	100.856
4	50999	26	0	100.856
4	46933	69	0	100.856
4	46933	72	0	100.856
4	46933	42	0	100.856
4	37866	70	0	100.856
4	34255	19	0	100.856
4	33508	15	0	100.856
4	33508	29	0	100.856
4	33508	64	0	100.856
4	26781	40	0	100.856
4	23836	57	0	100.856
4	10855	17	0	100.856
4	3248	43	0	100.856
4	3248	76	0	100.856
4	2648	76	0	100.856
4	2572	75	0	100.856
4	119506	65	0	101.58
4	116959	66	0	101.58
4	113663	13	0	101.58
4	109800	72	0	101.58
4	109756	32	0	101.58
4	109756	17	0	101.58
4	103808	7	0	101.58
4	103808	15	0	101.58
4	103808	8	0	101.58
4	96479	13	0	101.58
4	88656	39	0	101.58
4	68009	21	0	101.58
4	64835	44	0	101.58
4	39775	31	0	101.58
4	30659	54	0	101.58
4	23773	71	0	101.58
4	19785	19	0	101.58
4	3423	77	0	101.58
4	116	26	0	101.58
4	116	25	0	101.58
4	61910	63	0	103.03
4	99231	70	0	103.755
4	30351	37	0	103.755
4	99231	72	0	104.479
4	3196	71	0	105.929
4	118509	54	0	106.654
4	85735	20	0	106.654
4	85735	33	0	106.654
4	81692	58	0	106.654
4	81692	12	0	106.654
4	79426	30	0	106.654
4	76069	12	0	106.654
4	76069	27	0	106.654
4	51041	53	0	106.654
4	5757	31	0	106.654
4	4323	30	0	106.654
4	4323	61	0	106.654
4	4323	75	0	106.654
4	100337	6	0	107.378
4	108083	22	0	108.828
4	106670	35	0	108.828
4	74499	18	0	108.828
4	72760	70	0	108.828
4	51451	58	0	108.828
4	6025	77	0	108.828
4	6025	41	0	108.828
4	5788	75	0	108.828
4	3086	33	0	108.828
4	3086	75	0	108.828
4	114848	15	0	110.278
4	42896	44	0	110.278
4	41207	39	0	111.002
4	119684	45	0	111.727
4	119684	27	0	111.727
4	108690	65	0	111.727
4	107459	56	0	111.727
4	104898	34	0	111.727
4	103632	47	0	111.727
4	80415	54	0	111.727
4	74893	21	0	111.727
4	73155	66	0	111.727
4	45455	26	0	111.727
4	45455	13	0	111.727
4	42262	25	0	111.727
4	42262	37	0	111.727
4	36753	62	0	111.727
4	36753	70	0	111.727
4	33963	33	0	111.727
4	6003	77	0	111.727
4	536	37	0	111.727
4	536	12	0	111.727
4	536	76	0	111.727
4	206	76	0	111.727
4	116584	9	0	112.452
4	65416	28	0	112.452
4	61803	34	0	112.452
4	60974	53	0	112.452
4	35836	39	0	112.452
4	22292	65	0	112.452
4	84412	41	0	113.177
4	106594	27	0	114.626
4	106594	26	0	114.626
4	66878	26	0	114.626
4	45722	27	0	114.626
4	45392	19	0	114.626
4	2245	75	0	114.626
4	2245	21	0	114.626
4	2245	16	0	114.626
4	116860	50	0	115.351
4	116860	51	0	115.351
4	104420	36	0	115.351
4	87002	44	0	115.351
4	48518	51	0	115.351
4	46445	47	0	115.351
4	36755	54	0	115.351
4	35185	58	0	115.351
4	31972	40	0	115.351
4	31972	67	0	115.351
4	30502	71	0	115.351
4	29794	29	0	115.351
4	21565	18	0	115.351
4	5616	28	0	115.351
