population	type	chromosome	region	rate	newreg
GA	co-linear	17	Co-linear	10.12	Co-linear
GA	co-linear	17	Co-linear	10.12	Co-linear
GA	co-linear	17	Co-linear	10.12	Co-linear
GA	co-linear	17	Co-linear	10.12	Co-linear
GA	co-linear	17	Co-linear	10.13	Co-linear
GA	co-linear	17	Co-linear	10.14	Co-linear
GA	co-linear	17	Co-linear	10.14	Co-linear
GA	co-linear	17	Co-linear	10.13	Co-linear
GA	co-linear	17	Co-linear	10.13	Co-linear
GA	co-linear	17	Co-linear	10.13	Co-linear
GA	co-linear	17	Co-linear	10.13	Co-linear
GA	co-linear	17	Co-linear	10.03	Co-linear
GA	co-linear	17	Co-linear	9.98	Co-linear
GA	co-linear	17	Co-linear	9.23	Co-linear
GA	co-linear	17	Co-linear	9	Co-linear
GA	co-linear	17	Co-linear	8.94	Co-linear
GA	co-linear	17	Co-linear	8.54	Co-linear
GA	co-linear	17	Co-linear	8.51	Co-linear
GA	co-linear	17	Co-linear	8.13	Co-linear
GA	co-linear	17	Co-linear	7.96	Co-linear
GA	co-linear	17	Co-linear	7.65	Co-linear
GA	co-linear	17	Co-linear	7.52	Co-linear
GA	co-linear	17	Co-linear	7.35	Co-linear
GA	co-linear	17	Co-linear	6.3	Co-linear
GA	co-linear	17	Co-linear	5.94	Co-linear
GA	co-linear	17	Co-linear	5.94	Co-linear
GA	co-linear	17	Co-linear	5.6	Co-linear
GA	co-linear	17	Co-linear	5.53	Co-linear
GA	co-linear	17	Co-linear	5.23	Co-linear
GA	co-linear	17	Co-linear	5.02	Co-linear
GA	co-linear	17	Co-linear	4.96	Co-linear
GA	co-linear	17	Co-linear	4.91	Co-linear
GA	co-linear	17	Co-linear	4.66	Co-linear
GA	co-linear	17	Co-linear	4.62	Co-linear
GA	co-linear	17	Co-linear	4.6	Co-linear
GA	co-linear	17	Co-linear	4.22	Co-linear
GA	co-linear	17	Co-linear	3.81	Co-linear
GA	co-linear	17	Co-linear	3.63	Co-linear
GA	co-linear	17	Co-linear	3.63	Co-linear
GA	co-linear	17	Co-linear	3.54	Co-linear
GA	co-linear	17	Co-linear	3.5	Co-linear
GA	co-linear	17	Co-linear	3.39	Co-linear
GA	co-linear	17	Co-linear	3.35	Co-linear
GA	co-linear	17	Co-linear	3.34	Co-linear
GA	co-linear	17	Co-linear	3.32	Co-linear
GA	co-linear	17	Co-linear	3.32	Co-linear
GA	co-linear	17	Co-linear	3.29	Co-linear
GA	co-linear	17	Co-linear	3.29	Co-linear
GA	co-linear	17	Co-linear	3.28	Co-linear
GA	co-linear	17	Co-linear	3.28	Co-linear
GA	co-linear	17	Co-linear	3.27	Co-linear
GA	co-linear	17	Co-linear	3.27	Co-linear
GA	co-linear	17	Co-linear	3.27	Co-linear
GA	co-linear	17	Co-linear	3.29	Co-linear
GA	co-linear	17	Co-linear	3.46	Co-linear
GA	co-linear	17	Co-linear	3.48	Co-linear
GA	co-linear	17	Co-linear	3.5	Co-linear
GA	co-linear	17	Co-linear	3.51	Co-linear
GA	co-linear	17	Co-linear	3.65	Co-linear
GA	co-linear	17	Co-linear	3.65	Co-linear
GA	co-linear	17	Co-linear	3.67	Co-linear
GA	co-linear	17	Co-linear	3.68	Co-linear
GA	co-linear	17	Co-linear	3.69	Co-linear
GA	co-linear	17	Co-linear	3.73	Co-linear
GA	co-linear	17	Co-linear	3.84	Co-linear
GA	co-linear	17	Co-linear	3.94	Co-linear
GA	co-linear	17	Co-linear	3.95	Co-linear
GA	co-linear	17	Co-linear	3.97	Co-linear
GA	co-linear	17	Co-linear	3.97	Co-linear
GA	co-linear	17	Co-linear	4	Co-linear
GA	co-linear	17	Co-linear	4.04	Co-linear
GA	co-linear	17	Co-linear	4.13	Co-linear
GA	co-linear	17	Co-linear	4.19	Co-linear
GA	co-linear	17	Co-linear	4.21	Co-linear
GA	co-linear	17	Co-linear	4.24	Co-linear
GA	co-linear	17	Co-linear	4.26	Co-linear
GA	co-linear	17	Co-linear	4.35	Co-linear
GA	co-linear	17	Co-linear	4.34	Co-linear
GA	co-linear	17	Co-linear	4.29	Co-linear
GA	co-linear	17	Co-linear	4.27	Co-linear
GA	co-linear	17	Co-linear	4.2	Co-linear
GA	co-linear	17	Co-linear	4.2	Co-linear
GA	co-linear	17	Co-linear	4.18	Co-linear
GA	co-linear	17	Co-linear	4.11	Co-linear
GA	co-linear	17	Co-linear	4.05	Co-linear
GA	co-linear	17	Co-linear	3.98	Co-linear
GA	co-linear	17	Co-linear	3.95	Co-linear
GA	co-linear	17	Co-linear	3.94	Co-linear
GA	co-linear	17	Co-linear	3.9	Co-linear
GA	co-linear	17	Co-linear	3.89	Co-linear
GA	co-linear	17	Co-linear	3.86	Co-linear
GA	co-linear	17	Co-linear	3.86	Co-linear
GA	co-linear	17	Co-linear	3.71	Co-linear
GA	co-linear	17	Co-linear	3.68	Co-linear
GA	co-linear	17	Co-linear	3.68	Co-linear
GA	co-linear	17	Co-linear	3.61	Co-linear
GA	co-linear	17	Co-linear	3.55	Co-linear
GA	co-linear	17	Co-linear	3.47	Co-linear
GA	co-linear	17	Co-linear	3.04	Co-linear
GA	co-linear	17	Co-linear	2.95	Co-linear
GA	co-linear	17	Co-linear	2.87	Co-linear
GA	co-linear	17	Co-linear	2.87	Co-linear
GA	co-linear	17	Co-linear	2.87	Co-linear
GA	co-linear	17	Co-linear	2.74	Co-linear
GA	co-linear	17	Co-linear	2.51	Co-linear
GA	co-linear	17	Co-linear	2.45	Co-linear
GA	co-linear	17	Co-linear	2.43	Co-linear
GA	co-linear	17	Co-linear	2.43	Co-linear
GA	co-linear	17	Co-linear	2.43	Co-linear
GA	co-linear	17	Co-linear	2.32	Co-linear
GA	co-linear	17	Co-linear	2.18	Co-linear
GA	co-linear	17	Co-linear	2.16	Co-linear
GA	co-linear	17	Co-linear	2.04	Co-linear
GA	co-linear	17	Co-linear	1.96	Co-linear
GA	co-linear	17	Co-linear	1.79	Co-linear
GA	co-linear	17	Co-linear	1.78	Co-linear
GA	co-linear	17	Co-linear	1.77	Co-linear
GA	co-linear	17	Co-linear	1.16	Co-linear
GA	co-linear	17	Co-linear	1.09	Co-linear
GA	co-linear	17	Co-linear	1.06	Co-linear
GA	co-linear	17	Co-linear	0.82	Co-linear
GA	co-linear	17	Co-linear	0.67	Co-linear
GA	co-linear	17	Co-linear	0.56	Co-linear
GA	co-linear	17	Co-linear	0.46	Co-linear
GA	co-linear	17	Co-linear	0.46	Co-linear
GA	co-linear	17	Co-linear	0.46	Co-linear
GA	co-linear	17	Co-linear	0.46	Co-linear
GA	co-linear	17	Co-linear	0.44	Co-linear
GA	co-linear	17	Co-linear	0.37	Co-linear
GA	co-linear	17	Co-linear	0.36	Co-linear
GA	co-linear	17	Co-linear	0.35	Co-linear
GA	co-linear	17	Co-linear	0.34	Co-linear
GA	co-linear	17	Co-linear	0.3	Co-linear
GA	co-linear	17	Co-linear	0.22	Co-linear
GA	co-linear	17	Co-linear	0.21	Co-linear
GA	co-linear	17	Co-linear	0.16	Co-linear
GA	co-linear	17	Co-linear	0.14	Co-linear
GA	co-linear	17	Co-linear	0.11	Co-linear
GA	co-linear	17	Co-linear	0.08	Co-linear
GA	co-linear	17	Co-linear	0	Co-linear
GA	co-linear	17	Co-linear	0	Co-linear
GA	co-linear	17	Co-linear	0	Co-linear
GA	co-linear	17	Co-linear	0	Co-linear
GA	co-linear	17	Co-linear	0	Co-linear
GA	co-linear	17	Co-linear	0.64	Co-linear
GA	co-linear	17	Co-linear	0.64	Co-linear
GA	co-linear	17	Co-linear	1.12	Co-linear
GA	co-linear	17	Co-linear	1.25	Co-linear
GA	co-linear	17	Co-linear	2.63	Co-linear
GA	co-linear	17	Co-linear	2.77	Co-linear
GA	co-linear	17	Co-linear	3.09	Co-linear
GA	co-linear	17	Co-linear	3.55	Co-linear
GA	co-linear	17	Co-linear	4.34	Co-linear
GA	co-linear	17	Co-linear	4.72	Co-linear
GA	co-linear	17	Co-linear	5.12	Co-linear
GA	co-linear	17	Co-linear	5.34	Co-linear
GA	co-linear	17	Co-linear	5.34	Co-linear
GA	co-linear	17	Co-linear	6.18	Co-linear
GA	co-linear	17	Co-linear	6.4	Co-linear
GA	co-linear	17	Co-linear	6.95	Co-linear
GA	co-linear	17	Co-linear	8.03	Co-linear
GA	co-linear	17	Co-linear	8.45	Co-linear
GA	co-linear	17	Co-linear	8.51	Co-linear
GA	co-linear	17	Co-linear	8.87	Co-linear
GA	co-linear	17	Co-linear	8.97	Co-linear
GA	co-linear	17	Co-linear	9.27	Co-linear
GA	co-linear	17	Co-linear	9.86	Co-linear
GA	co-linear	17	Co-linear	10.24	Co-linear
GA	co-linear	17	Co-linear	10.33	Co-linear
GA	co-linear	17	Co-linear	10.39	Co-linear
GA	co-linear	17	Co-linear	10.48	Co-linear
GA	co-linear	17	Co-linear	10.84	Co-linear
GA	co-linear	17	Co-linear	10.93	Co-linear
GA	co-linear	17	Co-linear	11.19	Co-linear
GA	co-linear	17	Co-linear	11.19	Co-linear
GA	co-linear	17	Co-linear	11.56	Co-linear
GA	co-linear	17	Co-linear	12.24	Co-linear
GA	co-linear	17	Co-linear	13.27	Co-linear
GA	co-linear	17	Co-linear	13.35	Co-linear
GA	co-linear	17	Co-linear	13.74	Co-linear
GA	co-linear	17	Co-linear	14.03	Co-linear
GA	co-linear	17	Co-linear	14.12	Co-linear
GA	co-linear	17	Co-linear	14.5	Co-linear
GA	co-linear	17	Co-linear	14.74	Co-linear
GA	co-linear	17	Co-linear	14.74	Co-linear
GA	co-linear	17	Co-linear	14.77	Co-linear
GA	co-linear	17	Co-linear	15.56	Co-linear
GA	co-linear	17	Co-linear	15.93	Co-linear
GA	co-linear	17	Co-linear	16	Co-linear
GA	co-linear	17	Co-linear	16.41	Co-linear
GA	co-linear	17	Co-linear	16.57	Co-linear
GA	co-linear	17	Co-linear	16.58	Co-linear
GA	co-linear	17	Co-linear	16.58	Co-linear
GA	co-linear	17	Co-linear	16.71	Co-linear
GA	co-linear	17	Co-linear	16.88	Co-linear
GA	co-linear	17	Co-linear	16.92	Co-linear
GA	co-linear	17	Co-linear	17.2	Co-linear
GA	co-linear	17	Co-linear	17.73	Co-linear
GA	co-linear	17	Co-linear	17.74	Co-linear
GA	co-linear	17	Co-linear	17.75	Co-linear
GA	co-linear	17	Co-linear	17.8	Co-linear
GA	co-linear	17	Co-linear	17.81	Co-linear
GA	co-linear	17	Co-linear	17.99	Co-linear
GA	co-linear	17	Co-linear	18.08	Co-linear
GA	co-linear	17	Co-linear	18.11	Co-linear
GA	co-linear	17	Co-linear	18.56	Co-linear
GA	co-linear	17	Co-linear	18.59	Co-linear
GA	co-linear	17	Co-linear	18.72	Co-linear
GA	co-linear	17	Co-linear	18.74	Co-linear
GA	co-linear	17	Co-linear	18.78	Co-linear
GA	co-linear	17	Co-linear	18.94	Co-linear
GA	co-linear	17	Co-linear	18.95	Co-linear
GA	co-linear	17	Co-linear	18.98	Co-linear
GA	co-linear	17	Co-linear	18.99	Co-linear
GA	co-linear	17	Co-linear	19.01	Co-linear
GA	co-linear	17	Co-linear	19.03	Co-linear
GA	co-linear	17	Co-linear	19.03	Co-linear
GA	co-linear	17	Co-linear	19.03	Co-linear
GA	co-linear	17	Co-linear	19.03	Co-linear
GA	co-linear	17	Co-linear	19.04	Co-linear
GA	co-linear	17	Co-linear	19.04	Co-linear
GA	co-linear	17	Co-linear	18.98	Co-linear
GA	co-linear	17	Co-linear	18.94	Co-linear
GA	co-linear	17	Co-linear	18.88	Co-linear
GA	co-linear	17	Co-linear	18.08	Co-linear
GA	co-linear	17	Co-linear	17.97	Co-linear
GA	co-linear	17	Co-linear	17.89	Co-linear
GA	co-linear	17	Co-linear	17.77	Co-linear
GA	co-linear	17	Co-linear	17.74	Co-linear
GA	co-linear	17	Co-linear	17.61	Co-linear
GA	co-linear	17	Co-linear	17.54	Co-linear
GA	co-linear	17	Co-linear	17.44	Co-linear
GA	co-linear	17	Co-linear	17.4	Co-linear
GA	co-linear	17	Co-linear	17.35	Co-linear
GA	co-linear	17	Co-linear	17.09	Co-linear
GA	co-linear	17	Co-linear	16.87	Co-linear
GA	co-linear	17	Co-linear	16.87	Co-linear
GA	co-linear	17	Co-linear	16.79	Co-linear
GA	co-linear	17	Co-linear	16.78	Co-linear
GA	co-linear	17	Co-linear	16.74	Co-linear
GA	co-linear	17	Co-linear	16.51	Co-linear
GA	co-linear	17	Co-linear	16.28	Co-linear
GA	co-linear	17	Co-linear	16.17	Co-linear
GA	co-linear	17	Co-linear	15.61	Co-linear
GA	co-linear	17	Co-linear	15.49	Co-linear
GA	co-linear	17	Co-linear	15.13	Co-linear
GA	co-linear	17	Co-linear	15	Co-linear
GA	co-linear	17	Co-linear	14.89	Co-linear
GA	co-linear	17	Co-linear	14.49	Co-linear
GA	co-linear	17	Co-linear	14.48	Co-linear
GA	co-linear	17	Co-linear	14.45	Co-linear
GA	co-linear	17	Co-linear	14.4	Co-linear
GA	co-linear	17	Co-linear	14.15	Co-linear
GA	co-linear	17	Terminal	14.08	CollTerm
GA	co-linear	17	Terminal	13.78	CollTerm
GA	co-linear	17	Terminal	13.6	CollTerm
GA	co-linear	17	Terminal	13.34	CollTerm
GA	co-linear	17	Terminal	12.88	CollTerm
GA	co-linear	17	Terminal	12.82	CollTerm
GA	co-linear	17	Terminal	12.72	CollTerm
GA	co-linear	17	Terminal	12.4	CollTerm
GA	co-linear	17	Terminal	12.36	CollTerm
GA	co-linear	17	Terminal	12.28	CollTerm
GA	co-linear	17	Terminal	12.25	CollTerm
GA	co-linear	17	Terminal	12.03	CollTerm
GA	co-linear	17	Terminal	11.99	CollTerm
GA	co-linear	17	Terminal	11.82	CollTerm
GA	co-linear	17	Terminal	11.7	CollTerm
GA	co-linear	17	Terminal	10.82	CollTerm
GA	co-linear	17	Terminal	10.69	CollTerm
GA	co-linear	17	Terminal	10.36	CollTerm
GA	co-linear	17	Terminal	10.36	CollTerm
GA	co-linear	17	Terminal	10.23	CollTerm
GA	co-linear	17	Terminal	9.95	CollTerm
GA	co-linear	17	Terminal	9.92	CollTerm
GA	co-linear	17	Terminal	9.8	CollTerm
GA	co-linear	17	Terminal	9.71	CollTerm
GA	co-linear	17	Terminal	9.6	CollTerm
GA	co-linear	17	Terminal	9.23	CollTerm
GA	co-linear	17	Terminal	8.69	CollTerm
GA	co-linear	17	Terminal	8.6	CollTerm
GA	co-linear	17	Terminal	8.45	CollTerm
GA	co-linear	17	Terminal	8.43	CollTerm
GA	co-linear	17	Terminal	7.23	CollTerm
GA	co-linear	17	Terminal	7.03	CollTerm
GA	co-linear	17	Terminal	5.38	CollTerm
GA	co-linear	17	Terminal	4.98	CollTerm
GA	co-linear	17	Terminal	4.65	CollTerm
GA	co-linear	17	Terminal	4.58	CollTerm
GA	co-linear	17	Terminal	4.38	CollTerm
GA	co-linear	17	Terminal	3.42	CollTerm
GA	co-linear	17	Terminal	2.84	CollTerm
GA	co-linear	17	Terminal	2.84	CollTerm
GA	co-linear	17	Terminal	2.81	CollTerm
GA	co-linear	17	Terminal	2.71	CollTerm
GA	co-linear	17	Terminal	2.02	CollTerm
GA	inversion	18	Terminal	2.9	Terminal
GA	inversion	18	Terminal	3.29	Terminal
GA	inversion	18	Terminal	3.39	Terminal
GA	inversion	18	Terminal	3.75	Terminal
GA	inversion	18	Terminal	3.77	Terminal
GA	inversion	18	Terminal	4.05	Terminal
GA	inversion	18	Terminal	4.35	Terminal
GA	inversion	18	Terminal	4.4	Terminal
GA	inversion	18	Terminal	4.44	Terminal
GA	inversion	18	Terminal	4.47	Terminal
GA	inversion	18	Terminal	4.61	Terminal
GA	inversion	18	Terminal	5.42	Terminal
GA	inversion	18	Terminal	5.54	Terminal
GA	inversion	18	Terminal	6.06	Terminal
GA	inversion	18	Terminal	6.09	Terminal
GA	inversion	18	Terminal	6.29	Terminal
GA	inversion	18	Terminal	6.38	Terminal
GA	inversion	18	Terminal	6.51	Terminal
GA	inversion	18	Terminal	6.79	Terminal
GA	inversion	18	Terminal	7.11	Terminal
GA	inversion	18	Terminal	7.33	Terminal
GA	inversion	18	Terminal	7.34	Terminal
GA	inversion	18	Inversion	7.77	Inversion
GA	inversion	18	Inversion	7.8	Inversion
GA	inversion	18	Inversion	7.8	Inversion
GA	inversion	18	Inversion	7.84	Inversion
GA	inversion	18	Inversion	7.91	Inversion
GA	inversion	18	Inversion	8.23	Inversion
GA	inversion	18	Inversion	8.24	Inversion
GA	inversion	18	Inversion	8.41	Inversion
GA	inversion	18	Inversion	8.66	Inversion
GA	inversion	18	Inversion	9.03	Inversion
GA	inversion	18	Inversion	9.04	Inversion
GA	inversion	18	Inversion	9.03	Inversion
GA	inversion	18	Inversion	9.03	Inversion
GA	inversion	18	Inversion	9.03	Inversion
GA	inversion	18	Inversion	9.03	Inversion
GA	inversion	18	Inversion	9.08	Inversion
GA	inversion	18	Inversion	9.08	Inversion
GA	inversion	18	Inversion	9.08	Inversion
GA	inversion	18	Inversion	9.12	Inversion
GA	inversion	18	Inversion	9.12	Inversion
GA	inversion	18	Inversion	9.16	Inversion
GA	inversion	18	Inversion	9.28	Inversion
GA	inversion	18	Inversion	9.28	Inversion
GA	inversion	18	Inversion	9.34	Inversion
GA	inversion	18	Inversion	9.38	Inversion
GA	inversion	18	Inversion	9.4	Inversion
GA	inversion	18	Inversion	9.45	Inversion
GA	inversion	18	Inversion	9.48	Inversion
GA	inversion	18	Inversion	9.54	Inversion
GA	inversion	18	Inversion	9.56	Inversion
GA	inversion	18	Inversion	9.56	Inversion
GA	inversion	18	Inversion	9.57	Inversion
GA	inversion	18	Inversion	9.57	Inversion
GA	inversion	18	Inversion	9.59	Inversion
GA	inversion	18	Inversion	9.58	Inversion
GA	inversion	18	Inversion	9.58	Inversion
GA	inversion	18	Inversion	9.58	Inversion
GA	inversion	18	Inversion	9.58	Inversion
GA	inversion	18	Inversion	9.57	Inversion
GA	inversion	18	Inversion	9.56	Inversion
GA	inversion	18	Inversion	9.56	Inversion
GA	inversion	18	Inversion	9.39	Inversion
GA	inversion	18	Inversion	9.32	Inversion
GA	inversion	18	Inversion	9.26	Inversion
GA	inversion	18	Inversion	9.23	Inversion
GA	inversion	18	Inversion	9.23	Inversion
GA	inversion	18	Inversion	9.22	Inversion
GA	inversion	18	Inversion	9.09	Inversion
GA	inversion	18	Inversion	9.04	Inversion
GA	inversion	18	Inversion	9	Inversion
GA	inversion	18	Inversion	8.99	Inversion
GA	inversion	18	Inversion	8.99	Inversion
GA	inversion	18	Inversion	8.97	Inversion
GA	inversion	18	Inversion	8.8	Inversion
GA	inversion	18	Inversion	8.79	Inversion
GA	inversion	18	Inversion	8.54	Inversion
GA	inversion	18	Inversion	7.45	Inversion
GA	inversion	18	Inversion	7.31	Inversion
GA	inversion	18	Inversion	7.22	Inversion
GA	inversion	18	Inversion	6.93	Inversion
GA	inversion	18	Inversion	6.72	Inversion
GA	inversion	18	Inversion	6.59	Inversion
GA	inversion	18	Inversion	6.6	Inversion
GA	inversion	18	Inversion	6.72	Inversion
GA	inversion	18	Inversion	6.72	Inversion
GA	inversion	18	Inversion	6.7	Inversion
GA	inversion	18	Inversion	6.69	Inversion
GA	inversion	18	Inversion	6.53	Inversion
GA	inversion	18	Inversion	6.48	Inversion
GA	inversion	18	Inversion	6.46	Inversion
GA	inversion	18	Inversion	6.44	Inversion
GA	inversion	18	Inversion	6.18	Inversion
GA	inversion	18	Inversion	5.85	Inversion
GA	inversion	18	Inversion	5.43	Inversion
GA	inversion	18	Inversion	4.65	Inversion
GA	inversion	18	Inversion	4.49	Inversion
GA	inversion	18	Inversion	4.37	Inversion
GA	inversion	18	Inversion	4.23	Inversion
GA	inversion	18	Inversion	4.14	Inversion
GA	inversion	18	Inversion	3.97	Inversion
GA	inversion	18	Inversion	3.97	Inversion
GA	inversion	18	Inversion	3.9	Inversion
GA	inversion	18	Inversion	3.85	Inversion
GA	inversion	18	Inversion	3.49	Inversion
GA	inversion	18	Inversion	3.47	Inversion
GA	inversion	18	Inversion	3.36	Inversion
GA	inversion	18	Inversion	3.25	Inversion
GA	inversion	18	Inversion	3.24	Inversion
GA	inversion	18	Inversion	3.02	Inversion
GA	inversion	18	Inversion	2.79	Inversion
GA	inversion	18	Inversion	2.66	Inversion
GA	inversion	18	Inversion	2.64	Inversion
GA	inversion	18	Inversion	2.62	Inversion
GA	inversion	18	Inversion	2.58	Inversion
GA	inversion	18	Inversion	2.57	Inversion
GA	inversion	18	Inversion	2.48	Inversion
GA	inversion	18	Inversion	2.47	Inversion
GA	inversion	18	Inversion	2.41	Inversion
GA	inversion	18	Inversion	2.31	Inversion
GA	inversion	18	Inversion	1.83	Inversion
GA	inversion	18	Inversion	1.68	Inversion
GA	inversion	18	Inversion	1.57	Inversion
GA	inversion	18	Inversion	1.51	Inversion
GA	inversion	18	Inversion	1.41	Inversion
GA	inversion	18	Inversion	1.4	Inversion
GA	inversion	18	Inversion	1.4	Inversion
GA	inversion	18	Inversion	1.36	Inversion
GA	inversion	18	Inversion	1.36	Inversion
GA	inversion	18	Inversion	1.27	Inversion
GA	inversion	18	Inversion	1.26	Inversion
GA	inversion	18	Inversion	1.26	Inversion
GA	inversion	18	Inversion	1.26	Inversion
GA	inversion	18	Inversion	1.26	Inversion
GA	inversion	18	Inversion	1.25	Inversion
GA	inversion	18	Inversion	1.23	Inversion
GA	inversion	18	Inversion	1.23	Inversion
GA	inversion	18	Inversion	1.23	Inversion
GA	inversion	18	Inversion	1.23	Inversion
GA	inversion	18	Inversion	1.23	Inversion
GA	inversion	18	Inversion	1.23	Inversion
GA	inversion	18	Inversion	1.23	Inversion
GA	inversion	18	Inversion	1.24	Inversion
GA	inversion	18	Inversion	1.24	Inversion
GA	inversion	18	Inversion	1.15	Inversion
GA	inversion	18	Inversion	1.04	Inversion
GA	inversion	18	Inversion	0.78	Inversion
GA	inversion	18	Inversion	0.52	Inversion
GA	inversion	18	Inversion	0.44	Inversion
GA	inversion	18	Inversion	0.42	Inversion
GA	inversion	18	Inversion	0.09	Inversion
GA	inversion	18	Inversion	0	Inversion
GA	inversion	18	Inversion	0	Inversion
GA	inversion	18	Inv-Adjacent	0.62	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	1.5	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	3.15	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	6.93	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	7.59	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	8.03	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	10.93	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	11.18	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	11.41	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	12.72	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	16.02	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	16.04	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	16.83	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	17.25	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	17.72	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	17.79	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	17.83	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	18.78	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	18.78	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	18.88	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	18.95	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	18.98	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	18.98	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	18.97	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	18.94	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	18.89	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	18.85	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	18.61	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	18.34	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	17.91	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	17.81	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	17.65	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	16.97	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	16.24	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	15.17	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	15.14	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	14.9	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	14.73	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	13.92	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	12.91	Inv-Adjacent
GA	inversion	18	Inv-Adjacent	12.69	Inv-Adjacent
GA	inversion	18	Terminal	12.47	Terminal
GA	inversion	18	Terminal	11.1	Terminal
GA	inversion	18	Terminal	10.66	Terminal
GA	inversion	18	Terminal	10.24	Terminal
GA	inversion	18	Terminal	9.95	Terminal
GA	inversion	18	Terminal	8.78	Terminal
GA	inversion	18	Terminal	8.68	Terminal
GA	inversion	18	Terminal	8.33	Terminal
GA	inversion	18	Terminal	7.13	Terminal
GA	inversion	18	Terminal	7.08	Terminal
GA	inversion	18	Terminal	6.97	Terminal
GA	inversion	18	Terminal	6.91	Terminal
GA	inversion	18	Terminal	5.56	Terminal
GA	inversion	18	Terminal	5.18	Terminal
GA	inversion	18	Terminal	4.23	Terminal
GA	inversion	18	Terminal	3.91	Terminal
GA	inversion	18	Terminal	3.87	Terminal
GA	inversion	18	Terminal	3.75	Terminal
GA	inversion	18	Terminal	3.54	Terminal
GA	inversion	18	Terminal	3.37	Terminal
GA	inversion	18	Terminal	3.2	Terminal
GA	inversion	18	Terminal	3.12	Terminal
GA	co-linear	20	Terminal	6.46	CollTerm
GA	co-linear	20	Terminal	6.95	CollTerm
GA	co-linear	20	Terminal	6.96	CollTerm
GA	co-linear	20	Terminal	7.15	CollTerm
GA	co-linear	20	Terminal	7.44	CollTerm
GA	co-linear	20	Terminal	7.55	CollTerm
GA	co-linear	20	Terminal	7.73	CollTerm
GA	co-linear	20	Terminal	7.73	CollTerm
GA	co-linear	20	Terminal	7.73	CollTerm
GA	co-linear	20	Terminal	7.73	CollTerm
GA	co-linear	20	Terminal	8.17	CollTerm
GA	co-linear	20	Terminal	8.25	CollTerm
GA	co-linear	20	Terminal	8.29	CollTerm
GA	co-linear	20	Terminal	8.36	CollTerm
GA	co-linear	20	Terminal	8.55	CollTerm
GA	co-linear	20	Terminal	9.02	CollTerm
GA	co-linear	20	Terminal	9.7	CollTerm
GA	co-linear	20	Terminal	9.71	CollTerm
GA	co-linear	20	Terminal	10	CollTerm
GA	co-linear	20	Terminal	10.65	CollTerm
GA	co-linear	20	Terminal	11.58	CollTerm
GA	co-linear	20	Terminal	12.22	CollTerm
GA	co-linear	20	Terminal	12.29	CollTerm
GA	co-linear	20	Terminal	12.29	CollTerm
GA	co-linear	20	Terminal	12.88	CollTerm
GA	co-linear	20	Terminal	13.44	CollTerm
GA	co-linear	20	Terminal	13.61	CollTerm
GA	co-linear	20	Terminal	14.78	CollTerm
GA	co-linear	20	Terminal	14.94	CollTerm
GA	co-linear	20	Terminal	15.09	CollTerm
GA	co-linear	20	Terminal	15.12	CollTerm
GA	co-linear	20	Terminal	15.32	CollTerm
GA	co-linear	20	Terminal	16.38	CollTerm
GA	co-linear	20	Terminal	16.67	CollTerm
GA	co-linear	20	Terminal	17.11	CollTerm
GA	co-linear	20	Terminal	17.11	CollTerm
GA	co-linear	20	Co-linear	17.27	Co-linear
GA	co-linear	20	Co-linear	17.63	Co-linear
