set map marker phys gen
F1 7 332 11.221933 102.49000000000001
F1 7 333 11.213069 102.49000000000001
F1 7 334 11.187344 102.49000000000001
F1 7 335 11.259709 102.94500000000002
F1 7 336 11.232574 102.94500000000002
F1 7 337 12.350255 103.4
F1 7 338 12.026159 103.4
F1 7 339 13.223169 103.85400000000001
F1 7 340 13.165389 103.85400000000001
F1 7 341 13.059677 103.85400000000001
F1 7 342 13.026091 103.85400000000001
F1 7 343 12.95119 103.85400000000001
F1 7 344 12.898111 103.85400000000001
F1 7 345 12.878794 103.85400000000001
F1 7 346 12.878376 103.85400000000001
F1 7 347 12.877613 103.85400000000001
F1 7 348 12.875837 103.85400000000001
F1 7 349 12.851073 103.85400000000001
F1 7 350 12.777659 103.85400000000001
F1 7 351 12.725982 103.85400000000001
F1 7 352 12.725979 103.85400000000001
F1 7 353 12.688399 103.85400000000001
F1 7 354 12.68481 103.85400000000001
F1 7 355 12.62357 103.85400000000001
F1 7 356 12.605595 103.85400000000001
F1 7 357 12.600315 103.85400000000001
F1 7 358 12.58754 103.85400000000001
F1 7 359 12.579027 103.85400000000001
F1 7 360 12.48173 103.85400000000001
F1 7 361 12.411436 103.85400000000001
F1 7 362 12.360161 103.85400000000001
F1 7 363 12.339543 103.85400000000001
F1 7 364 12.120569 103.85400000000001
F1 7 365 12.111019 103.85400000000001
F1 7 366 12.056408 103.85400000000001
F1 7 367 11.829296 103.85400000000001
F1 7 368 11.714398 103.85400000000001
F1 7 369 11.701 103.85400000000001
F1 7 370 11.53353 103.85400000000001
F1 7 371 11.485736 103.85400000000001
F1 7 372 11.460841 103.85400000000001
F1 7 373 11.310525 103.85400000000001
F1 7 374 13.404047 104.30900000000001
F1 7 375 13.390762 104.30900000000001
F1 7 376 13.303003 104.30900000000001
F1 7 377 13.265088 104.30900000000001
F1 7 378 13.247652 104.30900000000001
F1 7 379 13.246292 104.30900000000001
F1 7 380 13.234639 104.30900000000001
F1 7 381 13.140595 104.30900000000001
F1 7 382 13.081544 104.30900000000001
F1 7 383 12.951805 104.30900000000001
F1 7 384 12.91651 104.30900000000001
F1 7 385 12.822625 104.30900000000001
F1 7 386 12.815358 104.30900000000001
F1 7 387 12.75106 104.30900000000001
F1 7 388 12.459822 104.30900000000001
F1 7 389 12.375623 104.30900000000001
F1 7 390 12.361646 104.30900000000001
F1 7 391 12.305089 104.30900000000001
F1 7 392 12.218002 104.30900000000001
F1 7 393 12.125206 104.30900000000001
F1 7 394 12.121078 104.30900000000001
F1 7 395 12.082281 104.30900000000001
F1 7 396 11.908977 104.30900000000001
F1 7 397 11.807507 104.30900000000001
F1 7 398 11.776169 104.30900000000001
F1 7 399 11.682655 104.30900000000001
F1 7 400 11.602874 104.30900000000001
F1 7 401 11.563035 104.30900000000001
F1 7 402 11.539124 104.30900000000001
F1 7 403 11.374789 104.30900000000001
F1 7 404 11.321581 104.30900000000001
F1 7 405 13.620485 104.763
F1 7 406 13.608704 104.763
F1 7 407 13.63692 105.21800000000002
F1 7 408 13.646373 105.67200000000001
F1 7 409 13.682864 106.12700000000001
F1 7 410 13.788452 108.918
F1 7 411 13.889941 109.82700000000001
F1 7 412 13.873758 109.82700000000001
F1 7 413 13.847322 109.82700000000001
F1 7 414 13.84688 109.82700000000001
F1 7 415 13.986677 110.74100000000001
F1 7 416 14.070541 111.65400000000001
F1 7 417 14.051984 111.65400000000001
F1 7 418 14.051142 111.65400000000001
F1 7 419 14.08341 112.108
F1 7 420 14.221604 112.56300000000002
F1 7 421 14.190244 112.56300000000002
F1 7 422 14.166992 112.56300000000002
F1 7 423 14.166745 112.56300000000002
F1 7 424 14.165901 112.56300000000002
F1 7 425 14.15845 112.56300000000002
F1 7 426 14.157854 112.56300000000002
F1 7 427 14.121894 112.56300000000002
F1 7 428 14.271702 113.01800000000001
F1 7 429 14.355497 113.93100000000001
F1 7 430 14.353026 113.93100000000001
F1 7 431 14.352883 113.93100000000001
F1 7 432 14.304441 113.93100000000001
F1 7 433 14.334124 114.38500000000002
F1 7 434 14.522826 114.84
F1 7 435 14.51321 114.84
F1 7 436 14.607625 115.29400000000001
F1 7 437 14.60709 115.29400000000001
F1 7 438 14.595247 115.29400000000001
F1 7 439 14.580398 115.29400000000001
F1 7 440 14.4847 115.29400000000001
F1 7 441 14.471748 115.29400000000001
F1 7 442 14.687158 115.74900000000001
F1 7 443 14.63176 115.74900000000001
F1 7 444 14.762767 116.662
F1 7 445 14.746873 116.662
F1 7 446 14.818198 117.11700000000002
F1 7 447 14.768911 117.11700000000002
F1 7 448 14.770093 117.57100000000001
F1 7 449 14.907032 118.02600000000001
F1 7 450 14.927823 118.48100000000001
F1 7 451 15.120187 118.93500000000002
F1 7 452 14.975383 118.93500000000002
F1 7 453 15.218219 119.39000000000001
F1 7 454 15.183934 119.39000000000001
F1 7 455 15.10964 119.39000000000001
F1 7 456 15.096773 119.39000000000001
F1 7 457 15.379925 119.84400000000001
F1 7 458 15.37012 119.84400000000001
F1 7 459 15.329258 119.84400000000001
F1 7 460 15.323489 119.84400000000001
F1 7 461 15.308228 119.84400000000001
F1 7 462 15.270356 119.84400000000001
F1 7 463 15.39442 120.299
F1 7 464 15.40776 120.75300000000001
F1 7 465 15.621506 121.20800000000001
F1 7 466 15.606603 121.20800000000001
F1 7 467 15.586871 121.20800000000001
F1 7 468 15.560614 121.20800000000001
F1 7 469 15.546562 121.20800000000001
F1 7 470 15.541538 121.20800000000001
F1 7 471 15.441021 121.20800000000001
F1 7 472 15.431898 121.20800000000001
F1 7 473 15.688291 121.662
F1 7 474 15.715083 122.11700000000002
F1 7 475 15.825903 123.49300000000001
F1 7 476 15.815209 123.49300000000001
F1 7 477 15.97175 123.94800000000001
F1 7 478 15.958531 123.94800000000001
F1 7 479 15.879217 123.94800000000001
F1 7 480 15.988418 124.40200000000002
F1 7 481 15.977318 124.40200000000002
F1 7 482 16.108559 125.31500000000001
F1 7 483 16.703469 125.77000000000001
F1 7 484 16.432001 125.77000000000001
F1 7 485 16.403444 125.77000000000001
F1 7 486 16.395414 125.77000000000001
F1 7 487 16.388525 125.77000000000001
F1 7 488 16.304525 125.77000000000001
F1 7 489 16.297499 125.77000000000001
F1 7 490 16.289741 125.77000000000001
F1 7 491 16.629917 126.22500000000001
F1 7 492 16.585669 126.22500000000001
F1 7 493 16.551313 126.22500000000001
F1 7 494 16.49568 126.22500000000001
F1 7 495 16.477102 126.22500000000001
F1 7 496 16.202043 126.22500000000001
F1 7 497 16.690198 126.67900000000002
F1 7 498 16.687581 126.67900000000002
F1 7 499 16.67639 126.67900000000002
F1 7 500 16.897789 128.055
F1 7 501 16.886918 128.055
F1 7 502 16.870537 128.055
F1 7 503 16.870378 128.055
F1 7 504 16.831473 128.055
F1 7 505 16.824397 128.055
F1 7 506 16.763908 128.055
F1 7 507 16.757668 128.055
F1 7 508 16.748755 128.055
F1 7 509 16.732554 128.055
F1 7 510 17.155745 129.423
F1 7 511 17.141276 129.423
F1 7 512 17.125977 129.423
F1 7 513 17.066278 129.423
F1 7 514 17.015188 129.423
F1 7 515 17.172209 129.87800000000001
F1 7 516 17.312972 130.33200000000002
F1 7 517 17.270224 130.33200000000002
F1 7 518 17.24283 130.33200000000002
F1 7 519 17.233312 130.33200000000002
F1 7 520 17.296357 130.787
F1 7 521 17.611097 131.241
F1 7 522 17.609835 131.241
F1 7 523 17.580443 131.241
F1 7 524 17.573305 131.241
F1 7 525 17.552912 131.241
F1 7 526 17.546463 131.241
F1 7 527 17.498706 131.241
F1 7 528 17.484128 131.241
F1 7 529 17.480516 131.241
F1 7 530 17.463908 131.241
F1 7 531 17.440719 131.241
F1 7 532 17.419807 131.241
F1 7 533 17.418524 131.241
F1 7 534 17.417498 131.241
F1 7 535 17.417495 131.241
F1 7 536 17.414898 131.241
F1 7 537 17.408872 131.241
F1 7 538 17.360305 131.241
F1 7 539 17.708522 131.69600000000003
F1 7 540 17.652021 131.69600000000003
F1 7 541 17.529522 131.69600000000003
F1 7 542 17.795279 132.609
F1 7 543 17.792341 132.609
F1 7 544 17.755028 132.609
F1 7 545 17.755025 132.609
F1 7 546 17.982171 133.518
F1 7 547 17.950098 133.518
F1 7 548 17.936588 133.518
F1 7 549 17.927947 133.518
F1 7 550 17.912598 133.518
F1 7 551 17.884669 133.518
F1 7 552 17.873879 133.518
F1 7 553 17.863522 133.518
F1 7 554 17.85578 133.518
F1 7 555 17.840581 133.518
F1 7 556 17.927038 133.973
F1 7 557 18.082454 135.799
F1 7 558 18.095506 137.17600000000002
F1 7 559 18.146249 137.63000000000002
F1 7 560 18.10043 137.63000000000002
F1 7 561 18.16492 138.085
F1 7 562 18.20736 138.53900000000002
F1 7 563 18.278979 140.854
F1 7 564 18.303925 141.768
F1 7 565 18.335769 142.681
F1 7 566 18.321046 142.681
F1 7 567 18.582806 143.13600000000002
F1 7 568 18.581058 143.59
F1 7 569 18.543731 143.59
F1 7 570 18.401228 143.59
F1 7 571 18.381024 143.59
F1 7 572 18.351103 143.59
F1 7 573 18.311235 143.59
F1 7 574 18.603397 144.04500000000002
F1 7 575 18.506617 146.36
F1 7 576 18.47032 146.81400000000002
F1 7 577 18.461147 146.81400000000002
F1 7 578 18.444557 146.81400000000002
F1 7 579 19.009027 147.269
F1 7 580 18.706316 147.72400000000002
F1 7 581 19.030667 148.17800000000003
F1 7 582 18.928649 148.633
F1 7 583 19.252781 149.08700000000002
F1 7 584 19.247615 149.08700000000002
F1 7 585 19.228678 149.08700000000002
F1 7 586 19.110547 149.08700000000002
F1 7 587 18.994543 149.08700000000002
F1 7 588 19.289134 149.542
F1 7 589 19.38114 150.455
F1 7 590 19.370329 150.455
F1 7 591 19.302885 150.455
F1 8 1 0.022285 0
F1 8 2 0.067937 0.913
F1 8 3 0.33927 4.133
F1 8 4 0.35169 4.133
F1 8 5 0.505046 4.133
F1 8 6 0.510146 4.588
F1 8 7 0.510723 4.588
F1 8 8 0.515724 4.588
F1 8 9 0.526292 4.588
F1 8 10 0.530138 4.588
F1 8 11 0.492294 5.042
F1 8 12 0.492902 5.042
F1 8 13 0.610426 6.864
F1 8 14 0.619666 7.319
F1 8 15 0.625255 7.319
F1 8 16 0.625672 7.319
F1 8 17 0.675626 7.319
F1 8 18 0.688404 7.319
F1 8 19 0.753106 8.232
F1 8 20 0.753778 8.232
F1 8 21 0.95654 8.687
F1 8 22 1.006918 10.513
F1 8 23 1.065245 10.968
F1 8 24 1.101279 10.968
F1 8 25 1.122818 10.968
F1 8 26 1.135169 11.422
F1 8 27 1.147497 11.422
F1 8 28 1.149859 11.422
F1 8 29 1.16449 11.422
F1 8 30 1.16471 11.422
F1 8 31 1.203911 12.799
F1 8 32 1.307741 12.799
F1 8 33 1.3085310000000001 12.799
F1 8 34 1.265337 13.253
F1 8 35 1.314288 13.253
F1 8 36 1.318369 13.253
F1 8 37 1.270772 13.708
F1 8 38 1.305215 13.708
F1 8 39 1.378568 14.162
F1 8 40 1.382528 14.162
F1 8 41 1.375395 14.617
F1 8 42 1.450026 14.617
F1 8 43 1.487121 15.071
F1 8 44 1.512469 15.985
F1 8 45 1.518172 15.985
F1 8 46 1.54504 16.898
F1 8 47 1.551783 16.898
F1 8 48 1.591446 17.353
F1 8 49 1.595454 17.807
F1 8 50 1.58093 18.262
F1 8 51 1.605792 18.716
F1 8 52 1.669636 21.031
F1 8 53 1.682344 21.031
F1 8 54 1.6955 21.486
F1 8 55 1.696668 21.486
F1 8 56 1.706635 21.486
F1 8 57 1.763708 23.329
F1 8 58 1.772724 24.706
F1 8 59 1.78437 24.706
F1 8 60 1.799623 25.16
F1 8 61 1.918098 27.475
F1 8 62 1.921201 27.475
F1 8 63 1.940537 27.93
F1 8 64 1.971572 30.7
F1 8 65 1.977635 31.613
F1 8 66 2.007486 31.613
F1 8 67 2.009382 32.068
F1 8 68 2.017495 32.522
F1 8 69 2.029705 32.522
F1 8 70 2.038763 33.89
F1 8 71 2.064197 36.205
F1 8 72 2.086932 36.205
F1 8 73 2.105333 37.118
F1 8 74 2.138957 37.573
F1 8 75 2.185707 38.028
F1 8 76 2.208988 38.482
F1 8 77 2.229901 38.482
F1 8 78 2.245124 39.395
F1 8 79 2.251632 39.395
F1 8 80 5.593063 40.309
F1 8 81 2.308894 42.598
F1 8 82 3.361008 43.053
F1 8 83 3.399764 43.053
F1 8 84 3.56907 43.053
F1 8 85 3.642315 43.053
F1 8 86 3.723548 43.053
F1 8 87 3.73285 43.053
F1 8 88 4.051185 43.053
F1 8 89 4.428649 43.053
F1 8 90 5.022125 43.053
F1 8 91 5.556596 43.053
F1 8 92 5.636123 43.053
F1 8 93 5.68333 43.053
F1 8 94 6.176021 43.053
F1 8 95 6.201599 43.053
F1 8 96 6.556766 43.053
F1 8 97 7.244437 43.053
F1 8 98 7.325391 43.053
F1 8 99 7.879689 43.053
F1 8 100 8.058734 43.053
F1 8 101 8.077847 43.053
F1 8 102 8.626725 43.053
F1 8 103 8.627097 43.053
F1 8 104 9.609833 43.053
F1 8 105 10.537323 43.053
F1 8 106 11.642284 43.053
F1 8 107 11.913701 43.053
F1 8 108 12.173137 43.053
F1 8 109 12.996376 43.053
F1 8 110 13.011502 43.053
F1 8 111 13.398527 43.053
F1 8 112 2.534284 43.507
F1 8 113 3.997821 43.507
F1 8 114 4.093711 43.507
F1 8 115 4.246758 43.507
F1 8 116 4.417395 43.507
F1 8 117 4.451334 43.507
F1 8 118 4.642573 43.507
F1 8 119 4.685032 43.507
F1 8 120 5.171988 43.507
F1 8 121 5.367869 43.507
F1 8 122 5.480377 43.507
F1 8 123 5.751475 43.507
F1 8 124 6.334718 43.507
F1 8 125 6.714772 43.507
F1 8 126 7.711522 43.507
F1 8 127 8.812185 43.507
F1 8 128 9.120115 43.507
F1 8 129 9.521468 43.507
F1 8 130 9.881026 43.507
F1 8 131 11.118105 43.507
F1 8 132 11.220761 43.507
F1 8 133 11.587067 43.507
F1 8 134 12.655589 43.507
F1 8 135 13.557749 43.507
F1 8 136 14.256877 43.507
F1 8 137 5.988221 43.962
F1 8 138 9.425626 43.962
F1 8 139 10.402491 43.962
F1 8 140 13.188069 43.962
F1 8 141 2.430032 44.416
F1 8 142 2.534287 44.416
F1 8 143 2.618909 44.416
F1 8 144 3.174077 44.416
F1 8 145 3.204304 44.416
F1 8 146 3.257009 44.416
F1 8 147 3.318783 44.416
F1 8 148 3.452933 44.416
F1 8 149 3.60804 44.416
F1 8 150 3.992827 44.416
F1 8 151 4.007177 44.416
F1 8 152 4.163389 44.416
F1 8 153 4.320441 44.416
F1 8 154 4.508791 44.416
F1 8 155 4.757143 44.416
F1 8 156 4.76685 44.416
F1 8 157 5.041554 44.416
F1 8 158 5.14477 44.416
F1 8 159 5.177679 44.416
F1 8 160 5.252024 44.416
F1 8 161 5.372945 44.416
F1 8 162 5.391306 44.416
F1 8 163 5.392547 44.416
F1 8 164 5.589456 44.416
F1 8 165 5.927425 44.416
F1 8 166 5.998178 44.416
F1 8 167 6.22475 44.416
F1 8 168 6.436839 44.416
F1 8 169 6.716447 44.416
F1 8 170 6.760607 44.416
F1 8 171 7.011436 44.416
F1 8 172 7.097214 44.416
F1 8 173 7.132382 44.416
F1 8 174 7.133394 44.416
F1 8 175 7.486749 44.416
F1 8 176 7.543996 44.416
F1 8 177 7.687173 44.416
F1 8 178 7.697376 44.416
F1 8 179 7.859798 44.416
F1 8 180 8.256169 44.416
F1 8 181 8.57143 44.416
F1 8 182 9.369892 44.416
F1 8 183 9.398051 44.416
F1 8 184 9.479465 44.416
F1 8 185 9.799336 44.416
F1 8 186 10.159181 44.416
F1 8 187 10.324175 44.416
F1 8 188 11.142965 44.416
F1 8 189 11.193122 44.416
F1 8 190 11.886101 44.416
F1 8 191 11.900758 44.416
F1 8 192 12.148883 44.416
F1 8 193 12.567191 44.416
F1 8 194 12.815684 44.416
F1 8 195 13.217884 44.416
F1 8 196 13.237302 44.416
F1 8 197 13.446924 44.416
F1 8 198 13.664854 44.416
F1 8 199 13.684559 44.416
F1 8 200 14.028611 44.416
F1 8 201 14.186048 44.416
F1 8 202 14.283986 44.416
F1 8 203 14.312324 44.416
F1 8 204 2.654405 44.871
F1 8 205 3.422486 44.871
F1 8 206 3.688295 44.871
F1 8 207 3.834181 44.871
F1 8 208 4.07506 44.871
F1 8 209 4.16507 44.871
F1 8 210 4.578063 44.871
F1 8 211 4.800153 44.871
F1 8 212 5.319856 44.871
F1 8 213 6.482343 44.871
F1 8 214 6.718158 44.871
F1 8 215 6.727852 44.871
F1 8 216 7.154631 44.871
F1 8 217 7.744354 44.871
F1 8 218 8.04195 44.871
F1 8 219 8.752509 44.871
F1 8 220 8.772001 44.871
F1 8 221 9.122525 44.871
F1 8 222 9.133612 44.871
F1 8 223 9.913809 44.871
F1 8 224 10.707895 44.871
F1 8 225 11.975832 44.871
F1 8 226 12.247553 44.871
F1 8 227 13.034434 44.871
F1 8 228 13.323463 44.871
F1 8 229 13.670551 44.871
F1 8 230 2.389358 45.325
F1 8 231 2.565862 45.325
F1 8 232 3.077778 45.325
F1 8 233 3.243863 45.325
F1 8 234 3.53468 45.325
F1 8 235 3.76499 45.325
F1 8 236 3.962616 45.325
F1 8 237 4.076251 45.325
F1 8 238 4.320444 45.325
F1 8 239 4.477266 45.325
F1 8 240 4.614269 45.325
F1 8 241 4.861539 45.325
F1 8 242 4.96334 45.325
F1 8 243 5.153429 45.325
F1 8 244 5.243527 45.325
F1 8 245 5.295638 45.325
F1 8 246 5.6011 45.325
F1 8 247 5.609612 45.325
F1 8 248 5.689414 45.325
F1 8 249 5.990181 45.325
F1 8 250 6.2769 45.325
F1 8 251 7.125974 45.325
F1 8 252 7.775341 45.325
F1 8 253 8.379025 45.325
F1 8 254 8.73944 45.325
F1 8 255 8.743908 45.325
F1 8 256 8.808059 45.325
F1 8 257 8.894896 45.325
F1 8 258 9.118882 45.325
F1 8 259 9.199145 45.325
F1 8 260 9.224319 45.325
F1 8 261 9.266153 45.325
F1 8 262 9.413857 45.325
F1 8 263 9.877267 45.325
F1 8 264 10.04105 45.325
F1 8 265 10.108194 45.325
F1 8 266 10.24162 45.325
F1 8 267 10.411572 45.325
F1 8 268 10.642913 45.325
F1 8 269 10.78794 45.325
F1 8 270 11.400118 45.325
F1 8 271 11.530118 45.325
F1 8 272 11.615048 45.325
F1 8 273 11.66068 45.325
F1 8 274 11.96089 45.325
F1 8 275 12.466246 45.325
F1 8 276 12.770292 45.325
F1 8 277 12.820254 45.325
F1 8 278 12.893935 45.325
F1 8 279 12.979354 45.325
F1 8 280 13.155587 45.325
F1 8 281 13.293527 45.325
F1 8 282 13.777224 45.325
F1 8 283 13.854255 45.325
F1 8 284 14.017408 45.325
F1 8 285 15.169129 45.325
F1 8 286 2.49334 45.78
F1 8 287 2.644957 45.78
F1 8 288 2.683607 45.78
F1 8 289 3.101136 45.78
F1 8 290 3.434537 45.78
F1 8 291 3.469109 45.78
F1 8 292 3.947677 45.78
F1 8 293 4.043578 45.78
F1 8 294 4.05189 45.78
F1 8 295 4.08812 45.78
F1 8 296 4.231288 45.78
F1 8 297 4.643211 45.78
F1 8 298 5.019158 45.78
F1 8 299 5.084465 45.78
F1 8 300 5.144286 45.78
F1 8 301 5.208494 45.78
F1 8 302 5.490332 45.78
F1 8 303 5.526969 45.78
F1 8 304 5.945386 45.78
F1 8 305 6.753158 45.78
F1 8 306 7.302941 45.78
F1 8 307 7.41567 45.78
F1 8 308 7.511814 45.78
F1 8 309 7.616279 45.78
F1 8 310 8.056573 45.78
F1 8 311 8.2448340000000009 45.78
F1 8 312 8.251042 45.78
F1 8 313 8.296742 45.78
F1 8 314 8.329693 45.78
F1 8 315 8.514568 45.78
F1 8 316 8.843198 45.78
F1 8 317 8.843664 45.78
F1 8 318 8.953485 45.78
F1 8 319 9.432879 45.78
F1 8 320 9.467097 45.78
F1 8 321 9.717762 45.78
F1 8 322 9.945399 45.78
F1 8 323 10.212162 45.78
F1 8 324 10.448921 45.78
F1 8 325 10.551468 45.78
F1 8 326 10.888475 45.78
F1 8 327 11.09542 45.78
F1 8 328 11.104903 45.78
F1 8 329 11.166419 45.78
F1 8 330 11.205133 45.78
F1 8 331 11.226469 45.78
F1 8 332 11.421482 45.78
F1 8 333 11.434651 45.78
F1 8 334 11.725211 45.78
F1 8 335 11.755632 45.78
F1 8 336 11.895702 45.78
F1 8 337 11.911221 45.78
F1 8 338 11.925935 45.78
F1 8 339 12.064145 45.78
F1 8 340 12.09176 45.78
F1 8 341 13.03575 45.78
F1 8 342 13.123191 45.78
F1 8 343 13.222073 45.78
F1 8 344 13.259616 45.78
F1 8 345 13.374872 45.78
F1 8 346 13.413071 45.78
F1 8 347 13.528586 45.78
F1 8 348 13.551115 45.78
F1 8 349 13.60849 45.78
F1 8 350 13.74453 45.78
F1 8 351 13.859139 45.78
F1 8 352 13.870572 45.78
F1 8 353 13.959849 45.78
F1 8 354 13.990329 45.78
F1 8 355 14.065402 45.78
F1 8 356 14.305494 45.78
F1 8 357 14.415594 45.78
F1 8 358 2.573072 46.235
F1 8 359 3.956241 46.235
F1 8 360 4.858844 46.235
F1 8 361 4.974038 46.235
F1 8 362 5.835212 46.235
F1 8 363 5.957358 46.235
F1 8 364 6.481464 46.235
F1 8 365 7.756829 46.235
F1 8 366 7.945687 46.235
F1 8 367 8.347621 46.235
F1 8 368 8.509198 46.235
F1 8 369 8.51077 46.235
F1 8 370 9.251111 46.235
F1 8 371 9.852853 46.235
F1 8 372 10.324178 46.235
F1 8 373 11.603393 46.235
F1 8 374 12.311673 46.235
F1 8 375 12.527085 46.235
F1 8 376 12.731323 46.235
F1 8 377 13.188936 46.235
F1 8 378 14.06521 46.235
F1 8 379 15.19576 46.235
F1 8 380 2.324425 46.689
F1 8 381 2.327549 46.689
F1 8 382 2.505568 46.689
F1 8 383 2.548239 46.689
F1 8 384 2.572548 46.689
F1 8 385 2.635813 46.689
F1 8 386 2.795259 46.689
F1 8 387 2.997843 46.689
F1 8 388 3.002922 46.689
F1 8 389 3.049037 46.689
F1 8 390 3.205546 46.689
F1 8 391 3.267789 46.689
F1 8 392 3.413454 46.689
F1 8 393 3.487667 46.689
F1 8 394 3.530787 46.689
F1 8 395 3.539206 46.689
F1 8 396 3.620406 46.689
F1 8 397 3.624176 46.689
F1 8 398 3.755858 46.689
F1 8 399 3.93219 46.689
F1 8 400 3.935523 46.689
F1 8 401 4.010403 46.689
F1 8 402 4.041058 46.689
F1 8 403 4.067744 46.689
F1 8 404 4.072597 46.689
F1 8 405 4.076026 46.689
F1 8 406 4.122976 46.689
F1 8 407 4.127554 46.689
F1 8 408 4.175325 46.689
F1 8 409 4.287626 46.689
F1 8 410 4.361055 46.689
F1 8 411 4.454501 46.689
F1 8 412 4.596636 46.689
F1 8 413 4.682354 46.689
F1 8 414 4.684014 46.689
F1 8 415 4.717686 46.689
F1 8 416 4.861536 46.689
F1 8 417 4.904833 46.689
F1 8 418 4.922636 46.689
F1 8 419 4.927099 46.689
F1 8 420 5.05133 46.689
F1 8 421 5.192488 46.689
F1 8 422 5.284989 46.689
F1 8 423 5.315464 46.689
F1 8 424 5.367872 46.689
F1 8 425 5.397137 46.689
F1 8 426 5.418165 46.689
F1 8 427 5.4631 46.689
F1 8 428 5.645732 46.689
F1 8 429 5.890933 46.689
F1 8 430 5.943538 46.689
F1 8 431 6.223399 46.689
F1 8 432 6.359654 46.689
F1 8 433 6.365995 46.689
F1 8 434 6.425152 46.689
F1 8 435 6.498012 46.689
F1 8 436 6.530424 46.689
F1 8 437 6.569066 46.689
F1 8 438 6.664983 46.689
F1 8 439 6.807004 46.689
F1 8 440 6.832141 46.689
F1 8 441 6.917661 46.689
F1 8 442 6.941779 46.689
F1 8 443 6.951473 46.689
F1 8 444 6.977452 46.689
F1 8 445 7.236696 46.689
F1 8 446 7.625365 46.689
F1 8 447 7.654972 46.689
F1 8 448 7.686819 46.689
F1 8 449 7.877536 46.689
F1 8 450 8.631897 46.689
F1 8 451 8.660356 46.689
F1 8 452 9.067298 46.689
F1 8 453 9.067677 46.689
F1 8 454 9.182796 46.689
F1 8 455 9.256363 46.689
F1 8 456 9.330299 46.689
F1 8 457 9.388663 46.689
F1 8 458 9.476277 46.689
F1 8 459 9.491555 46.689
F1 8 460 9.58788 46.689
F1 8 461 9.847194 46.689
F1 8 462 10.467229 46.689
F1 8 463 10.725258 46.689
F1 8 464 10.73408 46.689
F1 8 465 10.756638 46.689
F1 8 466 10.78529 46.689
F1 8 467 10.87761 46.689
F1 8 468 10.958495 46.689
F1 8 469 11.101058 46.689
F1 8 470 11.112246 46.689
F1 8 471 11.157357 46.689
F1 8 472 11.226862 46.689
F1 8 473 11.246738 46.689
F1 8 474 11.383332 46.689
F1 8 475 11.41071 46.689
F1 8 476 11.429907 46.689
F1 8 477 11.585043 46.689
F1 8 478 11.587731 46.689
F1 8 479 11.60458 46.689
F1 8 480 11.613591 46.689
F1 8 481 11.615962 46.689
F1 8 482 11.82277 46.689
F1 8 483 11.967641 46.689
F1 8 484 11.999312 46.689
F1 8 485 12.011362 46.689
F1 8 486 12.014429 46.689
F1 8 487 12.024051 46.689
F1 8 488 12.024624 46.689
F1 8 489 12.051681 46.689
F1 8 490 12.176366 46.689
F1 8 491 12.209325 46.689
F1 8 492 12.212787 46.689
F1 8 493 12.339472 46.689
F1 8 494 12.549292 46.689
F1 8 495 12.640049 46.689
F1 8 496 12.737215 46.689
F1 8 497 12.746078 46.689
F1 8 498 12.984256 46.689
F1 8 499 13.035781 46.689
F1 8 500 13.064859 46.689
F1 8 501 13.101439 46.689
F1 8 502 13.136996 46.689
F1 8 503 13.184668 46.689
F1 8 504 13.234187 46.689
F1 8 505 13.263988 46.689
F1 8 506 13.291059 46.689
F1 8 507 13.655357 46.689
F1 8 508 13.671964 46.689
F1 8 509 13.688328 46.689
F1 8 510 14.017411 46.689
F1 8 511 14.053881 46.689
F1 8 512 14.149749 46.689
F1 8 513 14.270081 46.689
F1 8 514 14.311708 46.689
F1 8 515 14.317388 46.689
F1 8 516 14.455384 46.689
F1 8 517 3.142384 47.144
F1 8 518 3.243866 47.144
F1 8 519 3.538735 47.144
F1 8 520 3.831906 47.144
F1 8 521 4.0581 47.144
F1 8 522 4.228063 47.144
F1 8 523 5.487461 47.144
F1 8 524 5.795371 47.144
F1 8 525 5.979382 47.144
F1 8 526 7.971435 47.144
F1 8 527 8.323725 47.144
F1 8 528 9.529523 47.144
F1 8 529 9.532512 47.144
F1 8 530 10.814454 47.144
F1 8 531 12.316545 47.144
F1 8 532 12.985784 47.144
F1 8 533 13.075321 47.144
F1 8 534 13.434664 47.144
F1 8 535 13.736357 47.144
F1 8 536 13.875702 47.144
F1 8 537 2.41242 47.598
F1 8 538 2.52039 47.598
F1 8 539 2.783129 47.598
F1 8 540 3.974951 47.598
F1 8 541 4.351953 47.598
F1 8 542 4.543035 47.598
F1 8 543 4.627592 47.598
F1 8 544 4.644742 47.598
F1 8 545 4.682751 47.598
F1 8 546 5.144767 47.598
F1 8 547 6.280998 47.598
F1 8 548 6.723783 47.598
F1 8 549 8.051336 47.598
F1 8 550 8.098436 47.598
F1 8 551 8.120335 47.598
F1 8 552 8.185648 47.598
F1 8 553 9.710991 47.598
F1 8 554 10.528285 47.598
F1 8 555 11.276982 47.598
F1 8 556 12.854411 47.598
F1 8 557 13.32346 47.598
F1 8 558 14.063532 47.598
F1 8 559 4.556718 48.053
F1 8 560 4.577835 48.053
F1 8 561 4.801761 48.053
F1 8 562 6.661328 48.053
F1 8 563 6.999223 48.053
F1 8 564 7.291443 48.053
F1 8 565 8.21484 48.053
F1 8 566 8.682172 48.053
F1 8 567 10.496159 48.053
F1 8 568 13.854782 48.053
F1 8 569 2.323974 48.507
